,Close,datetime,exchange_code,expiry_date,High,Low,Open,open_interest,product_type,right,stock_code,strike_price,Volume
0,228.4,2024-06-25 09:15:00,NFO,04-JUL-2024,228.4,228.4,228.4,162425,Options,Call,NIFTY,23550.0,0
1,228.4,2024-06-25 09:15:00,NFO,04-JUL-2024,228.4,228.4,228.4,162425,Options,Call,NIFTY,23550.0,0
2,241.95,2024-06-25 09:15:01,NFO,04-JUL-2024,241.95,241.95,241.95,162425,Options,Call,NIFTY,23550.0,175
3,233.55,2024-06-25 09:15:03,NFO,04-JUL-2024,233.55,233.55,233.55,162425,Options,Call,NIFTY,23550.0,0
4,228.3,2024-06-25 09:15:06,NFO,04-JUL-2024,228.3,228.3,228.3,162425,Options,Call,NIFTY,23550.0,1475
5,230.1,2024-06-25 09:15:07,NFO,04-JUL-2024,230.8,230.1,230.8,162425,Options,Call,NIFTY,23550.0,125
6,228.65,2024-06-25 09:15:09,NFO,04-JUL-2024,228.65,228.65,228.65,162425,Options,Call,NIFTY,23550.0,2075
7,231.95,2024-06-25 09:15:12,NFO,04-JUL-2024,231.95,231.95,231.95,162425,Options,Call,NIFTY,23550.0,1225
8,228.95,2024-06-25 09:15:13,NFO,04-JUL-2024,228.95,228.95,228.95,162425,Options,Call,NIFTY,23550.0,0
9,232.25,2024-06-25 09:15:15,NFO,04-JUL-2024,232.25,232.25,232.25,162425,Options,Call,NIFTY,23550.0,0
10,232.25,2024-06-25 09:15:16,NFO,04-JUL-2024,232.25,232.25,232.25,162425,Options,Call,NIFTY,23550.0,575
11,229.0,2024-06-25 09:15:17,NFO,04-JUL-2024,229.0,229.0,229.0,162425,Options,Call,NIFTY,23550.0,275
12,230.25,2024-06-25 09:15:18,NFO,04-JUL-2024,230.25,230.25,230.25,162425,Options,Call,NIFTY,23550.0,0
13,228.45,2024-06-25 09:15:20,NFO,04-JUL-2024,228.45,228.45,228.45,162425,Options,Call,NIFTY,23550.0,0
14,228.0,2024-06-25 09:15:21,NFO,04-JUL-2024,228.0,228.0,228.0,162425,Options,Call,NIFTY,23550.0,925
15,227.25,2024-06-25 09:15:23,NFO,04-JUL-2024,227.25,227.25,227.25,162150,Options,Call,NIFTY,23550.0,0
16,229.0,2024-06-25 09:15:26,NFO,04-JUL-2024,229.0,229.0,229.0,162150,Options,Call,NIFTY,23550.0,0
17,229.4,2024-06-25 09:15:27,NFO,04-JUL-2024,229.4,229.4,229.4,162150,Options,Call,NIFTY,23550.0,2100
18,229.5,2024-06-25 09:15:28,NFO,04-JUL-2024,229.5,229.5,229.5,162150,Options,Call,NIFTY,23550.0,0
19,229.7,2024-06-25 09:15:29,NFO,04-JUL-2024,229.7,229.7,229.7,162150,Options,Call,NIFTY,23550.0,450
20,230.8,2024-06-25 09:15:30,NFO,04-JUL-2024,230.8,230.8,230.8,162150,Options,Call,NIFTY,23550.0,2200
21,229.95,2024-06-25 09:15:31,NFO,04-JUL-2024,229.95,229.95,229.95,162150,Options,Call,NIFTY,23550.0,0
22,230.0,2024-06-25 09:15:32,NFO,04-JUL-2024,230.0,230.0,230.0,162150,Options,Call,NIFTY,23550.0,0
23,229.7,2024-06-25 09:15:33,NFO,04-JUL-2024,229.7,229.7,229.7,162150,Options,Call,NIFTY,23550.0,0
24,229.8,2024-06-25 09:15:34,NFO,04-JUL-2024,229.8,229.8,229.8,162150,Options,Call,NIFTY,23550.0,0
25,230.3,2024-06-25 09:15:36,NFO,04-JUL-2024,230.3,230.3,230.3,162150,Options,Call,NIFTY,23550.0,0
26,230.2,2024-06-25 09:15:37,NFO,04-JUL-2024,230.2,230.2,230.2,162150,Options,Call,NIFTY,23550.0,1350
27,230.6,2024-06-25 09:15:38,NFO,04-JUL-2024,230.6,230.6,230.6,162150,Options,Call,NIFTY,23550.0,25
