time,price,volume
1719461502195,353.55,25
1719461502195,353.55,25
1719461502195,353.55,25
1719461502195,353.55,25
1719461506327,353.4,75
1719461506758,353.4,275
1719461506758,353.4,275
1719461507988,350.65,25
1719461508155,351.3,25
1719461508155,351.3,25
1719461508155,351.3,25
1719461510553,353.15,25
1719461510553,353.15,25
1719461511421,351.8,100
1719461511421,351.8,100
1719461511421,351.8,100
1719461511421,351.8,100
1719461511421,351.8,100
1719461515125,351.8,25
1719461515826,350.0,25
1719461516272,348.5,25
1719461516272,348.5,25
1719461517573,349.95,25
1719461517573,349.95,25
1719461518676,351.75,50
1719461519140,353.05,25
1719461519140,353.05,25
1719461519140,353.05,25
1719461519140,353.05,25
1719461520596,351.9,50
1719461520596,351.9,50
1719461522085,353.4,75
1719461522085,353.4,75
1719461522085,353.4,75
1719461524556,355.05,25
1719461524636,355.0,25
1719461524636,355.0,25
1719461526092,356.1,25
1719461526611,356.75,25
1719461526832,357.45,25
1719461527510,358.65,25
1719461527730,359.05,25
1719461527730,359.05,25
1719461527730,359.05,25
1719461527730,359.05,25
1719461527730,359.05,25
1719461527730,359.05,25
1719461532261,357.6,50
1719461532261,357.6,50
1719461532261,357.6,50
1719461532261,357.6,50
1719461532261,357.6,50
1719461536501,357.85,25
1719461536501,357.85,25
1719461536501,357.85,25
1719461536501,357.85,25
1719461539209,357.7,25
1719461539209,357.7,25
1719461540579,359.0,125
1719461540579,359.0,125
1719461540579,359.0,125
1719461542013,359.8,25
1719461542013,359.8,25
1719461542013,359.8,25
1719461542013,359.8,25
1719461545392,362.0,100
1719461546181,364.0,50
1719461546181,364.0,50
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461547246,361.5,25
1719461558038,358.75,50
1719461558038,358.75,50
1719461558038,358.75,50
1719461558038,358.75,50
1719461558038,358.75,50
1719461560949,359.4,25
1719461560949,359.4,25
1719461560949,359.4,25
1719461562945,361.15,25
1719461563624,362.8,25
1719461563624,362.8,25
1719461563624,362.8,25
1719461565403,364.35,50
1719461565403,364.35,50
1719461565403,364.35,50
1719461567555,363.55,25
1719461567555,363.55,25
1719461568337,363.5,25
1719461568337,363.5,25
1719461568337,363.5,25
1719461570445,364.35,125
1719461570445,364.35,125
1719461570445,364.35,125
1719461570445,364.35,125
1719461573846,361.45,25
1719461573846,361.45,25
1719461573846,361.45,25
1719461573846,361.45,25
1719461577759,360.25,50
1719461577759,360.25,50
1719461577759,360.25,50
1719461577759,360.25,50
1719461577759,360.25,50
1719461577759,360.25,50
1719461580690,360.15,75
1719461581623,359.35,25
1719461581623,359.35,25
1719461582160,359.45,25
1719461582160,359.45,25
1719461582908,359.2,25
1719461582908,359.2,25
1719461582908,359.2,25
1719461582908,359.2,25
1719461582908,359.2,25
1719461582908,359.2,25
1719461588216,362.8,25
1719461588456,361.75,25
1719461588456,361.75,25
1719461590847,363.15,25
1719461590847,363.15,25
1719461590847,363.15,25
1719461590847,363.15,25
1719461593314,364.35,75
1719461593314,364.35,75
1719461593820,362.8,25
1719461594722,361.55,25
1719461595495,362.15,25
1719461595495,362.15,25
1719461596535,359.9,150
1719461596535,359.9,150
1719461597580,361.0,450
1719461597969,359.85,50
1719461597969,359.85,50
1719461599650,359.0,50
1719461599862,359.15,25
1719461599862,359.15,25
1719461599862,359.15,25
1719461599862,359.15,25
1719461601598,358.5,25
1719461601598,358.5,25
1719461603162,360.15,25
1719461603162,360.15,25
1719461603162,360.15,25
1719461603162,360.15,25
1719461603162,360.15,25
1719461603162,360.15,25
1719461608936,362.3,150
1719461608936,362.3,150
1719461608936,362.3,150
1719461608936,362.3,150
1719461608936,362.3,150
1719461608936,362.3,150
1719461613569,360.5,50
1719461613569,360.5,50
1719461613569,360.5,50
1719461613569,360.5,50
1719461613569,360.5,50
1719461613569,360.5,50
1719461618481,363.5,100
1719461618481,363.5,100
1719461618481,363.5,100
1719461620645,361.1,25
1719461620645,361.1,25
1719461620645,361.1,25
1719461620645,361.1,25
1719461620645,361.1,25
1719461624514,355.95,25
1719461624565,356.35,25
1719461624565,356.35,25
1719461625570,355.0,25
1719461625570,355.0,25
1719461625570,355.0,25
1719461625570,355.0,25
1719461625570,355.0,25
1719461625570,355.0,25
1719461630802,354.15,25
1719461631896,356.75,25
1719461631896,356.75,25
1719461632458,355.5,75
1719461632816,355.15,25
1719461632816,355.15,25
1719461632816,355.15,25
1719461632816,355.15,25
1719461632816,355.15,25
1719461632816,355.15,25
1719461632816,355.15,25
1719461632816,355.15,25
1719461639049,356.35,25
