time,price,volume
1719308844017,36.55,175
1719308844017,36.55,175
1719308844652,36.6,50
1719308845747,36.7,100
1719308846829,36.75,100
1719308847000,36.75,25
1719308847864,36.7,50
1719308848111,36.75,50
1719308848831,36.75,50
1719308849392,36.8,100
1719308849595,36.8,25
1719308849735,36.8,50
1719308850306,36.7,50
1719308850629,36.7,175
1719308850831,36.75,25
1719308851799,36.85,250
1719308853000,36.8,25
1719308853758,36.75,25
1719308854060,36.85,25
1719308854632,36.75,50
1719308855266,36.8,50
1719308855975,36.8,75
1719308856258,36.8,75
1719308856846,36.7,50
1719308857394,36.75,200
1719308857559,36.75,25
1719308857854,36.75,225
1719308858657,36.7,25
1719308859040,36.65,25
1719308859799,36.6,25
1719308859868,36.65,25
1719308860802,36.6,50
1719308900839,36.25,25
1719308901874,36.3,100
1719308901874,36.3,100
1719308902912,36.3,25
1719308902912,36.3,25
1719308903716,36.3,25
1719308904060,36.35,25
1719308904793,36.3,100
1719308906059,36.4,25
1719308906098,36.35,50
1719308906854,36.25,75
1719308907124,36.35,25
1719308908057,36.45,25
1719308908493,36.45,350
1719308908667,36.35,50
1719308908787,36.45,25
1719308909902,36.35,25
1719308910293,36.4,25
1719308910905,36.4,25
1719308911065,36.25,50
1719308911864,36.3,25
1719308911919,36.3,400
1719308912919,36.2,75
1719308914111,36.25,25
1719308914870,36.0,50
1719308915105,35.95,50
1719308915852,36.05,25
1719308916082,36.05,25
1719308916836,35.9,50
1719308917279,36.0,25
1719308918070,36.0,125
1719308918302,35.95,50
1719308918901,36.05,25
1719308919315,35.9,50
1719308919793,35.95,25
1719308920921,35.9,50
1719308920921,35.9,50
1719308921918,35.95,25
1719308922872,35.95,25
1719308923343,35.9,25
1719308924106,36.0,25
1719309065107,36.95,25
1719309065970,37.05,25
1719309066153,37.05,25
1719309067179,36.95,25
1719309067882,37.05,25
1719309068132,37.0,50
1719309068770,37.0,25
1719309069155,37.05,100
1719309070159,36.8,25
1719309070838,36.8,25
1719309071152,36.8,25
1719309071955,36.8,25
1719309072349,36.9,50
1719309072907,36.95,25
1719309073313,36.85,25
1719309074151,36.8,50
1719309074567,36.7,25
1719309074860,36.6,25
1719309076173,36.6,200
1719309076925,36.6,25
1719309077146,36.6,25
1719309077923,36.6,200
1719309078152,36.65,25
1719309079140,36.65,25
1719309079883,36.7,50
1719309080405,36.65,25
1719309081051,36.65,25
1719309081550,36.75,25
1719309082168,36.65,25
1719309082488,36.75,50
1719309083195,36.65,25
1719309083577,36.55,25
1719309083993,36.65,25
1719309084149,36.65,25
1719309085173,36.8,75
1719309085981,36.65,50
1719309086350,36.6,75
1719309086890,36.55,25
1719309087293,36.55,75
1719309088152,36.55,25
1719309088370,36.6,25
1719309088976,36.55,25
1719309089522,36.4,75
1719309089888,36.45,50
1719309090219,36.35,150
1719309090753,36.45,25
1719309091004,36.45,50
