time,price,volume
1719554409716,86.0,25
1719554410529,85.3,25
1719554410777,85.5,25
1719554411714,85.55,25
1719554412428,85.2,100
1719554412777,85.45,25
1719554414019,85.15,25
1719554414784,84.75,100
1719554415633,84.75,50
1719554415825,84.55,50
1719554416767,83.45,25
1719554417234,83.6,150
1719554417954,83.85,25
1719554418785,84.05,25
1719554419007,84.6,25
1719554419968,84.75,25
1719554420597,84.5,25
1719554420971,84.3,25
1719554421721,84.0,25
1719554422203,83.95,100
1719554422782,83.75,25
1719554424037,82.65,25
1719554424991,82.65,25
1719554425648,82.5,475
1719554425702,82.6,25
1719554426969,83.2,50
1719554427253,83.05,50
1719554427799,83.65,25
1719554428615,83.4,225
1719554428991,83.25,25
1719554429962,83.5,500
1719554430623,83.45,25
1719554430751,83.35,50
1719554431806,83.2,25
1719554432101,83.3,25
1719554432803,82.9,25
1719554433978,83.0,100
1719554434059,83.05,25
1719554434796,83.25,50
1719554435556,83.4,25
1719554435689,83.15,25
1719554436948,83.6,25
1719554437200,83.6,25
1719554437751,83.45,25
1719554439077,83.65,25
1719554439755,83.85,25
1719554440646,84.2,25
1719554440695,84.1,25
1719554441962,84.1,25
1719554442286,83.95,25
1719554442636,83.9,50
1719554443796,83.85,25
1719554443796,83.85,25
1719554444777,83.85,25
1719554445639,84.25,25
1719554446003,84.5,100
1719554446773,84.75,25
1719554447281,84.75,25
1719554447766,84.85,100
1719554448791,84.7,100
1719554449089,84.7,75
1719554449801,84.85,25
1719554450499,85.0,25
1719554452009,85.25,25
1719554452266,85.4,50
1719554452792,85.6,25
1719554453582,85.75,50
1719554454106,85.7,25
1719554454795,85.75,25
1719554455654,85.8,50
1719554455703,85.6,25
1719554456721,85.7,200
1719554457266,85.55,25
1719554457801,86.3,500
1719554458805,86.1,25
1719554459017,86.2,75
1719554459927,86.65,225
1719554460515,86.35,375
1719554460779,86.5,50
1719554461813,87.1,50
1719554462250,86.9,25
1719554462774,86.85,200
1719554464020,86.85,25
1719554464114,86.75,25
1719554464655,87.25,50
1719554465813,87.35,125
1719554466762,87.35,25
1719554467233,87.65,25
1719554467938,88.25,25
1719554468762,88.8,25
1719554469110,89.0,50
1719554469996,88.25,100
1719554470726,87.7,25
1719554470789,87.55,25
1719554471820,87.75,50
1719554472285,87.75,50
1719554472807,87.8,50
1719554473997,87.6,25
1719554474139,87.5,50
1719554474833,87.95,50
1719554475719,87.9,25
1719554475777,87.85,275
1719554476813,88.0,25
1719554477208,88.0,100
1719554477485,88.25,75
1719554478813,88.1,25
1719554479043,88.3,25
1719554479797,88.3,25
1719554480747,88.8,100
1719554481032,88.55,200
1719554481734,88.45,50
1719554482321,88.55,100
1719554482321,88.55,100
1719554483742,88.5,100
1719554484135,88.35,75
1719554484813,89.3,100
1719554485743,89.0,100
1719554485792,89.2,25
1719554487030,88.5,25
1719554487345,88.6,75
1719554487818,88.95,25
1719554488815,88.6,25
1719554489054,88.55,50
1719554489420,88.6,50
1719554490448,88.4,50
1719554490829,88.35,25
1719554491813,88.45,25
1719554492194,88.2,350
1719554492734,88.05,25
1719554493642,88.0,25
1719554494020,88.3,25
1719554494942,88.25,25
1719554495641,88.5,25
1719554495641,88.5,25
1719554496819,88.95,200
1719554497292,89.25,50
1719554497738,89.4,25
1719554498792,88.95,25
1719554499156,89.1,25
1719554499837,88.85,50
1719554500769,89.1,25
1719554500769,89.1,25
1719554501735,89.2,50
1719554502314,89.3,50
1719554502852,89.4,25
1719554503727,89.4,50
1719554504151,89.2,75
1719554504822,89.3,25
1719554505846,89.4,25
1719554507029,88.9,100
1719554507256,89.0,100
1719554507725,89.0,150
1719554508710,88.65,100
1719554509179,88.8,50
1719554509800,88.75,25
1719554510507,89.0,100
1719554510507,89.0,100
1719554511725,88.85,25
1719554512269,89.4,25
1719554512607,89.05,75
1719554514045,88.3,25
1719554514143,88.45,75
1719554514734,88.65,25
1719554515667,88.6,25
1719554516829,88.65,50
1719554517149,88.25,25
1719554517839,88.6,25
1719554518801,88.55,25
1719554519187,88.6,25
1719554519747,88.7,25
1719554520614,88.55,25
1719554520687,88.65,50
1719554520932,88.55,25
1719554521757,88.9,50
1719554522299,88.8,25
1719554522683,88.85,25
1719554523697,88.4,25
1719554523962,88.6,450
1719554524409,88.55,50
1719554525826,88.4,1050
1719554526864,88.6,25
1719554527366,88.45,25
1719554527782,88.4,25
1719554528981,88.35,25
1719554529156,88.3,50
1719554529809,88.35,25
1719554530814,88.8,25
1719554531806,89.0,25
1719554532230,89.15,75
1719554532743,88.9,25
1719554533751,89.25,100
1719554534056,89.25,25
1719554534595,89.15,25
1719554535793,89.1,25
1719554536749,89.1,100
1719554537194,89.05,125
1719554537758,89.15,50
1719554538574,89.1,25
1719554539189,89.5,50
1719554539782,90.1,50
1719554540863,90.4,25
1719554541849,90.05,25
1719554542373,90.3,175
1719554542803,90.2,25
1719554543742,89.9,25
1719554544216,89.9,25
1719554544658,89.95,575
1719554545831,88.95,25
