time,price,volume
1719461503500,86.85,100
1719461503893,86.8,200
1719461503893,86.8,200
1719461504831,86.7,25
1719461504831,86.7,25
1719461504831,86.7,25
1719461508160,86.65,25
1719461508294,86.45,50
1719461508294,86.45,50
1719461509276,86.65,100
1719461509276,86.65,100
1719461509276,86.65,100
1719461512607,86.7,25
1719461512607,86.7,25
1719461514563,86.55,25
1719461514563,86.55,25
1719461514563,86.55,25
1719461514563,86.55,25
1719461514563,86.55,25
1719461514563,86.55,25
1719461522008,86.7,25
1719461522450,87.0,100
1719461523380,86.05,100
1719461523850,86.15,75
1719461524420,86.7,75
1719461525102,86.15,100
1719461525102,86.15,100
1719461526049,86.4,25
1719461526049,86.4,25
1719461526049,86.4,25
1719461526049,86.4,25
1719461532219,87.3,50
1719461532219,87.3,50
1719461532432,87.3,25
1719461533116,87.1,50
1719461533116,87.1,50
1719461534839,87.0,25
1719461535513,87.3,50
1719461535513,87.3,50
1719461536174,86.8,325
1719461537320,87.25,100
1719461537320,87.25,100
1719461537320,87.25,100
1719461537320,87.25,100
1719461537320,87.25,100
1719461543605,87.95,500
1719461544112,88.15,25
1719461544112,88.15,25
1719461545664,88.6,25
1719461546203,88.85,25
1719461547243,88.15,25
1719461547243,88.15,25
1719461548780,87.45,50
1719461548780,87.45,50
1719461548780,87.45,50
1719461548780,87.45,50
1719461552149,87.65,50
1719461552149,87.65,50
1719461553461,87.6,25
1719461553461,87.6,25
1719461555253,87.7,25
1719461555253,87.7,25
1719461555253,87.7,25
1719461557504,87.45,50
1719461557504,87.45,50
1719461559520,87.75,25
1719461559520,87.75,25
1719461562180,88.15,25
1719461562180,88.15,25
1719461562816,87.85,50
1719461563548,88.4,25
1719461563548,88.4,25
1719461564843,89.25,25
1719461565403,89.1,25
1719461565403,89.1,25
1719461565403,89.1,25
1719461568969,88.55,25
1719461568969,88.55,25
1719461570529,88.95,125
1719461570529,88.95,125
1719461573902,88.6,25
1719461573902,88.6,25
1719461575416,88.95,25
1719461575416,88.95,25
1719461575416,88.95,25
1719461575416,88.95,25
1719461575416,88.95,25
1719461575416,88.95,25
1719461581405,88.5,25
1719461582450,88.15,25
1719461582450,88.15,25
1719461582450,88.15,25
1719461582450,88.15,25
1719461588277,89.3,200
1719461588277,89.3,200
1719461588277,89.3,200
1719461591754,89.25,100
1719461592552,89.7,25
1719461593824,89.3,25
1719461593824,89.3,25
1719461594968,88.75,200
1719461594968,88.75,200
1719461594968,88.75,200
1719461599033,89.05,25
1719461599033,89.05,25
1719461599033,89.05,25
1719461599033,89.05,25
1719461599033,89.05,25
1719461599033,89.05,25
1719461599033,89.05,25
1719461599033,89.05,25
1719461609928,88.8,25
1719461609928,88.8,25
1719461609928,88.8,25
1719461609928,88.8,25
1719461613526,88.8,25
1719461613526,88.8,25
1719461613526,88.8,25
1719461616699,89.0,25
1719461616699,89.0,25
1719461616699,89.0,25
1719461616699,89.0,25
1719461616699,89.0,25
1719461616699,89.0,25
1719461624463,88.0,25
1719461624564,87.45,50
1719461624860,87.9,50
1719461624860,87.9,50
1719461624860,87.9,50
1719461624860,87.9,50
1719461624860,87.9,50
1719461631880,88.0,25
1719461632683,87.6,50
1719461633358,87.75,50
1719461633358,87.75,50
1719461633358,87.75,50
1719461633358,87.75,50
1719461638455,88.15,50
1719461638455,88.15,50
1719461638455,88.15,50
1719461638455,88.15,50
1719461641428,88.25,200
1719461641428,88.25,200
1719461641428,88.25,200
1719461641428,88.25,200
1719461641428,88.25,200
1719461648657,88.4,25
1719461648657,88.4,25
1719461648657,88.4,25
1719461648657,88.4,25
1719461653134,87.6,50
1719461653134,87.6,50
1719461653134,87.6,50
1719461653134,87.6,50
1719461658717,88.55,50
1719461659117,88.65,25
1719461659117,88.65,25
1719461659117,88.65,25
1719461659117,88.65,25
1719461663635,89.85,25
1719461663872,89.15,75
1719461664715,89.2,125
1719461664715,89.2,125
1719461664715,89.2,125
1719461668051,88.1,150
1719461668051,88.1,150
1719461669663,88.3,25
1719461669663,88.3,25
1719461669663,88.3,25
1719461671485,88.25,250
1719461672553,88.45,25
1719461672553,88.45,25
1719461672553,88.45,25
1719461672553,88.45,25
1719461677207,88.0,475
1719461677207,88.0,475
1719461678517,88.6,25
1719461678517,88.6,25
1719461678517,88.6,25
1719461682209,88.2,25
1719461682209,88.2,25
1719461683921,87.55,50
1719461683921,87.55,50
1719461683921,87.55,50
1719461683921,87.55,50
1719461689232,88.05,25
1719461689525,87.85,75
1719461689525,87.85,75
1719461689525,87.85,75
1719461689525,87.85,75
1719461693676,87.85,25
1719461693676,87.85,25
1719461693676,87.85,25
1719461693676,87.85,25
1719461693676,87.85,25
1719461693676,87.85,25
1719461693676,87.85,25
1719461701236,87.3,25
1719461702417,86.45,75
1719461702585,86.75,150
1719461702969,86.95,500
1719461702969,86.95,500
1719461704088,86.8,250
1719461704088,86.8,250
1719461707789,88.85,75
1719461707789,88.85,75
1719461711174,87.15,50
1719461711174,87.15,50
1719461711174,87.15,50
1719461715734,88.35,25
1719461715734,88.35,25
1719461715734,88.35,25
1719461715734,88.35,25
1719461720368,86.75,175
1719461720368,86.75,175
1719461720368,86.75,175
1719461749461,84.55,25
1719461749461,84.55,25
1719461749461,84.55,25
1719461753448,84.3,100
1719461753619,84.3,25
1719461753619,84.3,25
1719461753619,84.3,25
1719461756910,84.35,25
1719461757412,84.4,50
1719461757412,84.4,50
1719461758467,84.95,50
1719461758467,84.95,50
1719461758467,84.95,50
1719461760500,84.7,50
1719461760500,84.7,50
1719461762614,84.15,25
