time,price,volume
1719461503115,56.7,25
1719461503734,56.4,25
1719461504447,56.7,50
1719461505229,56.85,50
1719461505664,56.95,25
1719461506420,56.7,25
1719461507456,56.6,100
1719461508470,56.95,25
1719461509060,56.75,100
1719461509485,56.45,25
1719461510644,56.6,50
1719461511100,56.45,50
1719461511100,56.45,50
1719461512975,56.5,25
1719461513868,56.6,25
1719461513868,56.6,25
1719461514208,56.8,50
1719461515368,56.7,50
1719461515835,57.0,300
1719461516419,57.1,25
1719461516419,57.1,25
1719461517648,56.6,25
1719461518292,56.35,50
1719461518292,56.35,50
1719461519366,56.3,50
1719461520776,56.55,25
1719461520776,56.55,25
1719461521061,56.35,600
1719461522445,56.3,50
1719461523633,55.2,25
1719461524144,54.5,150
1719461524574,54.95,125
1719461525618,55.1,25
1719461525919,55.0,25
1719461526756,54.65,25
1719461527360,54.25,25
1719461527360,54.25,25
1719461528617,54.3,25
1719461529129,54.5,25
1719461529218,54.4,25
1719461530404,54.7,25
1719461531839,54.65,25
1719461532474,54.85,25
1719461532474,54.85,25
1719461532922,54.9,150
1719461533746,54.65,275
1719461534430,54.9,25
1719461535040,54.95,25
1719461535040,54.95,25
1719461536737,54.7,25
1719461536930,54.6,175
1719461537753,54.75,175
1719461538885,54.9,300
1719461539161,54.8,25
1719461540578,54.4,200
1719461540578,54.4,200
1719461541375,54.4,25
1719461541375,54.4,25
1719461543049,54.4,50
1719461543323,54.0,25
1719461544133,53.85,375
1719461544481,54.0,25
1719461544962,54.0,25
1719461544962,54.0,25
1719461546942,53.95,25
1719461547553,54.15,25
1719461548777,54.45,125
1719461549055,54.25,50
1719461549055,54.25,50
1719461549055,54.25,50
1719461550960,54.4,25
1719461550960,54.4,25
1719461553640,54.2,25
1719461553640,54.2,25
1719461554621,54.2,550
1719461554621,54.2,550
1719461556184,54.45,25
1719461557324,54.55,250
1719461557472,54.65,25
1719461557472,54.65,25
1719461558637,54.6,25
1719461559161,54.5,100
1719461559161,54.5,100
1719461560179,54.65,25
1719461560179,54.65,25
1719461561091,54.55,25
1719461562334,54.15,25
1719461562334,54.15,25
1719461563269,53.95,25
1719461563269,53.95,25
1719461564367,54.1,25
1719461565540,53.65,25
1719461565540,53.65,25
1719461565540,53.65,25
1719461568409,53.8,175
1719461568409,53.8,175
1719461568409,53.8,175
1719461571420,54.35,925
1719461571607,54.45,25
1719461572334,54.65,500
1719461572881,54.3,50
1719461574053,54.4,75
1719461574053,54.4,75
1719461574053,54.4,75
1719461575981,54.95,50
1719461575981,54.95,50
1719461578340,55.0,25
1719461578340,55.0,25
1719461578340,55.0,25
1719461578340,55.0,25
1719461581950,54.95,25
1719461581950,54.95,25
1719461582647,55.0,50
1719461583619,55.2,25
1719461583619,55.2,25
1719461584651,55.0,25
1719461585496,55.0,250
1719461585496,55.0,250
1719461586775,54.7,100
1719461586775,54.7,100
1719461588214,54.15,250
1719461588214,54.15,250
1719461591003,54.25,25
1719461591003,54.25,25
1719461591425,54.1,100
1719461591425,54.1,100
1719461593401,54.25,25
1719461593521,54.3,50
1719461593521,54.3,50
1719461594623,54.45,25
1719461596051,54.9,900
1719461596978,55.0,25
1719461597479,55.0,150
1719461597879,55.2,25
1719461598947,55.35,25
1719461598947,55.35,25
1719461598947,55.35,25
1719461601589,55.35,75
1719461601831,55.25,325
1719461603403,54.9,400
1719461604167,54.75,50
1719461604167,54.75,50
1719461604880,54.75,200
1719461604880,54.75,200
1719461606189,55.3,25
1719461607519,55.0,175
1719461608687,54.65,25
1719461608687,54.65,25
1719461608687,54.65,25
1719461608687,54.65,25
1719461608687,54.65,25
1719461614243,55.15,275
1719461614243,55.15,275
1719461614981,54.9,25
1719461615216,54.7,200
1719461615216,54.7,200
1719461616473,54.7,75
1719461617268,54.9,25
1719461618165,54.45,50
1719461618165,54.45,50
1719461620838,55.0,25
1719461620838,55.0,25
1719461621390,55.25,500
1719461622259,55.0,100
1719461622259,55.0,100
1719461623264,55.0,25
1719461624223,55.15,575
1719461624583,55.6,175
