,Close,datetime,exchange_code,expiry_date,High,Low,Open,open_interest,product_type,right,stock_code,strike_price,Volume
0,296.2,2024-06-25 09:15:01,NFO,04-JUL-2024,296.2,296.2,296.2,0,Options,Put,NIFTY,23800.0,0
1,294.95,2024-06-25 09:15:04,NFO,04-JUL-2024,294.95,294.95,294.95,0,Options,Put,NIFTY,23800.0,275
2,285.05,2024-06-25 09:15:09,NFO,04-JUL-2024,285.05,285.05,285.05,83800,Options,Put,NIFTY,23800.0,0
3,285.05,2024-06-25 09:15:10,NFO,04-JUL-2024,285.05,285.05,285.05,83800,Options,Put,NIFTY,23800.0,225
4,283.1,2024-06-25 09:15:12,NFO,04-JUL-2024,287.2,283.1,287.2,83800,Options,Put,NIFTY,23800.0,0
5,286.25,2024-06-25 09:15:14,NFO,04-JUL-2024,286.25,286.25,286.25,83800,Options,Put,NIFTY,23800.0,0
6,286.0,2024-06-25 09:15:17,NFO,04-JUL-2024,286.0,286.0,286.0,83800,Options,Put,NIFTY,23800.0,1000
7,286.75,2024-06-25 09:15:19,NFO,04-JUL-2024,286.75,286.75,286.75,83800,Options,Put,NIFTY,23800.0,100
8,286.75,2024-06-25 09:15:20,NFO,04-JUL-2024,286.75,286.75,286.75,83800,Options,Put,NIFTY,23800.0,0
9,286.75,2024-06-25 09:15:22,NFO,04-JUL-2024,286.75,286.75,286.75,83800,Options,Put,NIFTY,23800.0,175
10,286.75,2024-06-25 09:15:24,NFO,04-JUL-2024,286.75,286.75,286.75,83800,Options,Put,NIFTY,23800.0,0
11,287.5,2024-06-25 09:15:28,NFO,04-JUL-2024,287.5,287.5,287.5,84250,Options,Put,NIFTY,23800.0,0
12,287.5,2024-06-25 09:15:29,NFO,04-JUL-2024,287.5,287.5,287.5,84250,Options,Put,NIFTY,23800.0,75
13,285.45,2024-06-25 09:15:30,NFO,04-JUL-2024,285.45,285.45,285.45,84250,Options,Put,NIFTY,23800.0,500
14,282.95,2024-06-25 09:15:31,NFO,04-JUL-2024,282.95,282.95,282.95,84250,Options,Put,NIFTY,23800.0,0
15,285.15,2024-06-25 09:15:32,NFO,04-JUL-2024,285.15,283.05,283.05,84250,Options,Put,NIFTY,23800.0,125
16,285.45,2024-06-25 09:15:33,NFO,04-JUL-2024,285.6,285.45,285.6,84250,Options,Put,NIFTY,23800.0,175
17,285.45,2024-06-25 09:15:34,NFO,04-JUL-2024,285.45,285.45,285.45,84250,Options,Put,NIFTY,23800.0,0
18,285.0,2024-06-25 09:15:36,NFO,04-JUL-2024,285.1,285.0,285.1,84250,Options,Put,NIFTY,23800.0,0
19,284.9,2024-06-25 09:15:37,NFO,04-JUL-2024,284.9,284.9,284.9,84250,Options,Put,NIFTY,23800.0,225
20,284.9,2024-06-25 09:15:40,NFO,04-JUL-2024,284.9,284.9,284.9,84250,Options,Put,NIFTY,23800.0,0
21,284.0,2024-06-25 09:15:42,NFO,04-JUL-2024,284.0,284.0,284.0,84250,Options,Put,NIFTY,23800.0,0
22,284.55,2024-06-25 09:15:44,NFO,04-JUL-2024,284.55,284.55,284.55,84250,Options,Put,NIFTY,23800.0,350
23,284.55,2024-06-25 09:15:45,NFO,04-JUL-2024,284.55,284.55,284.55,84250,Options,Put,NIFTY,23800.0,150
24,285.0,2024-06-25 09:15:47,NFO,04-JUL-2024,285.0,285.0,285.0,84250,Options,Put,NIFTY,23800.0,325
25,285.0,2024-06-25 09:15:48,NFO,04-JUL-2024,285.0,285.0,285.0,84250,Options,Put,NIFTY,23800.0,0
26,285.0,2024-06-25 09:15:50,NFO,04-JUL-2024,285.0,285.0,285.0,84250,Options,Put,NIFTY,23800.0,0
27,286.05,2024-06-25 09:15:52,NFO,04-JUL-2024,286.05,285.0,285.0,84250,Options,Put,NIFTY,23800.0,0
28,286.05,2024-06-25 09:15:53,NFO,04-JUL-2024,286.05,286.05,286.05,84250,Options,Put,NIFTY,23800.0,125
29,286.05,2024-06-25 09:15:55,NFO,04-JUL-2024,286.05,286.05,286.05,84250,Options,Put,NIFTY,23800.0,0
30,286.5,2024-06-25 09:15:56,NFO,04-JUL-2024,286.5,286.5,286.5,84250,Options,Put,NIFTY,23800.0,25
31,286.5,2024-06-25 09:15:59,NFO,04-JUL-2024,286.5,286.5,286.5,84250,Options,Put,NIFTY,23800.0,0
32,286.35,2024-06-25 09:16:00,NFO,04-JUL-2024,286.35,286.35,286.35,84250,Options,Put,NIFTY,23800.0,0
33,285.0,2024-06-25 09:16:01,NFO,04-JUL-2024,285.0,285.0,285.0,84250,Options,Put,NIFTY,23800.0,100
34,286.5,2024-06-25 09:16:03,NFO,04-JUL-2024,286.5,286.5,286.5,84250,Options,Put,NIFTY,23800.0,0
35,286.5,2024-06-25 09:16:04,NFO,04-JUL-2024,286.5,286.5,286.5,84250,Options,Put,NIFTY,23800.0,100
36,283.55,2024-06-25 09:16:06,NFO,04-JUL-2024,283.55,283.55,283.55,84250,Options,Put,NIFTY,23800.0,25
37,283.55,2024-06-25 09:16:07,NFO,04-JUL-2024,283.55,283.55,283.55,84250,Options,Put,NIFTY,23800.0,0
38,283.95,2024-06-25 09:16:08,NFO,04-JUL-2024,283.95,283.55,283.55,84250,Options,Put,NIFTY,23800.0,100
39,282.6,2024-06-25 09:16:09,NFO,04-JUL-2024,282.6,282.6,282.6,84250,Options,Put,NIFTY,23800.0,150
40,282.6,2024-06-25 09:16:11,NFO,04-JUL-2024,282.6,282.6,282.6,84250,Options,Put,NIFTY,23800.0,0
41,282.6,2024-06-25 09:16:12,NFO,04-JUL-2024,282.6,282.6,282.6,84250,Options,Put,NIFTY,23800.0,0
42,282.6,2024-06-25 09:16:14,NFO,04-JUL-2024,282.6,282.6,282.6,84250,Options,Put,NIFTY,23800.0,0
43,282.6,2024-06-25 09:16:17,NFO,04-JUL-2024,282.6,282.6,282.6,84250,Options,Put,NIFTY,23800.0,0
44,289.05,2024-06-25 09:16:22,NFO,04-JUL-2024,289.05,289.05,289.05,84250,Options,Put,NIFTY,23800.0,275
45,288.4,2024-06-25 09:16:23,NFO,04-JUL-2024,288.4,288.4,288.4,84250,Options,Put,NIFTY,23800.0,0
46,288.4,2024-06-25 09:16:24,NFO,04-JUL-2024,288.4,288.4,288.4,84250,Options,Put,NIFTY,23800.0,0
47,288.15,2024-06-25 09:16:26,NFO,04-JUL-2024,288.15,288.15,288.15,84250,Options,Put,NIFTY,23800.0,0
48,287.45,2024-06-25 09:16:27,NFO,04-JUL-2024,288.15,287.45,288.15,84250,Options,Put,NIFTY,23800.0,700
49,288.15,2024-06-25 09:16:28,NFO,04-JUL-2024,288.15,288.15,288.15,84250,Options,Put,NIFTY,23800.0,0
50,288.15,2024-06-25 09:16:29,NFO,04-JUL-2024,288.15,288.15,288.15,84250,Options,Put,NIFTY,23800.0,175
51,288.3,2024-06-25 09:16:30,NFO,04-JUL-2024,288.3,288.3,288.3,84250,Options,Put,NIFTY,23800.0,0
52,287.4,2024-06-25 09:16:37,NFO,04-JUL-2024,287.4,286.95,286.95,84250,Options,Put,NIFTY,23800.0,0
53,286.8,2024-06-25 09:16:38,NFO,04-JUL-2024,286.8,286.8,286.8,84250,Options,Put,NIFTY,23800.0,1300
54,287.4,2024-06-25 09:16:40,NFO,04-JUL-2024,287.4,287.4,287.4,84250,Options,Put,NIFTY,23800.0,150
55,287.4,2024-06-25 09:16:41,NFO,04-JUL-2024,287.4,287.4,287.4,84250,Options,Put,NIFTY,23800.0,200
56,287.4,2024-06-25 09:16:43,NFO,04-JUL-2024,287.4,287.4,287.4,84250,Options,Put,NIFTY,23800.0,0
57,286.45,2024-06-25 09:16:44,NFO,04-JUL-2024,286.45,286.45,286.45,84250,Options,Put,NIFTY,23800.0,0
58,286.3,2024-06-25 09:16:46,NFO,04-JUL-2024,286.3,286.3,286.3,84250,Options,Put,NIFTY,23800.0,50
59,287.0,2024-06-25 09:16:48,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,0
60,287.0,2024-06-25 09:16:51,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,25
61,287.0,2024-06-25 09:16:54,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,0
62,287.0,2024-06-25 09:16:56,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,0
63,287.0,2024-06-25 09:16:57,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,0
64,287.0,2024-06-25 09:16:59,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,0
65,287.0,2024-06-25 09:17:00,NFO,04-JUL-2024,287.0,287.0,287.0,84250,Options,Put,NIFTY,23800.0,0
66,285.0,2024-06-25 09:17:02,NFO,04-JUL-2024,285.0,285.0,285.0,84250,Options,Put,NIFTY,23800.0,0
67,285.8,2024-06-25 09:17:05,NFO,04-JUL-2024,285.8,285.8,285.8,84250,Options,Put,NIFTY,23800.0,50
68,285.8,2024-06-25 09:17:08,NFO,04-JUL-2024,285.8,285.8,285.8,84250,Options,Put,NIFTY,23800.0,0
