Close,datetime,exchange_code,High,Low,Open,stock_code,Volume
2469.0,2024-05-07 09:07:53,NSE,2469.0,2469.0,2469.0,NESIND,0
2469.9,2024-05-07 09:15:02,NSE,2469.9,2469.9,2469.9,NESIND,523
2460.0,2024-05-07 09:15:13,NSE,2460.0,2460.0,2460.0,NESIND,1297
2461.75,2024-05-07 09:15:24,NSE,2461.75,2461.75,2461.75,NESIND,619
2466.2,2024-05-07 09:15:33,NSE,2466.2,2466.2,2466.2,NESIND,1217
2467.2,2024-05-07 09:15:43,NSE,2467.2,2467.2,2467.2,NESIND,471
2472.3,2024-05-07 09:15:52,NSE,2472.3,2472.3,2472.3,NESIND,1623
2474.3,2024-05-07 09:16:01,NSE,2474.3,2474.3,2474.3,NESIND,33
2474.3,2024-05-07 09:16:10,NSE,2474.3,2474.3,2474.3,NESIND,351
2474.95,2024-05-07 09:16:19,NSE,2474.95,2474.95,2474.95,NESIND,1222
2478.0,2024-05-07 09:16:28,NSE,2478.0,2478.0,2478.0,NESIND,790
2474.9,2024-05-07 09:16:37,NSE,2474.9,2474.9,2474.9,NESIND,874
2477.0,2024-05-07 09:16:46,NSE,2477.0,2477.0,2477.0,NESIND,1134
2476.75,2024-05-07 09:16:54,NSE,2476.75,2476.75,2476.75,NESIND,391
2476.65,2024-05-07 09:17:04,NSE,2476.65,2476.65,2476.65,NESIND,486
2474.9,2024-05-07 09:17:13,NSE,2474.9,2474.9,2474.9,NESIND,918
2477.1,2024-05-07 09:17:21,NSE,2477.1,2477.1,2477.1,NESIND,1594
2480.6,2024-05-07 09:17:30,NSE,2480.6,2480.6,2480.6,NESIND,1075
2479.1,2024-05-07 09:17:39,NSE,2479.1,2479.1,2479.1,NESIND,591
2478.7,2024-05-07 09:17:47,NSE,2478.7,2478.7,2478.7,NESIND,1639
2477.05,2024-05-07 09:17:56,NSE,2477.05,2477.05,2477.05,NESIND,51
2475.15,2024-05-07 09:18:05,NSE,2475.15,2475.15,2475.15,NESIND,156
2475.8,2024-05-07 09:18:13,NSE,2475.8,2475.8,2475.8,NESIND,23
2475.0,2024-05-07 09:18:18,NSE,2475.0,2475.0,2475.0,NESIND,19
2475.05,2024-05-07 09:18:19,NSE,2475.05,2475.05,2475.05,NESIND,3
2475.0,2024-05-07 09:18:20,NSE,2475.0,2475.0,2475.0,NESIND,17
2475.0,2024-05-07 09:18:21,NSE,2475.0,2475.0,2475.0,NESIND,0
2475.1,2024-05-07 09:18:22,NSE,2475.1,2475.1,2475.1,NESIND,20
2475.1,2024-05-07 09:18:23,NSE,2475.1,2475.1,2475.1,NESIND,0
2475.1,2024-05-07 09:18:24,NSE,2475.1,2475.1,2475.1,NESIND,0
2475.1,2024-05-07 09:18:25,NSE,2475.1,2475.1,2475.1,NESIND,9
2475.1,2024-05-07 09:18:26,NSE,2475.1,2475.1,2475.1,NESIND,1
2475.8,2024-05-07 09:18:27,NSE,2475.8,2475.8,2475.8,NESIND,371
2475.8,2024-05-07 09:18:28,NSE,2475.8,2475.8,2475.8,NESIND,126
