Close,datetime,exchange_code,High,Low,Open,stock_code,Volume
2482.15,2024-01-29 09:05:00,NSE,2482.15,2482.15,2482.15,NESIND,0
2482.0,2024-01-29 09:15:00,NSE,2488.9,2476.6,2482.15,NESIND,39718
2497.0,2024-01-29 09:20:00,NSE,2497.55,2481.9,2482.0,NESIND,22338
2500.75,2024-01-29 09:25:00,NSE,2505.0,2496.5,2496.95,NESIND,16544
2499.25,2024-01-29 09:30:00,NSE,2502.2,2499.25,2500.25,NESIND,8660
2491.4,2024-01-29 09:35:00,NSE,2499.0,2487.1,2499.0,NESIND,10785
2486.85,2024-01-29 09:40:00,NSE,2493.9,2486.85,2491.4,NESIND,5088
2488.05,2024-01-29 09:45:00,NSE,2488.7,2483.6,2486.3,NESIND,13834
2486.2,2024-01-29 09:50:00,NSE,2489.85,2485.6,2488.2,NESIND,6422
2492.3,2024-01-29 09:55:00,NSE,2493.95,2486.9,2487.5,NESIND,4582
2496.05,2024-01-29 10:00:00,NSE,2496.2,2491.15,2491.5,NESIND,4934
2493.4,2024-01-29 10:05:00,NSE,2497.8,2491.9,2496.0,NESIND,2852
2492.3,2024-01-29 10:10:00,NSE,2493.65,2490.3,2493.4,NESIND,4305
2489.95,2024-01-29 10:15:00,NSE,2493.8,2488.85,2492.05,NESIND,3567
2493.6,2024-01-29 10:20:00,NSE,2495.55,2488.25,2489.0,NESIND,3805
2489.95,2024-01-29 10:25:00,NSE,2493.65,2488.8,2493.65,NESIND,2873
2485.55,2024-01-29 10:30:00,NSE,2490.55,2485.25,2490.55,NESIND,4042
2493.8,2024-01-29 10:35:00,NSE,2493.8,2485.3,2485.55,NESIND,4534
2490.3,2024-01-29 10:40:00,NSE,2495.25,2489.3,2495.0,NESIND,13173
2495.65,2024-01-29 10:45:00,NSE,2497.0,2489.5,2492.3,NESIND,5970
2496.75,2024-01-29 10:50:00,NSE,2497.45,2493.3,2495.0,NESIND,4849
2496.9,2024-01-29 10:55:00,NSE,2498.75,2495.3,2496.75,NESIND,4167
2490.05,2024-01-29 11:00:00,NSE,2496.9,2489.0,2496.9,NESIND,4148
2492.55,2024-01-29 11:05:00,NSE,2494.45,2488.8,2489.0,NESIND,5376
2495.25,2024-01-29 11:10:00,NSE,2495.25,2491.25,2492.55,NESIND,5218
2488.95,2024-01-29 11:15:00,NSE,2495.35,2488.45,2495.25,NESIND,6739
2488.0,2024-01-29 11:20:00,NSE,2489.95,2486.9,2488.95,NESIND,2570
2490.2,2024-01-29 11:25:00,NSE,2490.7,2487.7,2488.0,NESIND,3782
2486.5,2024-01-29 11:30:00,NSE,2492.55,2486.0,2490.2,NESIND,4311
2492.05,2024-01-29 11:35:00,NSE,2493.8,2486.15,2486.5,NESIND,6349
2491.95,2024-01-29 11:40:00,NSE,2494.0,2491.3,2491.3,NESIND,3971
2492.25,2024-01-29 11:45:00,NSE,2493.45,2489.05,2491.5,NESIND,4898
2488.25,2024-01-29 11:50:00,NSE,2492.3,2488.0,2492.25,NESIND,9594
2488.7,2024-01-29 11:55:00,NSE,2490.75,2487.05,2488.3,NESIND,4833
2487.15,2024-01-29 12:00:00,NSE,2490.6,2487.05,2489.05,NESIND,5663
2488.4,2024-01-29 12:05:00,NSE,2491.4,2487.0,2487.7,NESIND,5742
2488.4,2024-01-29 12:10:00,NSE,2490.85,2487.6,2488.4,NESIND,5976
2487.9,2024-01-29 12:15:00,NSE,2489.85,2487.35,2488.4,NESIND,4345
2489.8,2024-01-29 12:20:00,NSE,2489.95,2487.55,2488.65,NESIND,6787
2488.1,2024-01-29 12:25:00,NSE,2493.05,2488.1,2489.8,NESIND,9923
2491.0,2024-01-29 12:30:00,NSE,2492.45,2488.0,2488.15,NESIND,7532
2490.65,2024-01-29 12:35:00,NSE,2491.65,2488.85,2490.6,NESIND,4664
2491.2,2024-01-29 12:40:00,NSE,2492.0,2489.05,2489.8,NESIND,6387
2491.0,2024-01-29 12:45:00,NSE,2492.95,2490.65,2491.1,NESIND,6835
2490.35,2024-01-29 12:50:00,NSE,2493.5,2490.25,2490.75,NESIND,10671
2491.95,2024-01-29 12:55:00,NSE,2492.65,2490.0,2490.3,NESIND,4698
2491.45,2024-01-29 13:00:00,NSE,2492.5,2490.65,2491.95,NESIND,11933
2492.05,2024-01-29 13:05:00,NSE,2492.85,2491.05,2491.45,NESIND,9202
2491.7,2024-01-29 13:10:00,NSE,2492.9,2490.15,2492.15,NESIND,6321
2491.95,2024-01-29 13:15:00,NSE,2492.05,2491.4,2491.7,NESIND,4667
2491.75,2024-01-29 13:20:00,NSE,2492.05,2490.7,2492.0,NESIND,5914
2492.8,2024-01-29 13:25:00,NSE,2492.95,2491.5,2491.65,NESIND,5169
2498.4,2024-01-29 13:30:00,NSE,2499.95,2492.85,2492.85,NESIND,15880
