time,ltp,volume
2024-06-21 14:27:31.419,138.7,50
2024-06-21 14:27:32.223,140.65,100
2024-06-21 14:27:32.254,140.45,50
2024-06-21 14:27:33.326,141.45,25
2024-06-21 14:27:33.326,141.45,25
2024-06-21 14:27:34.419,142.4,25
2024-06-21 14:27:34.642,143.25,75
2024-06-21 14:27:35.428,143.0,50
2024-06-21 14:27:35.626,144.0,150
2024-06-21 14:27:36.636,143.2,25
2024-06-21 14:27:36.806,143.8,125
2024-06-21 14:27:37.256,144.0,25
2024-06-21 14:27:37.799,144.0,25
2024-06-21 14:27:38.349,144.0,50
2024-06-21 14:27:39.044,146.0,25
2024-06-21 14:27:39.383,145.95,75
2024-06-21 14:27:40.050,146.9,75
2024-06-21 14:27:40.438,146.45,25
2024-06-21 14:27:41.217,146.75,25
2024-06-21 14:27:41.625,146.25,50
2024-06-21 14:27:42.036,145.95,250
2024-06-21 14:27:42.259,145.45,50
2024-06-21 14:27:43.085,145.55,25
2024-06-21 14:27:43.321,145.2,50
2024-06-21 14:27:44.221,145.4,150
2024-06-21 14:27:44.428,144.65,25
2024-06-21 14:27:44.613,144.7,25
2024-06-21 14:27:45.428,144.5,25
2024-06-21 14:27:45.645,143.95,25
2024-06-21 14:27:46.426,142.75,50
2024-06-21 14:27:46.641,143.05,150
2024-06-21 14:27:47.245,144.3,25
2024-06-21 14:27:47.245,144.3,25
2024-06-21 14:27:48.151,144.45,25
2024-06-21 14:27:49.417,145.25,50
2024-06-21 14:27:49.639,144.8,50
2024-06-21 14:27:50.424,145.2,125
2024-06-21 14:27:51.021,144.05,125
2024-06-21 14:27:51.424,144.2,25
2024-06-21 14:27:51.638,144.65,125
2024-06-21 14:27:52.285,143.85,25
2024-06-21 14:27:52.285,143.85,25
2024-06-21 14:27:53.290,143.75,25
2024-06-21 14:27:54.259,142.8,75
2024-06-21 14:27:54.415,143.55,25
2024-06-21 14:27:55.198,143.05,25
2024-06-21 14:27:55.618,143.05,50
2024-06-21 14:27:56.232,143.65,100
2024-06-21 14:27:56.428,143.45,25
2024-06-21 14:27:56.638,143.35,25
2024-06-21 14:27:57.287,143.55,150
2024-06-21 14:27:57.582,143.8,25
2024-06-21 14:27:58.424,144.3,25
2024-06-21 14:27:58.866,143.6,25
2024-06-21 14:27:59.430,144.1,50
2024-06-21 14:28:00.021,144.25,250
2024-06-21 14:28:00.303,144.55,25
2024-06-21 14:28:00.612,145.1,25
2024-06-21 14:28:01.275,144.65,100
2024-06-21 14:28:01.358,144.7,50
2024-06-21 14:28:02.252,145.5,50
2024-06-21 14:28:02.252,145.5,50
2024-06-21 14:28:03.152,146.1,25
