time,ltp,volume
2024-06-20 12:24:57.821,86.7,75
2024-06-20 12:24:57.821,86.7,75
2024-06-20 12:24:57.821,86.7,75
2024-06-20 12:25:00.925,86.55,25
2024-06-20 12:25:01.353,86.7,25
2024-06-20 12:25:01.799,86.7,25
2024-06-20 12:25:01.912,86.5,100
2024-06-20 12:25:02.936,86.7,50
2024-06-20 12:25:02.936,86.7,50
2024-06-20 12:25:04.384,86.75,25
2024-06-20 12:25:04.875,86.8,25
2024-06-20 12:25:04.875,86.8,25
2024-06-20 12:25:06.637,86.7,25
2024-06-20 12:25:06.637,86.7,25
2024-06-20 12:25:07.594,86.9,25
2024-06-20 12:25:07.594,86.9,25
2024-06-20 12:25:10.254,86.5,25
2024-06-20 12:25:10.254,86.5,25
2024-06-20 12:25:13.635,86.5,50
2024-06-20 12:25:13.635,86.5,50
2024-06-20 12:25:14.435,86.6,100
2024-06-20 12:25:14.682,86.5,475
2024-06-20 12:25:16.356,86.7,575
2024-06-20 12:25:16.356,86.7,575
2024-06-20 12:25:17.244,86.55,200
2024-06-20 12:25:17.244,86.55,200
2024-06-20 12:25:19.405,86.6,25
2024-06-20 12:25:19.405,86.6,25
2024-06-20 12:25:19.405,86.6,25
2024-06-20 12:25:23.415,86.7,25
2024-06-20 12:25:23.415,86.7,25
2024-06-20 12:25:24.719,87.15,25
2024-06-20 12:25:25.091,87.15,25
2024-06-20 12:25:25.299,87.2,100
2024-06-20 12:25:26.266,87.0,350
2024-06-20 12:25:26.266,87.0,350
2024-06-20 12:25:27.113,86.8,50
2024-06-20 12:25:28.321,87.0,25
2024-06-20 12:25:28.321,87.0,25
2024-06-20 12:25:28.321,87.0,25
2024-06-20 12:25:28.321,87.0,25
2024-06-20 12:25:28.321,87.0,25
2024-06-20 12:25:28.321,87.0,25
2024-06-20 12:25:32.464,87.0,50
2024-06-20 12:25:33.514,86.7,25
2024-06-20 12:25:33.514,86.7,25
