time,ltp,volume
2024-06-21 14:27:31,23475.45,0
2024-06-21 14:27:31,23476.15,0
2024-06-21 14:27:32,23474.2,0
2024-06-21 14:27:32,23474.05,0
2024-06-21 14:27:33,23470.25,0
2024-06-21 14:27:33,23469.45,0
2024-06-21 14:27:34,23470.1,0
2024-06-21 14:27:34,23472.4,0
2024-06-21 14:27:35,23471.4,0
2024-06-21 14:27:35,23471.85,0
2024-06-21 14:27:36,23467.65,0
2024-06-21 14:27:36,23468.0,0
2024-06-21 14:27:37,23467.4,0
2024-06-21 14:27:37,23468.75,0
2024-06-21 14:27:38,23468.25,0
2024-06-21 14:27:38,23467.65,0
2024-06-21 14:27:39,23466.25,0
2024-06-21 14:27:39,23464.75,0
2024-06-21 14:27:40,23461.65,0
2024-06-21 14:27:40,23461.95,0
2024-06-21 14:27:41,23460.3,0
2024-06-21 14:27:41,23464.25,0
2024-06-21 14:27:42,23464.1,0
2024-06-21 14:27:42,23464.55,0
2024-06-21 14:27:43,23465.2,0
2024-06-21 14:27:43,23465.2,0
2024-06-21 14:27:44,23465.3,0
2024-06-21 14:27:44,23465.25,0
2024-06-21 14:27:45,23466.8,0
2024-06-21 14:27:45,23467.55,0
2024-06-21 14:27:46,23467.2,0
2024-06-21 14:27:46,23468.25,0
2024-06-21 14:27:47,23468.45,0
2024-06-21 14:27:47,23470.0,0
2024-06-21 14:27:48,23469.4,0
2024-06-21 14:27:48,23469.15,0
2024-06-21 14:27:49,23469.25,0
2024-06-21 14:27:49,23468.7,0
2024-06-21 14:27:50,23467.2,0
2024-06-21 14:27:50,23468.65,0
2024-06-21 14:27:51,23468.55,0
2024-06-21 14:27:51,23467.65,0
2024-06-21 14:27:52,23469.0,0
2024-06-21 14:27:52,23469.75,0
2024-06-21 14:27:53,23471.25,0
2024-06-21 14:27:53,23470.45,0
2024-06-21 14:27:54,23469.5,0
2024-06-21 14:27:54,23470.65,0
2024-06-21 14:27:55,23471.35,0
2024-06-21 14:27:55,23470.3,0
2024-06-21 14:27:56,23471.6,0
2024-06-21 14:27:56,23473.5,0
2024-06-21 14:27:57,23472.1,0
2024-06-21 14:27:57,23472.0,0
2024-06-21 14:27:58,23471.95,0
2024-06-21 14:27:58,23471.65,0
2024-06-21 14:27:59,23469.8,0
2024-06-21 14:27:59,23470.3,0
2024-06-21 14:28:00,23470.2,0
2024-06-21 14:28:00,23469.8,0
2024-06-21 14:28:01,23469.45,0
2024-06-21 14:28:01,23470.15,0
2024-06-21 14:28:02,23468.2,0
2024-06-21 14:28:02,23466.7,0
2024-06-21 14:28:03,23467.6,0
2024-06-21 14:28:03,23467.1,0
2024-06-21 14:28:04,23468.2,0
2024-06-21 14:28:04,23469.1,0
2024-06-21 14:28:05,23469.0,0
2024-06-21 14:28:05,23470.55,0
2024-06-21 14:28:06,23468.95,0
2024-06-21 14:28:06,23468.5,0
2024-06-21 14:28:07,23469.75,0
2024-06-21 14:28:07,23470.8,0
2024-06-21 14:28:08,23470.8,0
2024-06-21 14:28:08,23468.95,0
2024-06-21 14:28:09,23468.25,0
2024-06-21 14:28:09,23469.3,0
2024-06-21 14:28:10,23467.3,0
2024-06-21 14:28:10,23467.9,0
2024-06-21 14:28:11,23466.4,0
2024-06-21 14:28:11,23467.9,0
2024-06-21 14:28:12,23466.85,0
2024-06-21 14:28:12,23468.25,0
2024-06-21 14:28:13,23468.2,0
2024-06-21 14:28:13,23467.95,0
2024-06-21 14:28:14,23467.95,0
2024-06-21 14:28:14,23467.4,0
2024-06-21 14:28:15,23468.05,0
2024-06-21 14:28:15,23469.7,0
2024-06-21 14:28:16,23470.2,0
2024-06-21 14:28:16,23470.55,0
2024-06-21 14:28:17,23471.2,0
2024-06-21 14:28:17,23470.65,0
2024-06-21 14:28:18,23470.4,0
2024-06-21 14:28:18,23469.5,0
2024-06-21 14:28:19,23469.55,0
2024-06-21 14:28:19,23468.15,0
2024-06-21 14:28:20,23467.6,0
2024-06-21 14:28:20,23470.05,0
2024-06-21 14:28:21,23469.1,0
2024-06-21 14:28:21,23468.55,0
2024-06-21 14:28:22,23468.75,0
2024-06-21 14:28:22,23468.7,0
2024-06-21 14:28:23,23469.9,0
2024-06-21 14:28:23,23469.75,0
2024-06-21 14:28:24,23469.0,0
2024-06-21 14:28:24,23470.0,0
2024-06-21 14:28:25,23469.55,0
2024-06-21 14:28:25,23470.5,0
2024-06-21 14:28:26,23471.45,0
2024-06-21 14:28:26,23472.8,0
2024-06-21 14:28:27,23471.45,0
2024-06-21 14:28:27,23473.3,0
2024-06-21 14:28:28,23473.25,0
2024-06-21 14:28:28,23473.15,0
2024-06-21 14:28:29,23471.05,0
2024-06-21 14:28:29,23470.2,0
2024-06-21 14:28:30,23470.9,0
2024-06-21 14:28:30,23469.0,0
2024-06-21 14:28:31,23465.25,0
2024-06-21 14:28:31,23464.25,0
2024-06-21 14:28:32,23463.7,0
2024-06-21 14:28:32,23465.45,0
2024-06-21 14:28:33,23467.95,0
2024-06-21 14:28:33,23466.15,0
2024-06-21 14:28:34,23466.25,0
2024-06-21 14:28:34,23465.1,0
2024-06-21 14:28:35,23466.5,0
2024-06-21 14:28:35,23464.1,0
2024-06-21 14:28:36,23465.9,0
2024-06-21 14:28:36,23461.6,0
2024-06-21 14:28:37,23463.5,0
2024-06-21 14:28:37,23465.5,0
2024-06-21 14:28:38,23465.35,0
2024-06-21 14:28:38,23465.9,0
2024-06-21 14:28:39,23464.55,0
2024-06-21 14:28:39,23464.85,0
2024-06-21 14:28:40,23464.2,0
2024-06-21 14:28:40,23463.45,0
2024-06-21 14:28:41,23465.3,0
2024-06-21 14:28:41,23465.9,0
2024-06-21 14:28:42,23465.5,0
2024-06-21 14:28:42,23466.1,0
2024-06-21 14:28:43,23466.65,0
2024-06-21 14:28:43,23466.0,0
2024-06-21 14:28:44,23465.25,0
2024-06-21 14:28:44,23465.45,0
2024-06-21 14:28:45,23464.6,0
2024-06-21 14:28:45,23464.85,0
2024-06-21 14:28:46,23465.2,0
2024-06-21 14:28:46,23465.35,0
2024-06-21 14:28:47,23463.5,0
2024-06-21 14:28:47,23464.9,0
2024-06-21 14:28:48,23464.85,0
2024-06-21 14:28:48,23461.8,0
2024-06-21 14:28:49,23462.75,0
2024-06-21 14:28:49,23463.05,0
2024-06-21 14:28:50,23462.0,0
2024-06-21 14:28:50,23463.25,0
2024-06-21 14:28:51,23462.5,0
2024-06-21 14:28:51,23461.4,0
2024-06-21 14:28:52,23461.25,0
2024-06-21 14:28:52,23460.95,0
2024-06-21 14:28:53,23462.45,0
2024-06-21 14:28:53,23462.1,0
2024-06-21 14:28:54,23461.1,0
2024-06-21 14:28:54,23462.1,0
2024-06-21 14:28:55,23461.45,0
2024-06-21 14:28:55,23463.05,0
2024-06-21 14:28:56,23462.0,0
2024-06-21 14:28:56,23464.3,0
2024-06-21 14:28:57,23464.2,0
2024-06-21 14:28:57,23464.05,0
2024-06-21 14:28:58,23463.25,0
2024-06-21 14:28:58,23464.15,0
2024-06-21 14:28:59,23462.65,0
2024-06-21 14:28:59,23461.8,0
2024-06-21 14:29:00,23461.85,0
2024-06-21 14:29:00,23460.4,0
2024-06-21 14:29:01,23461.0,0
2024-06-21 14:29:01,23460.4,0
2024-06-21 14:29:02,23460.6,0
2024-06-21 14:29:02,23461.25,0
2024-06-21 14:29:03,23462.85,0
2024-06-21 14:29:03,23460.65,0
2024-06-21 14:29:04,23460.55,0
2024-06-21 14:29:04,23460.55,0
2024-06-21 14:29:05,23460.1,0
