datetime,ltp,qty
1718348186647,80.35,75
1718348187264,80.85,25
1718348187703,80.75,25
1718348188042,80.65,25
1718348189450,80.9,50
1718348189691,80.7,25
1718348189956,81.0,25
1718348190342,80.85,25
1718348190599,81.0,25
1718348191476,81.05,25
1718348192058,81.9,25
1718348192303,81.9,25
1718348193289,81.4,200
1718348193546,81.55,175
1718348194305,81.8,25
1718348194724,81.75,25
1718348195188,82.0,25
1718348195714,81.8,75
1718348196450,81.85,25
1718348196450,81.85,25
1718348197262,81.55,50
1718348197262,81.55,50
1718348198087,81.55,175
1718348198726,81.95,25
1718348198726,81.95,25
1718348200476,81.55,50
1718348200476,81.55,50
1718348201485,81.5,25
1718348202322,81.45,25
1718348202322,81.45,25
1718348203488,81.4,25
1718348203488,81.4,25
1718348204405,81.7,50
1718348205449,81.65,25
1718348205449,81.65,25
1718348206440,81.85,50
1718348206440,81.85,50
1718348207063,81.9,150
1718348208115,81.6,200
1718348209051,81.55,25
1718348209540,81.5,750
1718348210199,81.3,25
1718348210830,81.15,25
1718348211459,81.2,25
1718348212193,81.35,250
1718348212193,81.35,250
1718348213428,81.45,75
1718348213746,81.25,125
1718348214076,81.35,50
1718348214950,81.45,25
1718348215397,81.4,100
1718348215567,81.4,25
1718348216556,81.5,75
1718348217302,81.55,25
1718348217729,81.5,25
1718348218473,81.35,25
1718348218562,81.5,50
1718348219475,81.4,25
1718348219603,81.5,25
1718348219994,81.4,25
1718348220535,81.55,375
1718348221489,82.15,25
1718348221580,82.25,75
1718348222555,82.25,25
1718348222555,82.25,25
1718348223476,82.05,75
1718348223782,82.15,25
1718348224460,82.05,25
1718348224714,82.2,100
1718348225381,82.1,200
1718348225995,82.15,75
1718348226529,82.1,25
1718348227268,82.3,25
1718348227562,82.25,25
1718348228208,82.15,25
1718348228681,82.25,100
1718348229408,82.4,25
1718348229759,82.45,25
1718348230427,82.5,50
1718348230928,82.45,25
1718348231208,82.5,25
1718348231208,82.5,25
1718348232286,82.6,25
1718348233140,82.55,25
1718348233781,83.2,25
1718348234493,82.85,25
1718348234493,82.85,25
1718348235530,82.9,100
1718348236491,83.0,200
1718348236780,83.25,25
1718348237474,83.4,25
1718348237733,83.3,25
1718348238313,83.55,175
1718348238989,83.7,50
1718348239470,83.6,25
1718348239470,83.6,25
1718348240496,83.75,175
1718348240581,83.55,50
1718348241483,83.55,100
1718348242221,83.5,50
1718348242221,83.5,50
1718348243484,83.7,50
1718348243648,83.55,25
1718348244454,83.4,225
1718348244822,83.4,175
1718348245450,83.3,50
1718348245933,83.05,150
1718348246280,83.3,25
1718348246280,83.3,25
1718348247562,83.2,25
1718348248359,83.2,50
1718348248578,83.25,25
1718348249484,83.4,25
1718348249611,83.45,25
1718348250150,83.25,25
1718348250509,83.4,75
1718348251385,83.6,50
1718348251596,83.6,25
1718348252085,83.45,125
1718348252085,83.45,125
1718348253613,83.65,25
1718348254460,83.75,25
1718348254767,83.6,50
1718348255509,83.8,25
1718348256020,83.6,750
1718348256541,83.7,125
1718348256909,83.8,25
1718348257586,83.65,25
1718348258355,83.65,25
1718348258681,83.7,25
1718348259505,83.7,50
1718348259826,83.9,175
1718348260363,83.9,50
1718348260363,83.9,50
1718348261486,84.1,25
1718348261845,84.0,300
1718348261845,84.0,300
1718348261845,84.0,300
1718348263519,84.25,100
1718348263651,84.1,50
1718348264507,84.55,50
1718348264734,84.6,25
1718348265502,84.5,25
1718348265871,84.45,25
1718348266492,84.5,25
1718348266941,84.5,25
1718348267362,84.45,150
1718348267362,84.45,150
1718348268257,84.55,25
1718348268799,84.65,175
1718348269654,84.95,125
1718348270399,85.0,25
1718348270623,84.75,200
1718348271486,84.65,50
1718348271567,84.8,25
1718348272481,84.9,25
1718348272825,84.85,25
1718348273384,84.85,75
1718348273847,84.75,25
1718348274488,84.9,375
1718348274827,84.7,50
1718348275450,84.75,25
1718348276054,84.8,50
1718348276482,84.75,75
1718348276618,84.65,25
1718348277495,84.9,25
1718348277495,84.9,25
1718348278667,84.5,25
1718348279492,84.55,25
1718348279614,84.7,25
1718348280168,84.8,25
1718348280427,84.8,125
1718348280883,84.7,75
1718348281423,84.7,150
1718348281714,84.5,325
1718348282383,84.7,125
1718348283000,84.4,600
1718348283523,84.65,25
1718348283612,84.45,25
1718348284647,84.45,50
1718348285472,84.45,25
1718348285677,84.5,75
1718348286463,84.4,75
1718348286663,84.4,25
1718348287378,84.45,100
1718348288278,84.6,175
1718348288832,84.45,25
1718348289487,84.65,225
1718348290028,84.45,25
1718348290547,84.65,150
1718348290622,84.65,25
1718348291448,84.4,25
1718348291662,84.45,50
1718348292448,84.5,25
1718348292550,84.5,25
1718348293355,84.5,100
1718348293355,84.5,100
1718348294432,84.7,25
1718348294804,84.6,25
1718348294804,84.6,25
1718348295629,84.55,325
1718348296484,84.4,150
1718348296642,84.3,100
1718348297402,84.65,25
1718348297812,84.65,25
1718348298272,84.7,25
1718348299002,84.65,200
1718348299463,84.6,125
1718348299668,84.6,25
1718348300537,84.55,25
1718348300537,84.55,25
1718348301517,84.5,50
1718348301517,84.5,50
1718348301875,84.5,25
1718348301875,84.5,25
1718348303401,84.4,25
1718348303546,84.35,25
1718348304509,84.45,125
1718348304509,84.45,125
1718348305475,84.65,25
1718348305597,84.6,25
1718348306555,84.65,100
1718348306648,84.45,25
1718348307314,84.4,75
1718348307869,84.45,50
1718348308488,84.5,50
1718348308895,84.7,25
1718348309202,84.6,25
1718348309744,84.7,350
1718348310095,84.45,75
1718348310220,84.65,175
1718348310928,84.75,25
1718348311357,84.65,25
1718348311565,84.55,25
1718348312490,84.5,25
1718348312490,84.5,25
1718348312943,84.55,25
1718348313737,84.85,25
1718348314376,84.75,50
1718348314895,84.95,25
1718348315244,84.85,25
1718348315577,84.95,25
1718348316553,84.8,25
1718348317023,84.65,25
1718348317519,84.45,25
1718348317782,84.5,25
1718348318426,84.6,150
1718348318639,84.55,75
1718348319555,84.55,125
1718348319555,84.55,125
1718348320531,84.65,50
1718348320531,84.65,50
1718348321504,84.6,75
1718348321504,84.6,75
1718348322317,84.75,75
1718348322317,84.75,75
1718348323487,84.4,675
1718348323856,84.4,500
1718348324458,84.4,400
1718348324930,84.5,125
1718348325538,84.8,25
1718348325817,84.7,25
1718348326377,84.65,100
1718348327253,84.15,50
1718348327473,84.25,75
1718348327473,84.25,75
1718348328567,83.0,250
1718348328567,83.0,250
1718348329457,83.75,50
1718348329829,83.65,25
1718348330520,83.35,25
1718348330957,83.25,50
1718348331480,83.25,50
1718348331645,83.2,25
1718348332324,83.35,25
1718348333121,83.15,25
1718348333512,83.5,25
1718348333689,83.6,25
1718348334243,83.6,25
1718348334600,83.9,25
1718348335419,83.85,25
1718348335776,84.0,25
1718348336382,83.9,100
1718348336382,83.9,100
1718348337232,84.0,200
1718348337846,83.9,75
1718348338187,84.05,125
1718348338925,83.75,75
1718348339444,83.8,100
1718348339703,83.85,25
1718348340051,83.85,25
1718348340505,83.5,25
1718348340702,83.35,25
1718348341457,83.45,25
1718348341783,83.25,150
1718348342518,83.2,125
1718348342984,83.25,25
1718348343559,83.3,25
1718348343559,83.3,25
1718348344535,83.0,75
1718348345160,83.3,25
1718348345553,83.2,25
1718348345682,83.2,25
1718348346275,83.15,25
1718348346719,83.25,25
1718348347493,83.0,25
1718348347962,82.85,50
1718348348569,82.9,25
1718348348995,83.15,800
1718348349541,83.45,25
1718348349988,83.5,25
1718348350505,83.3,25
1718348350595,83.25,25
1718348351529,83.15,25
1718348351592,83.0,25
1718348352090,83.2,75
1718348352090,83.2,75
1718348353551,83.2,50
1718348353974,83.2,25
1718348354583,83.15,50
1718348354984,83.05,75
1718348355567,83.05,50
1718348355636,83.05,25
1718348356492,83.25,125
1718348356705,83.4,175
1718348357496,83.1,25
1718348357496,83.1,25
1718348358486,83.0,150
1718348358747,83.05,175
1718348359537,83.0,50
1718348359984,83.05,25
1718348360577,83.1,50
1718348360950,83.1,50
1718348361575,83.05,25
1718348361922,83.1,100
1718348362425,83.05,100
1718348362585,83.25,25
1718348363506,83.35,25
1718348363677,83.05,25
1718348364505,83.45,25
1718348364912,83.3,50
1718348365510,83.2,25
1718348366057,83.25,25
1718348366234,83.25,25
1718348366775,83.4,25
1718348367454,83.45,25
1718348367454,83.45,25
1718348368534,83.0,25
1718348368772,83.05,150
1718348369373,83.0,25
1718348370031,83.0,25
1718348370126,83.05,25
1718348370490,83.15,100
1718348370649,83.15,75
1718348371473,82.85,25
1718348371916,82.2,200
1718348372013,82.25,25
1718348372928,82.5,25
1718348373408,82.4,25
1718348374416,82.15,150
1718348374549,82.0,25
1718348374733,82.1,25
1718348375596,81.75,50
1718348375768,81.6,50
1718348376568,81.75,25
1718348376618,81.5,50
1718348377505,81.65,50
1718348377655,81.75,50
1718348378490,82.0,75
1718348378722,82.25,25
1718348379360,82.15,25
1718348380061,82.1,25
1718348380544,82.05,125
1718348380816,82.05,25
1718348381357,81.95,275
1718348381357,81.95,275
1718348381846,82.05,100
1718348382780,82.1,25
1718348383480,82.0,150
1718348383736,82.05,25
1718348384498,81.8,150
1718348384708,81.8,25
1718348385533,82.0,75
1718348386005,82.0,25
1718348386472,82.0,200
1718348386977,82.25,25
1718348387050,82.1,25
1718348387862,81.8,100
1718348388506,81.8,25
1718348388754,81.7,50
1718348389442,81.85,25
1718348389861,81.65,25
1718348390277,81.6,25
1718348390769,81.75,25
1718348391423,81.55,25
1718348391774,81.6,25
1718348392460,81.75,25
1718348393024,81.6,25
1718348393564,81.5,75
1718348393564,81.5,75
1718348394519,81.6,25
1718348394637,81.6,25
1718348395541,81.0,100
1718348395802,81.25,25
1718348396591,81.4,150
1718348396900,81.5,250
1718348397508,81.5,25
1718348397894,81.45,25
1718348398399,81.6,50
1718348398942,81.3,50
1718348399503,81.3,25
1718348399746,81.4,50
1718348400169,81.55,25
1718348400557,82.05,25
1718348400846,82.4,50
1718348401342,82.8,75
1718348402081,82.25,75
1718348402587,82.4,25
1718348402862,82.5,50
1718348403493,82.9,175
1718348403826,83.25,25
1718348404560,83.05,25
1718348405060,83.2,50
1718348405509,83.05,25
1718348405986,82.9,25
1718348406557,82.9,175
1718348407148,83.1,25
1718348407148,83.1,25
1718348407838,82.85,25
1718348408576,82.8,25
1718348409075,82.2,50
1718348409241,82.5,25
1718348409903,82.2,100
1718348410292,82.2,50
1718348411189,81.95,100
1718348411403,82.0,25
1718348411694,81.8,25
1718348412534,81.9,50
1718348412534,81.9,50
1718348413613,82.05,25
1718348413831,82.2,25
1718348414610,82.0,25
1718348415081,82.1,50
1718348415506,81.95,25
1718348416087,82.3,25
1718348416586,82.45,75
1718348417186,82.2,50
1718348417596,82.2,25
1718348417726,82.25,25
1718348418579,82.35,25
1718348418680,82.3,25
1718348419584,82.25,50
1718348419882,82.3,25
1718348420610,82.2,25
1718348421041,82.2,75
1718348421597,82.05,25
1718348422146,82.3,25
1718348422357,82.15,25
1718348422894,82.15,175
1718348423604,82.05,50
1718348423806,82.0,25
1718348424267,82.15,25
1718348424718,82.2,50
1718348425528,82.15,25
1718348426046,82.45,25
1718348426501,82.65,25
1718348427281,82.65,50
1718348427281,82.65,50
1718348427281,82.65,50
1718348428436,82.7,25
1718348428436,82.7,25
1718348429291,82.6,25
1718348429812,82.75,25
1718348430132,82.8,75
1718348430423,82.8,25
1718348430724,82.65,25
1718348431606,82.7,25
1718348431606,82.7,25
1718348432349,82.9,25
1718348432782,82.8,75
1718348433529,82.9,150
1718348434058,82.9,25
1718348434566,82.45,375
1718348435035,82.35,25
1718348435570,82.5,100
1718348435570,82.5,100
1718348436319,82.4,225
1718348436972,82.5,25
1718348437485,82.5,25
1718348437684,82.5,25
1718348438548,81.85,25
1718348438809,82.0,50
1718348439531,82.3,25
1718348439531,82.3,25
1718348440294,82.4,25
1718348440901,82.1,25
1718348441168,82.15,25
1718348441697,82.25,25
1718348442565,82.3,50
1718348443067,82.3,25
1718348443408,82.05,75
1718348443947,82.15,25
1718348444492,82.2,25
1718348444868,82.25,25
1718348445699,82.15,50
1718348445907,82.15,25
1718348446611,82.15,25
1718348446611,82.15,25
1718348447264,82.3,25
1718348447264,82.3,25
1718348448556,82.3,25
1718348448556,82.3,25
1718348449647,82.15,200
1718348449910,82.05,25
1718348450597,82.0,25
1718348450920,82.05,25
1718348451428,81.85,25
1718348451428,81.85,25
1718348452630,81.95,25
1718348452630,81.95,25
1718348453389,82.0,25
1718348454092,81.95,25
1718348454591,81.6,25
1718348455040,81.75,25
1718348455617,81.8,50
1718348455617,81.8,50
1718348456543,81.55,75
1718348456678,81.6,25
1718348457304,81.6,25
1718348457304,81.6,25
1718348458411,81.7,100
1718348458900,81.7,25
1718348459256,81.55,75
1718348459874,81.7,50
1718348459993,81.65,25
1718348460613,81.45,25
1718348461073,81.7,25
1718348461538,81.65,50
1718348461954,81.5,25
1718348462600,81.75,50
1718348463161,81.85,25
1718348463580,81.85,25
1718348464316,82.0,75
1718348464638,82.05,25
1718348464771,82.3,1000
1718348465515,82.2,25
1718348465749,82.15,25
1718348465749,82.15,25
1718348466782,82.1,25
1718348467415,82.05,25
1718348467927,82.0,25
1718348468596,81.8,25
1718348469123,81.8,25
1718348469895,81.85,25
1718348470604,81.6,25
1718348471102,81.65,25
1718348471639,81.75,25
1718348471667,82.0,25
1718348472626,82.2,50
1718348473154,82.25,125
1718348473518,82.15,25
1718348474050,82.15,100
1718348474560,82.2,25
1718348474560,82.2,25
1718348475553,82.5,350
1718348476351,82.2,25
1718348476644,82.2,200
1718348476691,81.7,125
1718348477529,81.3,50
1718348478129,81.35,25
1718348478520,81.5,100
1718348478905,81.65,50
1718348479395,81.75,75
1718348479959,81.65,25
1718348480434,81.45,25
1718348480898,81.3,150
1718348481411,81.0,25
1718348481692,81.05,25
1718348482634,81.2,25
1718348482857,81.2,25
1718348483610,81.0,25
1718348483966,81.05,25
1718348484566,80.95,25
1718348484962,80.9,25
1718348485611,81.05,25
1718348485796,81.25,25
1718348486595,81.1,25
1718348486973,81.1,25
1718348487574,81.25,75
1718348488193,81.3,25
1718348488664,81.6,150
1718348489314,81.5,25
1718348489612,81.65,50
1718348489945,81.55,25
1718348489945,81.55,25
1718348490388,81.55,25
1718348490967,81.9,50
1718348491645,81.6,250
1718348491992,81.4,25
1718348492170,81.55,25
1718348492768,81.6,75
1718348493365,81.7,25
1718348493691,81.9,25
1718348494415,81.95,25
1718348494848,81.8,25
1718348495467,81.8,25
1718348495467,81.8,25
1718348496625,81.7,25
1718348497127,81.75,50
1718348497127,81.75,50
1718348498384,81.65,25
1718348498660,81.7,75
1718348498660,81.7,75
1718348498660,81.7,75
1718348498660,81.7,75
1718348500486,81.7,25
1718348500889,81.7,50
1718348501513,81.6,25
1718348501513,81.6,25
1718348502475,81.3,50
1718348502996,81.35,25
1718348503663,81.5,100
1718348504145,81.25,50
1718348504599,81.5,25
1718348505124,81.15,25
1718348505573,81.1,25
1718348505980,81.1,25
1718348506421,81.0,200
1718348507137,81.1,25
1718348507501,81.3,25
1718348507679,81.25,50
1718348508465,81.2,25
1718348509009,81.1,25
1718348509639,81.25,200
1718348510012,81.25,25
1718348510012,81.25,25
1718348510949,81.25,25
1718348511618,81.2,200
1718348511966,81.1,100
1718348512259,81.15,25
1718348512259,81.15,25
1718348513664,81.25,50
1718348513954,81.35,150
1718348514457,81.2,75
1718348515045,81.25,75
1718348515596,81.4,25
1718348515947,81.45,25
1718348516538,81.25,25
1718348517186,81.5,25
1718348517468,81.65,50
1718348517740,81.5,50
1718348518669,81.5,25
1718348518824,81.5,25
1718348519614,81.65,225
1718348520166,81.4,125
1718348520166,81.4,125
1718348520793,81.35,50
1718348520793,81.35,50
1718348521895,81.45,25
1718348522495,81.45,50
1718348523224,81.55,50
1718348523573,81.5,125
1718348523573,81.5,125
1718348524442,81.5,50
1718348525229,81.7,25
1718348525229,81.7,25
1718348525821,81.55,100
1718348526540,81.45,25
1718348526540,81.45,25
1718348526540,81.45,25
1718348528427,81.35,150
1718348528590,81.55,25
1718348528590,81.55,25
1718348529552,81.6,25
1718348530387,81.15,25
1718348530672,81.45,25
1718348530960,81.55,25
1718348531195,81.35,50
1718348532226,81.6,25
1718348532226,81.6,25
1718348532965,81.5,25
1718348533403,81.4,25
1718348534116,81.65,25
1718348534442,81.6,200
1718348535206,81.15,25
1718348535636,81.2,25
1718348536002,81.3,200
1718348536002,81.3,200
1718348537228,81.45,25
1718348537367,81.35,50
1718348537706,81.35,25
1718348538079,81.55,25
1718348538999,81.45,25
1718348538999,81.45,25
1718348540083,81.2,25
1718348540618,81.1,25
1718348540981,81.1,150
1718348541666,81.05,25
1718348541987,81.1,25
1718348542325,81.35,125
1718348543280,81.15,75
1718348543280,81.15,75
1718348544452,80.85,50
1718348544626,80.85,375
1718348545038,80.4,100
1718348545604,80.45,25
1718348546052,80.5,100
1718348546653,80.7,50
1718348546953,80.55,175
1718348547644,80.25,50
1718348548246,80.4,25
1718348548571,80.5,125
1718348548982,80.6,25
1718348549634,80.4,175
1718348549961,80.4,25
1718348550494,80.65,100
1718348550566,80.5,25
1718348550823,80.6,100
1718348551678,80.5,50
1718348552259,80.65,25
1718348552486,80.55,25
1718348553277,80.55,25
1718348553422,80.65,25
1718348554460,80.5,25
1718348554668,80.35,50
1718348554743,80.4,25
1718348555620,80.55,75
1718348556102,80.6,175
1718348556600,80.5,50
1718348556600,80.5,50
1718348557372,80.5,25
1718348557979,80.5,25
1718348558389,80.55,175
1718348559173,80.55,25
1718348559494,80.55,50
1718348560056,80.4,25
1718348560369,80.5,50
1718348561292,80.35,25
1718348561619,80.2,75
1718348562241,80.35,125
1718348562560,80.5,50
1718348563484,80.2,50
1718348563643,80.35,25
1718348563738,80.25,75
1718348564440,80.35,25
1718348564820,80.35,25
1718348565673,80.5,175
1718348566264,80.5,50
1718348566540,80.5,50
1718348567159,81.05,50
1718348567576,80.95,50
1718348567757,81.1,25
1718348568593,80.95,25
1718348568909,80.7,50
1718348569443,80.7,75
1718348569854,80.85,25
1718348570501,80.8,25
1718348570792,80.85,25
1718348571654,80.95,75
1718348572102,80.8,50
1718348572411,80.85,175
1718348573189,80.7,25
1718348573568,80.85,25
1718348574187,81.1,275
1718348574647,81.1,25
1718348575495,80.95,25
1718348575703,81.0,200
1718348575956,80.8,50
1718348576531,81.05,25
1718348576531,81.05,25
1718348577830,81.0,25
1718348578094,80.85,25
1718348578674,80.55,25
1718348579142,80.65,25
1718348579668,80.5,25
1718348580107,80.35,25
1718348580652,80.2,50
1718348581156,80.25,25
1718348581693,80.4,100
1718348582092,80.2,25
1718348582649,80.2,25
1718348583295,80.15,25
1718348583513,80.1,50
1718348584547,80.2,25
1718348584679,80.2,25
1718348585068,80.25,25
1718348585525,80.75,25
1718348586134,80.65,100
1718348586567,80.75,75
1718348587270,80.8,25
1718348587270,80.8,25
1718348588505,80.8,150
1718348588576,81.0,300
1718348589064,80.85,25
1718348589473,80.85,25
1718348590122,80.9,25
1718348590711,81.2,50
1718348591062,81.2,25
1718348591613,80.85,25
1718348591962,80.95,25
1718348592432,80.8,225
1718348592955,81.0,25
1718348593463,80.95,225
1718348594153,80.85,50
1718348594696,80.85,50
1718348595510,80.8,25
1718348595611,80.85,25
1718348595940,80.85,75
1718348596597,80.7,75
1718348597255,80.95,25
1718348597255,80.95,25
1718348598176,81.0,175
1718348598673,80.85,25
1718348599491,80.85,25
1718348599491,80.85,25
1718348600013,80.95,25
1718348600711,80.8,125
1718348600760,80.85,150
1718348601328,80.95,25
1718348602207,80.95,75
1718348602463,80.9,25
1718348603138,80.65,50
1718348603138,80.65,50
1718348604044,80.9,25
1718348604044,80.9,25
1718348605170,80.8,50
1718348605671,80.85,50
1718348605671,80.85,50
1718348606972,80.8,25
1718348606972,80.8,25
1718348607634,80.75,25
1718348608242,80.45,125
1718348608242,80.45,125
1718348609102,80.45,25
1718348609539,80.55,25
1718348609539,80.55,25
1718348609539,80.55,25
1718348610543,80.45,75
1718348611261,80.45,25
1718348611633,80.3,500
1718348612049,80.3,100
1718348612281,80.35,25
1718348613138,80.25,25
1718348613661,80.3,25
1718348614403,80.45,75
1718348614697,80.3,75
1718348615698,80.3,100
1718348616554,80.4,50
1718348616554,80.4,50
1718348616935,80.55,100
1718348617509,80.55,25
1718348618141,80.55,25
1718348618638,80.75,250
1718348619107,80.6,75
1718348619107,80.6,75
1718348619107,80.6,75
1718348620679,80.55,25
1718348620826,80.7,25
1718348620826,80.7,25
1718348622215,80.65,50
1718348622215,80.65,50
1718348622969,80.6,25
1718348623686,80.5,25
1718348624620,80.3,250
1718348625157,80.4,25
1718348625721,80.45,25
1718348626102,80.5,25
1718348626537,80.5,50
1718348627407,80.3,25
1718348627407,80.3,25
1718348628039,80.35,25
1718348628039,80.35,25
1718348629216,80.35,25
1718348629500,80.35,25
1718348629500,80.35,25
1718348630536,80.3,25
1718348631407,80.45,25
1718348631717,80.5,75
1718348632039,80.35,25
1718348632655,80.5,25
1718348632655,80.5,25
1718348633570,80.5,50
1718348634103,80.5,300
1718348634630,80.45,25
1718348635183,80.45,50
1718348635683,80.45,25
1718348635683,80.45,25
1718348636820,79.7,50
1718348637276,79.9,125
1718348637572,79.65,25
1718348638614,79.65,25
1718348638699,79.7,25
1718348639177,79.7,75
1718348639274,79.75,25
1718348640039,79.3,25
1718348640422,79.6,25
1718348640625,79.75,50
1718348641222,79.7,25
1718348641633,79.7,25
1718348642028,79.6,275
1718348642658,79.55,100
1718348643406,79.3,25
1718348643621,79.55,25
1718348644400,79.85,100
1718348644658,79.95,25
1718348645582,80.0,25
1718348645724,79.9,50
1718348645988,79.7,25
1718348646652,79.9,25
1718348646912,79.85,25
1718348647448,79.9,25
1718348648215,79.6,75
1718348648602,79.65,50
1718348649406,79.6,25
1718348649740,79.5,200
1718348650638,79.55,75
1718348650697,79.5,25
1718348651191,79.45,25
1718348651720,79.25,25
1718348652191,79.2,25
1718348652556,79.15,50
1718348653265,79.05,25
1718348653734,79.2,75
1718348654654,79.15,375
1718348654681,79.3,25
1718348655208,79.2,50
1718348655735,79.15,50
1718348656414,79.0,75
1718348656640,79.0,100
1718348657613,79.3,50
1718348657613,79.3,50
1718348658253,79.2,25
1718348658517,79.2,25
1718348659214,79.05,25
1718348659719,79.0,25
1718348660417,79.0,25
1718348660725,79.1,200
1718348661293,79.15,25
1718348661648,79.15,25
1718348662636,79.1,25
1718348662636,79.1,25
1718348663152,79.3,25
1718348663349,79.4,25
1718348664259,79.45,50
1718348664423,79.35,50
1718348664423,79.35,50
1718348665711,79.35,25
1718348666267,79.6,200
1718348666557,79.65,25
1718348667470,79.45,25
1718348667470,79.45,25
1718348668398,79.65,100
1718348668685,79.6,500
1718348668956,79.5,25
1718348668956,79.5,25
1718348668956,79.5,25
1718348668956,79.5,25
1718348670946,79.45,25
1718348670946,79.45,25
1718348671711,79.25,25
1718348672171,79.35,25
1718348672608,79.35,175
1718348673285,79.45,50
1718348673499,79.25,25
1718348674361,79.5,150
1718348674719,79.45,25
1718348674826,79.5,75
1718348675581,79.35,100
1718348676713,79.15,25
1718348677169,79.35,50
1718348677711,79.05,25
1718348678280,79.15,25
1718348678571,79.15,25
1718348679495,79.2,25
1718348679704,79.25,25
1718348680423,79.0,25
1718348680673,79.15,75
1718348681666,79.1,375
1718348681666,79.1,375
1718348682272,79.2,125
1718348682464,79.15,50
1718348683097,79.2,25
1718348683749,79.2,175
1718348684405,79.1,25
1718348684673,79.0,25
1718348685368,79.05,25
1718348685744,78.5,75
1718348686314,78.55,25
1718348686712,79.1,25
1718348686954,79.2,50
1718348687641,79.15,50
1718348688260,79.2,25
1718348688643,79.2,175
1718348689507,78.9,50
1718348689746,79.05,25
1718348690490,79.15,25
1718348690746,78.95,50
1718348691660,78.7,25
1718348691947,78.6,50
1718348692693,78.8,25
1718348693106,78.8,200
1718348693500,78.8,25
1718348694054,78.65,25
1718348694641,78.8,25
1718348695231,78.85,25
1718348695231,78.85,25
1718348696283,78.7,25
1718348696740,78.8,175
1718348697235,78.7,500
1718348697514,78.85,100
1718348698401,78.75,75
1718348698581,78.85,50
1718348699109,78.9,25
1718348699754,78.85,25
1718348700155,78.8,25
1718348700710,78.9,25
1718348701203,78.9,50
1718348701519,78.85,150
1718348702177,78.65,75
1718348702265,78.65,25
1718348703502,79.0,25
1718348703703,79.05,25
1718348704462,78.95,25
1718348704728,79.15,25
1718348705760,79.1,25
1718348706208,79.1,25
1718348706600,79.1,125
1718348706794,79.3,75
1718348707352,79.0,25
1718348708324,79.0,50
1718348708746,79.0,25
1718348709364,79.2,275
1718348709760,79.15,1125
1718348709951,79.25,25
1718348710684,79.0,50
1718348711173,79.1,125
1718348711625,79.25,75
1718348712231,79.2,25
1718348712231,79.2,25
1718348713633,79.25,150
1718348714301,79.0,25
1718348714706,79.15,100
1718348714706,79.15,100
1718348715415,79.2,50
1718348716240,78.8,25
1718348716737,78.75,25
1718348717270,78.95,25
1718348718200,79.2,50
1718348718675,79.1,175
1718348719278,78.95,25
1718348719652,78.9,25
1718348720429,79.2,50
1718348720783,79.05,25
1718348721569,79.3,125
1718348721569,79.3,125
1718348721926,79.3,25
1718348722661,79.4,25
1718348723337,79.75,25
1718348723382,79.9,250
1718348723995,80.0,200
1718348724574,79.9,25
1718348725274,79.85,100
1718348725705,79.95,25
1718348726339,80.0,25
1718348726643,80.1,25
1718348727136,80.2,25
1718348727626,80.1,25
1718348728510,79.85,25
1718348728695,80.0,25
1718348729366,79.9,150
1718348730041,79.5,25
1718348730244,79.5,25
1718348730750,79.3,25
1718348731354,79.3,50
1718348731471,79.3,25
1718348732362,79.45,125
1718348732597,79.3,25
1718348733277,79.2,25
1718348733733,79.2,50
1718348734542,79.1,50
1718348734542,79.1,50
1718348735477,79.15,25
1718348735477,79.15,25
1718348736577,79.1,25
1718348736577,79.1,25
1718348737436,79.3,100
1718348738180,79.3,50
1718348738620,79.25,175
1718348739352,79.2,25
1718348739776,79.15,25
1718348740333,79.1,25
1718348740634,79.2,175
1718348741368,79.1,25
1718348741740,79.0,75
1718348742221,79.0,50
1718348742392,79.05,100
1718348743386,79.0,25
1718348743783,78.85,100
1718348744708,78.7,25
1718348745385,77.6,25
1718348745995,77.1,50
1718348746385,77.1,50
1718348746730,77.65,50
1718348747276,77.75,25
1718348747618,77.75,25
1718348748306,77.15,25
1718348748793,77.45,25
1718348749485,77.4,25
1718348749780,77.6,25
1718348750708,77.3,25
1718348751714,77.45,50
1718348752673,77.55,50
1718348753208,77.5,25
1718348753681,77.75,25
1718348754439,78.05,25
1718348754659,78.0,25
1718348755587,78.05,25
1718348755792,78.2,25
1718348756698,78.0,25
1718348757254,78.05,25
1718348757810,78.15,25
1718348758262,78.2,25
1718348758760,78.1,25
1718348759094,78.15,50
1718348759786,78.3,125
1718348760245,78.15,25
1718348760589,78.15,25
1718348760799,78.15,50
1718348761703,78.25,50
1718348762819,78.0,25
1718348763372,78.2,25
1718348763372,78.2,25
1718348764422,78.3,25
1718348764536,78.45,25
1718348765625,78.25,25
1718348765683,78.15,50
1718348766587,78.15,75
1718348766659,78.3,25
1718348767635,78.3,75
1718348767635,78.3,75
1718348768344,78.15,50
1718348768572,78.1,50
1718348769439,78.15,50
1718348769731,78.3,175
1718348770633,78.0,500
1718348770794,78.15,50
1718348771647,78.2,25
1718348771647,78.2,25
1718348772618,78.5,125
1718348773724,78.45,25
1718348774350,78.25,25
1718348774750,78.4,25
1718348775637,78.35,300
1718348775637,78.35,300
1718348776533,78.35,25
1718348776708,78.6,250
1718348777815,78.55,75
1718348778400,79.0,125
1718348778766,78.8,25
1718348779424,78.9,25
1718348779600,78.9,50
1718348780465,78.75,200
1718348780719,78.9,25
1718348781419,78.75,50
1718348781662,78.7,25
