,Close,datetime,exchange_code,expiry_date,High,Low,Open,open_interest,product_type,right,stock_code,strike_price,Volume
0,57.45,2024-07-01 09:15:00,NFO,04-JUL-2024,57.45,57.4,57.4,3353175,Options,Put,NIFTY,23800.0,0
1,57.45,2024-07-01 09:15:00,NFO,04-JUL-2024,57.45,57.4,57.4,3353175,Options,Put,NIFTY,23800.0,0
2,60.8,2024-07-01 09:15:01,NFO,04-JUL-2024,60.8,57.4,57.4,3353175,Options,Put,NIFTY,23800.0,2400
3,58.85,2024-07-01 09:15:03,NFO,04-JUL-2024,58.85,58.85,58.85,3353175,Options,Put,NIFTY,23800.0,7625
4,60.1,2024-07-01 09:15:05,NFO,04-JUL-2024,60.1,59.65,59.65,3353175,Options,Put,NIFTY,23800.0,12300
5,56.35,2024-07-01 09:15:06,NFO,04-JUL-2024,56.35,56.35,56.35,3353175,Options,Put,NIFTY,23800.0,12975
6,55.95,2024-07-01 09:15:07,NFO,04-JUL-2024,55.95,55.95,55.95,3353175,Options,Put,NIFTY,23800.0,0
7,58.25,2024-07-01 09:15:08,NFO,04-JUL-2024,58.25,58.25,58.25,3353175,Options,Put,NIFTY,23800.0,0
8,58.3,2024-07-01 09:15:09,NFO,04-JUL-2024,58.3,58.3,58.3,3353175,Options,Put,NIFTY,23800.0,22400
9,58.8,2024-07-01 09:15:14,NFO,04-JUL-2024,58.8,58.8,58.8,3353175,Options,Put,NIFTY,23800.0,0
10,56.45,2024-07-01 09:15:18,NFO,04-JUL-2024,56.45,56.35,56.35,3353175,Options,Put,NIFTY,23800.0,83475
11,57.5,2024-07-01 09:15:19,NFO,04-JUL-2024,57.5,57.5,57.5,3353175,Options,Put,NIFTY,23800.0,6475
12,58.25,2024-07-01 09:15:21,NFO,04-JUL-2024,58.25,58.25,58.25,3378175,Options,Put,NIFTY,23800.0,0
13,60.65,2024-07-01 09:15:22,NFO,04-JUL-2024,60.65,60.65,60.65,3378175,Options,Put,NIFTY,23800.0,0
14,59.85,2024-07-01 09:15:23,NFO,04-JUL-2024,59.85,59.85,59.85,3378175,Options,Put,NIFTY,23800.0,0
15,61.6,2024-07-01 09:15:24,NFO,04-JUL-2024,61.6,61.6,61.6,3378175,Options,Put,NIFTY,23800.0,0
16,61.55,2024-07-01 09:15:25,NFO,04-JUL-2024,61.55,61.2,61.2,3378175,Options,Put,NIFTY,23800.0,43900
17,61.25,2024-07-01 09:15:26,NFO,04-JUL-2024,61.45,61.25,61.45,3378175,Options,Put,NIFTY,23800.0,3525
18,61.6,2024-07-01 09:15:28,NFO,04-JUL-2024,61.6,61.6,61.6,3378175,Options,Put,NIFTY,23800.0,0
19,62.3,2024-07-01 09:15:30,NFO,04-JUL-2024,62.3,62.3,62.3,3378175,Options,Put,NIFTY,23800.0,18700
20,62.9,2024-07-01 09:15:31,NFO,04-JUL-2024,62.9,62.9,62.9,3378175,Options,Put,NIFTY,23800.0,5100
21,63.3,2024-07-01 09:15:32,NFO,04-JUL-2024,63.3,63.3,63.3,3378175,Options,Put,NIFTY,23800.0,4225
22,62.7,2024-07-01 09:15:33,NFO,04-JUL-2024,62.7,62.6,62.6,3378175,Options,Put,NIFTY,23800.0,3750
23,62.9,2024-07-01 09:15:34,NFO,04-JUL-2024,62.9,62.9,62.9,3378175,Options,Put,NIFTY,23800.0,0
24,63.0,2024-07-01 09:15:35,NFO,04-JUL-2024,63.0,63.0,63.0,3378175,Options,Put,NIFTY,23800.0,0
25,62.4,2024-07-01 09:15:36,NFO,04-JUL-2024,62.6,62.4,62.6,3378175,Options,Put,NIFTY,23800.0,16575
26,62.45,2024-07-01 09:15:37,NFO,04-JUL-2024,62.45,62.45,62.45,3378175,Options,Put,NIFTY,23800.0,0
27,61.55,2024-07-01 09:15:38,NFO,04-JUL-2024,61.55,61.55,61.55,3378175,Options,Put,NIFTY,23800.0,0
28,60.3,2024-07-01 09:15:39,NFO,04-JUL-2024,60.3,60.3,60.3,3378175,Options,Put,NIFTY,23800.0,0
29,61.0,2024-07-01 09:15:40,NFO,04-JUL-2024,61.0,61.0,61.0,3378175,Options,Put,NIFTY,23800.0,0
30,61.6,2024-07-01 09:15:41,NFO,04-JUL-2024,61.6,61.4,61.4,3378175,Options,Put,NIFTY,23800.0,25825
31,61.55,2024-07-01 09:15:42,NFO,04-JUL-2024,61.55,61.5,61.5,3378175,Options,Put,NIFTY,23800.0,3875
32,60.25,2024-07-01 09:15:43,NFO,04-JUL-2024,60.25,60.1,60.1,3378175,Options,Put,NIFTY,23800.0,9550
33,60.9,2024-07-01 09:15:44,NFO,04-JUL-2024,60.9,60.8,60.8,3378175,Options,Put,NIFTY,23800.0,7100
34,59.85,2024-07-01 09:15:46,NFO,04-JUL-2024,59.85,59.8,59.8,3378175,Options,Put,NIFTY,23800.0,11700
35,59.3,2024-07-01 09:15:47,NFO,04-JUL-2024,59.3,59.3,59.3,3378175,Options,Put,NIFTY,23800.0,0
36,58.85,2024-07-01 09:15:48,NFO,04-JUL-2024,58.85,58.85,58.85,3378175,Options,Put,NIFTY,23800.0,0
37,58.4,2024-07-01 09:15:49,NFO,04-JUL-2024,58.4,58.15,58.15,3378175,Options,Put,NIFTY,23800.0,13750
38,57.95,2024-07-01 09:15:50,NFO,04-JUL-2024,58.2,57.95,58.2,3378175,Options,Put,NIFTY,23800.0,3650
