time,ltp,volume
2024-06-21 13:34:56,23466.3,0
2024-06-21 13:34:56,23467.65,0
2024-06-21 13:34:57,23467.45,0
2024-06-21 13:34:57,23466.35,0
2024-06-21 13:34:58,23466.15,0
2024-06-21 13:34:58,23467.25,0
2024-06-21 13:34:59,23467.15,0
2024-06-21 13:34:59,23467.0,0
2024-06-21 13:35:00,23465.95,0
2024-06-21 13:35:00,23466.65,0
2024-06-21 13:35:01,23466.95,0
2024-06-21 13:35:01,23466.8,0
2024-06-21 13:35:02,23466.1,0
2024-06-21 13:35:02,23465.95,0
2024-06-21 13:35:03,23466.75,0
2024-06-21 13:35:03,23466.75,0
2024-06-21 13:35:04,23466.8,0
2024-06-21 13:35:04,23467.25,0
2024-06-21 13:35:05,23466.9,0
2024-06-21 13:35:05,23466.2,0
2024-06-21 13:35:06,23466.3,0
2024-06-21 13:35:06,23465.25,0
2024-06-21 13:35:07,23464.8,0
2024-06-21 13:35:07,23466.75,0
2024-06-21 13:35:08,23466.35,0
2024-06-21 13:35:08,23466.95,0
2024-06-21 13:35:09,23466.75,0
2024-06-21 13:35:09,23466.45,0
2024-06-21 13:35:10,23466.25,0
2024-06-21 13:35:10,23466.25,0
2024-06-21 13:35:11,23466.05,0
2024-06-21 13:35:11,23468.15,0
2024-06-21 13:35:12,23467.3,0
2024-06-21 13:35:12,23466.8,0
2024-06-21 13:35:13,23468.15,0
2024-06-21 13:35:13,23467.8,0
2024-06-21 13:35:14,23467.9,0
2024-06-21 13:35:14,23468.3,0
2024-06-21 13:35:15,23468.05,0
2024-06-21 13:35:15,23468.5,0
2024-06-21 13:35:16,23468.1,0
2024-06-21 13:35:16,23468.15,0
2024-06-21 13:35:17,23468.4,0
2024-06-21 13:35:17,23468.9,0
2024-06-21 13:35:18,23469.05,0
2024-06-21 13:35:18,23468.85,0
2024-06-21 13:35:19,23469.05,0
2024-06-21 13:35:19,23468.95,0
2024-06-21 13:35:20,23469.4,0
2024-06-21 13:35:20,23470.25,0
2024-06-21 13:35:21,23470.2,0
2024-06-21 13:35:21,23469.95,0
2024-06-21 13:35:22,23471.0,0
2024-06-21 13:35:22,23471.3,0
2024-06-21 13:35:23,23471.85,0
2024-06-21 13:35:23,23471.15,0
2024-06-21 13:35:24,23471.25,0
2024-06-21 13:35:24,23471.65,0
2024-06-21 13:35:25,23471.55,0
2024-06-21 13:35:25,23471.65,0
2024-06-21 13:35:26,23471.5,0
2024-06-21 13:35:26,23472.05,0
2024-06-21 13:35:27,23471.5,0
2024-06-21 13:35:27,23472.45,0
2024-06-21 13:35:28,23471.65,0
2024-06-21 13:35:28,23471.0,0
2024-06-21 13:35:29,23471.25,0
2024-06-21 13:35:29,23470.85,0
2024-06-21 13:35:30,23469.7,0
2024-06-21 13:35:30,23469.2,0
2024-06-21 13:35:31,23468.6,0
2024-06-21 13:35:31,23469.3,0
2024-06-21 13:35:32,23469.1,0
2024-06-21 13:35:32,23468.8,0
2024-06-21 13:35:33,23469.35,0
2024-06-21 13:35:33,23468.45,0
2024-06-21 13:35:34,23468.85,0
2024-06-21 13:35:34,23468.35,0
2024-06-21 13:35:35,23468.05,0
2024-06-21 13:35:35,23468.8,0
2024-06-21 13:35:36,23468.2,0
2024-06-21 13:35:36,23467.85,0
2024-06-21 13:35:37,23467.5,0
2024-06-21 13:35:37,23468.5,0
2024-06-21 13:35:38,23468.6,0
2024-06-21 13:35:38,23468.55,0
2024-06-21 13:35:39,23469.0,0
2024-06-21 13:35:39,23468.65,0
2024-06-21 13:35:40,23468.9,0
2024-06-21 13:35:40,23468.45,0
2024-06-21 13:35:41,23468.35,0
2024-06-21 13:35:41,23469.5,0
2024-06-21 13:35:42,23468.95,0
2024-06-21 13:35:42,23468.4,0
2024-06-21 13:35:43,23469.05,0
2024-06-21 13:35:43,23468.65,0
2024-06-21 13:35:44,23468.65,0
2024-06-21 13:35:44,23469.7,0
2024-06-21 13:35:45,23470.15,0
2024-06-21 13:35:45,23469.8,0
2024-06-21 13:35:46,23469.5,0
2024-06-21 13:35:46,23469.6,0
2024-06-21 13:35:47,23469.3,0
2024-06-21 13:35:47,23469.8,0
2024-06-21 13:35:48,23469.8,0
2024-06-21 13:35:48,23469.8,0
2024-06-21 13:35:49,23470.0,0
2024-06-21 13:35:49,23470.2,0
2024-06-21 13:35:50,23470.05,0
2024-06-21 13:35:50,23469.8,0
2024-06-21 13:35:51,23470.3,0
2024-06-21 13:35:51,23469.65,0
2024-06-21 13:35:52,23470.0,0
2024-06-21 13:35:52,23469.55,0
2024-06-21 13:35:53,23470.8,0
2024-06-21 13:35:53,23469.1,0
2024-06-21 13:35:54,23469.45,0
2024-06-21 13:35:54,23470.5,0
2024-06-21 13:35:55,23470.1,0
2024-06-21 13:35:55,23469.45,0
2024-06-21 13:35:56,23468.9,0
2024-06-21 13:35:56,23467.4,0
2024-06-21 13:35:57,23468.45,0
2024-06-21 13:35:57,23468.0,0
2024-06-21 13:35:58,23468.25,0
2024-06-21 13:35:58,23468.2,0
2024-06-21 13:35:59,23468.0,0
2024-06-21 13:35:59,23469.75,0
2024-06-21 13:36:00,23468.65,0
2024-06-21 13:36:00,23468.85,0
2024-06-21 13:36:01,23468.35,0
2024-06-21 13:36:01,23467.05,0
2024-06-21 13:36:02,23467.1,0
2024-06-21 13:36:02,23467.0,0
2024-06-21 13:36:03,23467.85,0
2024-06-21 13:36:03,23466.3,0
2024-06-21 13:36:04,23466.1,0
2024-06-21 13:36:04,23467.55,0
2024-06-21 13:36:05,23467.55,0
2024-06-21 13:36:05,23467.95,0
2024-06-21 13:36:06,23467.4,0
2024-06-21 13:36:06,23466.55,0
2024-06-21 13:36:07,23466.55,0
2024-06-21 13:36:07,23468.0,0
2024-06-21 13:36:08,23466.2,0
2024-06-21 13:36:08,23466.45,0
2024-06-21 13:36:09,23466.5,0
2024-06-21 13:36:09,23465.85,0
2024-06-21 13:36:10,23465.85,0
2024-06-21 13:36:10,23465.8,0
