name,avg_return,avg_volatility,len,interval,period
MCL,0.0528,3.1336,245,1d,1y
MCLEODRUSS,0.1548,3.5837,245,1d,1y
MCX,0.3905,2.5569,246,1d,1y
MEDANTA,0.4286,1.9294,246,1d,1y
MEDIASSIST,0.1774,2.9311,54,1d,1y
MEDICAMEQ,-0.2148,2.3141,245,1d,1y
MEDICO,-0.2583,3.1174,245,1d,1y
MEDPLUS,-0.013,1.9942,246,1d,1y
MEGASOFT,0.382,4.2662,246,1d,1y
MEGASTAR,0.0927,2.7032,245,1d,1y
MELSTAR,0.3433,3.2336,245,1d,1y
MENONBE,0.0913,2.2025,245,1d,1y
MEP,-0.1536,3.694,245,1d,1y
METALFORGE,0.1969,3.0144,245,1d,1y
METROBRAND,0.1105,2.3451,246,1d,1y
METROPOLIS,0.1457,1.9933,245,1d,1y
MFSL,0.206,1.8305,245,1d,1y
MGEL,-0.0092,3.2095,246,1d,1y
MGL,0.1499,2.1099,245,1d,1y
MHLXMIRU,0.0304,3.6357,245,1d,1y
MHRIL,0.125,1.9327,246,1d,1y
MICEL,0.507,3.4044,246,1d,1y
MIDHANI,0.3164,3.0262,246,1d,1y
MINDACORP,0.1777,2.1102,246,1d,1y
MINDTECK,0.3392,4.0422,246,1d,1y
MIRCELECTR,0.169,3.8822,246,1d,1y
MIRZAINT,0.1352,3.4812,245,1d,1y
MITCON,0.1933,3.2263,245,1d,1y
MITTAL,0.1406,2.8545,246,1d,1y
MKPL,-0.3142,4.1932,246,1d,1y
MMFL,0.015,1.9563,246,1d,1y
MMP,0.2607,2.7747,245,1d,1y
MMTC,0.377,3.9664,246,1d,1y
MODIRUBBER,0.2644,2.507,245,1d,1y
MODISONLTD,0.366,3.5794,245,1d,1y
MODTHREAD,2.8152,4.6224,37,1d,1y
MOHITIND,0.2204,3.3883,245,1d,1y
MOIL,0.3184,2.9874,246,1d,1y
MOKSH,0.2524,3.4893,246,1d,1y
MOL,-0.0111,2.3223,246,1d,1y
MOLDTECH,-0.0725,3.4196,246,1d,1y
MOLDTKPAC,-0.0383,1.4922,246,1d,1y
MONARCH,0.4052,2.6234,245,1d,1y
MONTECARLO,-0.0217,2.0855,245,1d,1y
MOREPENLAB,0.2142,2.777,246,1d,1y
MOTHERSON,0.2319,1.6571,246,1d,1y
MOTILALOFS,0.4803,2.8014,246,1d,1y
MOTISONS,0.6538,4.9084,73,1d,1y
MOTOGENFIN,0.0318,3.4887,245,1d,1y
MPHASIS,0.1318,1.8212,246,1d,1y
MPSLTD,0.2354,3.3241,246,1d,1y
MRF,0.1763,1.2047,246,1d,1y
MRO-TEK,0.146,3.7454,246,1d,1y
MRPL,0.5822,3.4715,246,1d,1y
MSPL,0.4747,2.8914,245,1d,1y
MSTCLTD,0.493,3.4535,246,1d,1y
MSUMI,0.1293,1.6837,246,1d,1y
MTARTECH,0.0347,2.2534,246,1d,1y
MTEDUCARE,-0.098,2.69,246,1d,1y
MTNL,0.2682,3.8647,246,1d,1y
MUFIN,-0.0179,3.6955,106,1d,1y
MUFTI,-0.6888,2.8675,72,1d,1y
MUKANDLTD,0.0931,2.8983,246,1d,1y
MUKKA,-0.536,4.268,23,1d,1y
MUKTAARTS,0.1717,2.8038,245,1d,1y
MUNJALAU,0.2938,2.8069,246,1d,1y
MUNJALSHOW,0.2385,2.8912,246,1d,1y
MURUDCERA,0.1512,3.2304,246,1d,1y
MUTHOOTCAP,0.045,2.654,245,1d,1y
MUTHOOTFIN,0.1953,1.6832,246,1d,1y
MUTHOOTMF,-0.1699,2.2278,72,1d,1y
MVGJL,0.0938,4.1018,129,1d,1y
NACLIND,-0.1342,2.1665,245,1d,1y
NAGAFERT,-0.0476,3.0151,246,1d,1y
NAGREEKCAP,-0.015,3.2103,245,1d,1y
NAGREEKEXP,0.234,4.2113,245,1d,1y
NAHARCAP,0.0421,2.5204,246,1d,1y
NAHARINDUS,0.1163,3.0631,245,1d,1y
NAHARPOLY,-0.0672,2.2361,245,1d,1y
NAHARSPING,0.0417,2.5432,245,1d,1y
NAM-INDIA,0.3391,2.0765,246,1d,1y
NARMADA,-0.0055,3.1659,245,1d,1y
NATCOPHARM,0.2159,2.072,246,1d,1y
NATHBIOGEN,0.1006,2.3865,245,1d,1y
NATIONALUM,0.3289,2.5759,246,1d,1y
NAUKRI,0.1824,1.8843,246,1d,1y
NAVA,0.3114,2.5765,246,1d,1y
NAVINFLUOR,-0.1294,1.7385,246,1d,1y
NAVKARCORP,0.2504,3.5046,246,1d,1y
NAVNETEDUL,0.1296,2.3733,245,1d,1y
NAZARA,0.0801,2.2266,245,1d,1y
NBCC,0.5116,3.3656,246,1d,1y
NBIFIN,0.0869,1.864,245,1d,1y
NCC,0.3568,3.1473,246,1d,1y
NCLIND,0.0747,2.0659,246,1d,1y
NDGL,0.2388,2.6584,245,1d,1y
NDL,0.2815,3.1428,246,1d,1y
NDLVENTURE,-0.0603,2.4583,230,1d,1y
NDRAUTO,0.4084,2.991,246,1d,1y
NDTV,0.0666,2.6561,246,1d,1y
NECCLTD,0.2034,3.835,246,1d,1y
NECLIFE,0.2692,3.2432,245,1d,1y
NELCAST,0.1934,2.6144,246,1d,1y
NELCO,0.1342,2.3828,246,1d,1y
NEOGEN,-0.0623,1.7946,246,1d,1y
NESCO,0.1771,1.8195,246,1d,1y
NESTLEIND,0.108,1.1368,246,1d,1y
NETWEB,0.3318,2.9497,174,1d,1y
NETWORK18,0.1961,3.2483,246,1d,1y
NEULANDLAB,0.4763,3.3009,246,1d,1y
NEWGEN,0.4978,2.9727,246,1d,1y
NEXTMEDIA,0.1271,3.1222,245,1d,1y
NFL,0.0645,2.7479,246,1d,1y
NGIL,0.0293,3.5157,246,1d,1y
NGLFINE,0.2027,3.0049,246,1d,1y
NH,0.2076,1.8971,246,1d,1y
NHPC,0.313,2.5811,246,1d,1y
NIACL,0.3204,3.4984,246,1d,1y
NIBL,0.241,2.8877,245,1d,1y
NIITLTD,-0.4993,9.6912,246,1d,1y
NIITMTS,0.163,3.0837,165,1d,1y
NILAINFRA,0.3394,3.6217,246,1d,1y
NILASPACES,0.3611,3.9287,245,1d,1y
NILKAMAL,0.026,2.0306,246,1d,1y
NINSYS,0.3487,3.0848,245,1d,1y
NIPPOBATRY,0.2749,2.9957,246,1d,1y
NIRAJ,0.1933,3.232,245,1d,1y
NIRAJISPAT,0.2436,1.0892,21,1d,1y
NITCO,0.464,3.4107,245,1d,1y
NITINSPIN,0.1296,2.5486,245,1d,1y
NITIRAJ,0.3603,2.4768,245,1d,1y
NKIND,0.0999,3.5018,245,1d,1y
NLCINDIA,0.443,3.273,246,1d,1y
NMDC,0.3118,2.117,246,1d,1y
NOCIL,0.081,2.1805,246,1d,1y
NOIDATOLL,0.1112,3.315,245,1d,1y
NORBTEAEXP,0.2355,3.3628,246,1d,1y
NOVAAGRI,-0.096,3.5976,49,1d,1y
NRAIL,0.3075,2.5909,245,1d,1y
NRBBEARING,0.3206,3.1203,246,1d,1y
NRL,0.028,3.4129,246,1d,1y
NSIL,0.1921,2.3204,246,1d,1y
NSLNISP,0.2861,3.0438,246,1d,1y
NTPC,0.301,1.5524,246,1d,1y
NUCLEUS,0.3098,3.5,245,1d,1y
NURECA,-0.0643,2.9899,246,1d,1y
NUVAMA,0.5563,3.3304,132,1d,1y
NUVOCO,-0.021,1.4729,246,1d,1y
NYKAA,0.1408,2.095,246,1d,1y
OAL,-0.0594,2.8735,246,1d,1y
OBCL,-0.0731,3.4832,246,1d,1y
OBEROIRLTY,0.2023,1.86,246,1d,1y
OCCL,0.0212,2.0968,245,1d,1y
OFSS,0.3715,2.5072,246,1d,1y
OIL,0.348,2.2984,246,1d,1y
OILCOUNTUB,0.3471,4.052,245,1d,1y
OLECTRA,0.4268,3.078,246,1d,1y
OMAXAUTO,0.4075,2.636,245,1d,1y
OMAXE,0.2564,3.5526,246,1d,1y
OMINFRAL,0.5214,2.6762,245,1d,1y
OMKARCHEM,-0.0202,2.9844,245,1d,1y
ONELIFECAP,0.2054,4.1675,245,1d,1y
ONEPOINT,0.4443,3.1068,245,1d,1y
ONGC,0.2102,1.5983,246,1d,1y
ONMOBILE,0.0631,3.3803,246,1d,1y
ONWARDTEC,0.1538,3.1974,246,1d,1y
OPTIEMUS,0.1392,3.3679,246,1d,1y
ORBTEXP,0.0965,3.1113,246,1d,1y
ORCHPHARMA,0.4281,3.0047,245,1d,1y
ORICONENT,0.3143,3.6919,245,1d,1y
ORIENTALTL,0.1749,3.6875,245,1d,1y
ORIENTBELL,-0.1732,1.9033,246,1d,1y
ORIENTCEM,0.2271,2.7686,246,1d,1y
ORIENTCER,0.2112,3.5481,173,1d,1y
ORIENTELEC,-0.0331,1.722,245,1d,1y
ORIENTHOT,0.196,2.5644,246,1d,1y
ORIENTLTD,0.1694,3.8022,245,1d,1y
ORIENTPPR,0.0404,2.743,245,1d,1y
ORISSAMINE,0.3643,3.4959,245,1d,1y
ORTEL,0.103,3.4051,245,1d,1y
ORTINLAB,0.0125,2.9471,245,1d,1y
OSIAHYPER,-0.0069,3.1189,246,1d,1y
OSWALAGRO,0.1747,3.5945,246,1d,1y
OSWALGREEN,0.2101,3.147,245,1d,1y
OSWALSEEDS,-0.2309,3.1639,246,1d,1y
PAGEIND,-0.0211,1.3914,246,1d,1y
PAISALO,0.4187,4.0288,246,1d,1y
PAKKA,0.452,4.74,186,1d,1y
PALASHSECU,0.0979,3.5742,245,1d,1y
PALREDTEC,-0.0046,3.5453,245,1d,1y
PANACEABIO,0.0731,2.9833,246,1d,1y
PANACHE,0.0781,3.2681,245,1d,1y
PANAMAPET,0.0393,2.1791,245,1d,1y
PANSARI,0.0482,3.5509,245,1d,1y
PAR,0.2119,2.2315,245,1d,1y
PARACABLES,0.3582,3.3551,246,1d,1y
PARADEEP,0.1125,2.3444,246,1d,1y
PARAGMILK,0.3851,3.2345,246,1d,1y
PARAS,0.123,2.3897,246,1d,1y
PARASPETRO,0.4574,3.4416,245,1d,1y
PARKHOTELS,-0.021,3.2813,41,1d,1y
PARSVNATH,0.2786,3.8252,246,1d,1y
PASUPTAC,0.1256,3.3397,245,1d,1y
PATANJALI,0.1326,1.9222,246,1d,1y
PATELENG,0.5767,3.5793,246,1d,1y
PATINTLOG,0.2443,4.2138,246,1d,1y
PAVNAIND,0.316,3.1502,245,1d,1y
PAYTM,-0.2074,3.7482,246,1d,1y
PCBL,0.3506,2.6522,246,1d,1y
PCJEWELLER,0.3084,3.5925,246,1d,1y
PDMJEPAPER,0.2183,3.0212,246,1d,1y
PDSL,0.1258,3.0389,245,1d,1y
PEARLPOLY,0.2706,4.0783,246,1d,1y
PEL,0.0827,2.1902,246,1d,1y
PENIND,0.2124,3.4059,246,1d,1y
PENINLAND,0.4801,3.7948,246,1d,1y
PERSISTENT,0.2425,1.6714,246,1d,1y
PETRONET,0.1201,1.7728,246,1d,1y
PFC,0.4641,2.5341,246,1d,1y
PFIZER,0.0421,1.1551,246,1d,1y
PFOCUS,0.0055,3.7444,246,1d,1y
PFS,0.4272,3.6693,246,1d,1y
PGEL,0.1004,2.3872,246,1d,1y
PGHH,0.0493,1.3213,245,1d,1y
PGHL,-0.007,1.1685,245,1d,1y
PGIL,0.4318,3.0723,245,1d,1y
PHOENIXLTD,0.3422,2.2269,245,1d,1y
PIDILITIND,0.0977,1.254,246,1d,1y
PIGL,-0.0031,3.37,245,1d,1y
PIIND,0.0986,1.6163,246,1d,1y
PILANIINVS,0.2904,2.1859,246,1d,1y
PILITA,0.2511,2.6527,246,1d,1y
PIONEEREMB,0.0982,2.743,245,1d,1y
PITTIENG,0.4223,2.7116,246,1d,1y
PIXTRANS,0.2291,3.0521,245,1d,1y
PKTEA,0.0357,2.6376,245,1d,1y
PLASTIBLEN,0.205,2.4202,245,1d,1y
PLATIND,-0.6357,4.2947,25,1d,1y
PLAZACABLE,0.1585,3.4045,122,1d,1y
PNB,0.4237,2.1255,246,1d,1y
PNBGILTS,0.2602,3.2268,246,1d,1y
PNBHOUSING,0.2403,2.6259,246,1d,1y
PNC,0.2166,3.5022,246,1d,1y
PNCINFRA,0.1803,2.1388,246,1d,1y
POCL,0.2841,3.9617,246,1d,1y
PODDARHOUS,-0.111,2.7003,245,1d,1y
PODDARMENT,0.0854,2.2013,245,1d,1y
POKARNA,0.1948,3.1141,246,1d,1y
POLICYBZR,0.3154,2.3642,246,1d,1y
POLYCAB,0.2212,2.4496,246,1d,1y
POLYMED,0.2075,2.3031,246,1d,1y
POLYPLEX,-0.1452,2.0693,246,1d,1y
PONNIERODE,-0.0481,1.9997,245,1d,1y
POONAWALLA,0.2127,1.9733,246,1d,1y
POWERGRID,0.1886,1.6395,246,1d,1y
POWERINDIA,0.3478,2.2137,246,1d,1y
POWERMECH,0.2961,2.4829,246,1d,1y
PPAP,0.0407,3.447,245,1d,1y
PPL,0.3782,3.5317,246,1d,1y
PPLPHARMA,0.2803,2.2868,246,1d,1y
PRAENG,0.3151,3.0579,245,1d,1y
PRAJIND,0.1686,2.3296,246,1d,1y
PRAKASH,0.4937,3.2784,246,1d,1y
PRAKASHSTL,0.2761,3.3399,246,1d,1y
PRAXIS,0.1356,3.1952,245,1d,1y
PRECAM,0.2805,3.7288,246,1d,1y
PRECOT,0.2629,3.0728,245,1d,1y
PRECWIRE,0.2416,3.1255,246,1d,1y
PREMEXPLN,0.6248,3.3966,245,1d,1y
PREMIER,0.1662,2.7721,245,1d,1y
PREMIERPOL,0.3434,3.847,245,1d,1y
PRESTIGE,0.3984,2.6943,246,1d,1y
PRICOLLTD,0.2232,2.2481,246,1d,1y
PRIMESECU,0.1906,1.9677,246,1d,1y
PRINCEPIPE,0.0138,1.9299,246,1d,1y
PRITI,0.0267,3.1101,245,1d,1y
PRITIKAUTO,0.248,3.3502,246,1d,1y
PRIVISCL,0.0081,1.6803,245,1d,1y
PROZONER,0.1267,3.4263,246,1d,1y
PRSMJOHNSN,0.1775,2.368,245,1d,1y
PRUDENT,0.208,2.668,245,1d,1y
PRUDMOULI,-0.1808,3.7489,73,1d,1y
PSB,0.3184,3.5281,246,1d,1y
PSPPROJECT,-0.0066,1.7861,245,1d,1y
PTC,0.3007,2.9286,246,1d,1y
PTCIL,0.4379,3.4359,206,1d,1y
PTL,0.1042,2.5125,246,1d,1y
PUNJABCHEM,0.137,2.9528,230,1d,1y
PURVA,0.5751,3.7017,246,1d,1y
PVP,0.559,3.6327,246,1d,1y
PVRINOX,-0.0345,1.5533,230,1d,1y
PVSL,-0.4043,2.9501,16,1d,1y
PYRAMID,-0.0485,2.7293,152,1d,1y
QUESS,0.2056,1.7988,246,1d,1y
QUICKHEAL,0.4746,3.5283,246,1d,1y
RACE,0.1082,2.1792,229,1d,1y
RADAAN,-0.0347,2.497,245,1d,1y
RADHIKAJWE,0.3129,3.6407,246,1d,1y
RADIANTCMS,-0.0569,1.9011,246,1d,1y
RADICO,0.1927,1.8828,246,1d,1y
RADIOCITY,0.1535,3.0644,246,1d,1y
RAILTEL,0.5252,3.6973,246,1d,1y
RAIN,0.0513,2.459,246,1d,1y
RAINBOW,0.2309,2.3041,246,1d,1y
RAJESHEXPO,-0.275,2.4607,246,1d,1y
RAJMET,0.0156,3.3596,246,1d,1y
RAJRATAN,-0.0738,2.144,246,1d,1y
RAJRILTD,-0.3745,1.8355,245,1d,1y
RAJSREESUG,0.2008,3.6644,246,1d,1y
RAJTV,0.1627,2.7568,245,1d,1y
RALLIS,0.1249,2.1533,246,1d,1y
RAMANEWS,0.1527,3.6648,246,1d,1y
RAMAPHO,-0.0771,2.4372,246,1d,1y
RAMASTEEL,0.0715,3.3651,246,1d,1y
RAMCOCEM,0.0468,1.5661,246,1d,1y
RAMCOIND,0.2266,2.2679,246,1d,1y
RAMCOSYS,0.2418,3.046,246,1d,1y
RAMKY,0.2374,3.3568,246,1d,1y
RAMRAT,0.1657,2.6033,245,1d,1y
RANASUG,-0.0187,2.2567,246,1d,1y
RANEENGINE,0.1817,3.087,246,1d,1y
RANEHOLDIN,0.0999,2.2011,246,1d,1y
RATEGAIN,0.2587,2.5567,246,1d,1y
RATNAMANI,0.1401,2.0927,245,1d,1y
RATNAVEER,-0.0213,2.9479,143,1d,1y
RAYMOND,0.1535,2.0763,246,1d,1y
RBA,0.0235,2.221,246,1d,1y
RBL,0.0493,1.9739,246,1d,1y
RBLBANK,0.2299,2.507,246,1d,1y
RBZJEWEL,0.5906,4.8506,72,1d,1y
RCF,0.1221,2.5128,246,1d,1y
RCOM,0.0513,2.5478,245,1d,1y
RECLTD,0.5251,2.5972,246,1d,1y
REDINGTON,0.0938,2.0578,246,1d,1y
REDTAPE,0.2128,2.9121,162,1d,1y
REFEX,0.3496,3.6137,246,1d,1y
REGENCERAM,0.1093,2.9961,245,1d,1y
RELAXO,0.0075,1.3377,246,1d,1y
RELCHEMQ,0.1134,2.4065,246,1d,1y
RELIANCE,0.1224,1.1517,246,1d,1y
RELIGARE,0.1917,2.1131,246,1d,1y
RELINFRA,0.0725,3.665,246,1d,1y
REMSONSIND,0.5967,2.7318,246,1d,1y
RENUKA,-0.013,2.2928,246,1d,1y
REPCOHOME,0.3652,3.0046,245,1d,1y
REPL,0.0605,2.5177,246,1d,1y
REPRO,0.3224,3.3701,245,1d,1y
RESPONIND,0.3316,2.7398,246,1d,1y
RGL,0.1276,3.0358,246,1d,1y
RHFL,-0.0419,3.1721,245,1d,1y
RHIM,-0.0223,1.7921,246,1d,1y
RHL,0.1893,3.3642,238,1d,1y
RICOAUTO,0.2799,3.6007,246,1d,1y
RIIL,0.1688,2.4965,246,1d,1y
RISHABH,0.019,2.8511,143,1d,1y
RITCO,0.1402,3.2877,246,1d,1y
RITES,0.287,3.0636,246,1d,1y
RKDL,0.0835,2.5985,245,1d,1y
RKEC,0.1758,3.9519,245,1d,1y
RKFORGE,0.3302,2.5355,246,1d,1y
RKSWAMY,0.2876,4.7937,21,1d,1y
RML,0.2111,2.8895,245,1d,1y
ROHLTD,0.1659,2.9857,246,1d,1y
ROLEXRINGS,-0.0089,1.8507,246,1d,1y
ROLLT,0.2122,3.8204,246,1d,1y
ROLTA,0.464,2.2745,245,1d,1y
ROML,0.0704,2.4624,245,1d,1y
ROSSARI,0.0294,1.4826,246,1d,1y
ROSSELLIND,0.1881,3.0312,245,1d,1y
ROTO,0.1113,2.5469,245,1d,1y
ROUTE,0.0949,1.2777,245,1d,1y
RPGLIFE,0.2864,2.1978,246,1d,1y
RPOWER,0.3099,3.5673,246,1d,1y
RPPINFRA,0.4043,2.6658,245,1d,1y
RPPL,0.209,3.1561,245,1d,1y
RPSGVENT,0.2432,2.5607,246,1d,1y
RPTECH,0.1023,2.9516,39,1d,1y
RRKABEL,0.3928,3.0849,137,1d,1y
RSSOFTWARE,0.9626,3.2782,245,1d,1y
RSWM,0.0548,2.3068,246,1d,1y
RSYSTEMS,0.2301,2.2333,246,1d,1y
RTNINDIA,0.2572,3.4397,246,1d,1y
RTNPOWER,0.3942,3.7346,246,1d,1y
RUBYMILLS,0.0336,2.6078,246,1d,1y
RUCHINFRA,0.1921,2.486,246,1d,1y
RUCHIRA,0.058,2.2385,245,1d,1y
RUPA,0.061,1.9575,246,1d,1y
RUSHIL,0.0668,2.7907,246,1d,1y
RUSTOMJEE,0.1592,2.2918,246,1d,1y
RVHL,0.3315,3.4655,246,1d,1y
RVNL,0.5157,3.6849,246,1d,1y
S&SPOWER,0.8507,2.4875,245,1d,1y
SABEVENTS,0.3062,2.6939,245,1d,1y
SABTNL,-0.4095,13.9924,245,1d,1y
SADBHAV,0.5005,3.043,246,1d,1y
SADBHIN,0.2814,2.339,245,1d,1y
SADHNANIQ,-0.191,3.1331,232,1d,1y
SAFARI,0.2296,2.3449,246,1d,1y
SAGARDEEP,0.0681,2.8866,245,1d,1y
SAGCEM,0.0396,2.2655,246,1d,1y
SAH,0.0998,2.8871,245,1d,1y
SAHYADRI,-0.0153,2.6657,245,1d,1y
SAIL,0.263,2.4231,246,1d,1y
SAKAR,0.208,3.0369,246,1d,1y
SAKHTISUG,0.1704,3.4995,246,1d,1y
SAKSOFT,0.2554,3.1251,246,1d,1y
SAKUMA,0.3191,3.6425,246,1d,1y
SALASAR,0.4067,3.7093,246,1d,1y
SALONA,0.0832,2.5575,245,1d,1y
SALSTEEL,0.047,3.0921,246,1d,1y
SALZERELEC,0.4146,3.2433,246,1d,1y
SAMBHAAV,0.2663,3.7412,245,1d,1y
SAMHI,0.2413,2.8084,135,1d,1y
SAMPANN,0.1473,3.4351,245,1d,1y
SANCO,-0.0602,3.3142,245,1d,1y
SANDESH,0.1266,2.2201,246,1d,1y
SANDHAR,0.3685,2.5588,246,1d,1y
SANDUMA,0.362,3.972,145,1d,1y
SANGAMIND,0.2543,3.8104,245,1d,1y
SANGHIIND,0.1433,2.8965,246,1d,1y
SANGHVIMOV,0.5001,3.1661,246,1d,1y
SANGINITA,0.0765,3.515,245,1d,1y
SANOFI,0.1449,1.4144,246,1d,1y
SANSERA,0.1541,1.3735,246,1d,1y
SAPPHIRE,0.1115,1.658,245,1d,1y
SARDAEN,0.2798,2.8428,246,1d,1y
SAREGAMA,0.0903,2.4345,246,1d,1y
SARLAPOLY,0.1863,3.2213,246,1d,1y
SARVESHWAR,0.5395,3.5718,246,1d,1y
SASKEN,0.2871,2.741,245,1d,1y
SASTASUNDR,0.1241,3.0721,246,1d,1y
SATIA,0.0072,2.1697,246,1d,1y
SATIN,0.2232,2.8643,246,1d,1y
SATINDLTD,0.2013,3.1587,246,1d,1y
SAURASHCEM,-0.3125,3.5793,30,1d,1y
SBC,0.3068,3.1372,245,1d,1y
SBCL,0.0603,2.4634,246,1d,1y
SBFC,-0.0322,2.3193,160,1d,1y
SBGLP,0.6734,2.7921,245,1d,1y
SBICARD,-0.0115,1.3123,246,1d,1y
SBILIFE,0.1137,1.2799,246,1d,1y
SBIN,0.1482,1.2989,246,1d,1y
SCHAEFFLER,0.0338,1.7417,245,1d,1y
SCHAND,0.0332,2.9342,246,1d,1y
SCHNEIDER,0.6299,2.8581,246,1d,1y
SCI,0.365,3.0379,246,1d,1y
SCILAL,2.1828,7.7861,16,1d,1y
SCPL,-0.1802,3.2417,245,1d,1y
SDBL,0.2962,2.9951,246,1d,1y
SEAMECLTD,0.1666,2.5819,245,1d,1y
SECMARK,0.1315,4.1976,119,1d,1y
SECURCRED,-0.0546,4.2549,246,1d,1y
SECURKLOUD,0.1247,2.9751,245,1d,1y
SEJALLTD,0.2048,2.1653,245,1d,1y
SELAN,0.2825,2.5438,246,1d,1y
SELMC,-0.2836,1.7932,245,1d,1y
SEMAC,0.3734,2.5721,245,1d,1y
SENCO,0.3746,2.9697,183,1d,1y
SEPC,0.287,3.6329,246,1d,1y
SEQUENT,0.2231,2.9881,246,1d,1y
SERVOTECH,0.2549,5.6091,230,1d,1y
SESHAPAPER,0.0799,2.302,245,1d,1y
SETCO,0.1016,2.3392,246,1d,1y
SEYAIND,0.1513,2.6391,245,1d,1y
SFL,-0.0517,1.8783,246,1d,1y
SGIL,0.4309,2.6968,245,1d,1y
SGL,0.0429,3.4134,246,1d,1y
SHAH,0.1442,4.06,182,1d,1y
SHAHALLOYS,0.0773,3.1287,246,1d,1y
SHAILY,0.4045,2.9156,245,1d,1y
SHAKTIPUMP,0.4953,3.494,246,1d,1y
SHALBY,0.2538,2.7726,246,1d,1y
SHALPAINTS,0.052,2.5782,246,1d,1y
SHANKARA,0.0436,2.1249,246,1d,1y
SHANTI,0.0169,4.1538,245,1d,1y
SHANTIGEAR,0.1746,2.5373,246,1d,1y
SHARDACROP,-0.0822,1.9263,246,1d,1y
SHARDAMOTR,0.3646,2.6277,245,1d,1y
SHAREINDIA,0.1528,1.9294,245,1d,1y
SHEMAROO,0.1119,3.8283,246,1d,1y
SHILPAMED,0.2805,2.814,246,1d,1y
SHIVALIK,-0.1185,2.367,245,1d,1y
SHIVAMAUTO,0.2142,3.2848,245,1d,1y
SHIVAMILLS,0.0979,3.5313,246,1d,1y
SHIVATEX,0.1349,3.2456,245,1d,1y
SHK,0.2787,2.8167,246,1d,1y
SHOPERSTOP,0.0823,1.8157,246,1d,1y
SHRADHA,0.213,3.6797,245,1d,1y
SHREDIGCEM,0.2279,2.0908,246,1d,1y
SHREECEM,-0.0051,1.4609,245,1d,1y
SHREEPUSHK,0.0313,2.3846,246,1d,1y
SHREERAMA,0.3964,3.3196,245,1d,1y
SHRENIK,-0.0391,4.0151,245,1d,1y
SHREYANIND,0.1648,2.6056,246,1d,1y
SHREYAS,-0.0104,3.5315,246,1d,1y
SHRIPISTON,0.5352,3.0637,246,1d,1y
SHRIRAMFIN,0.2667,1.9699,245,1d,1y
SHRIRAMPPS,0.2573,3.1855,246,1d,1y
SHYAMCENT,0.0332,2.9642,245,1d,1y
SHYAMMETL,0.3067,2.1867,246,1d,1y
SHYAMTEL,0.0877,3.8194,245,1d,1y
SICALLOG,0.6465,3.4475,121,1d,1y
SIEMENS,0.2109,1.5671,246,1d,1y
SIGACHI,0.406,3.5135,246,1d,1y
SIGIND,0.2858,3.526,245,1d,1y
SIGMA,0.3311,3.1558,245,1d,1y
SIGNATURE,0.8042,2.4431,132,1d,1y
SIGNPOST,0.0727,4.6015,38,1d,1y
SIKKO,-0.0518,3.4534,245,1d,1y
SIL,-0.1064,1.7782,245,1d,1y
SILGO,0.2779,3.9946,245,1d,1y
SILINV,0.2011,2.6862,245,1d,1y
SILLYMONKS,-0.0377,3.1167,245,1d,1y
SILVERTUC,0.2847,2.5532,245,1d,1y
SIMBHALS,0.0749,3.6102,245,1d,1y
SIMPLEXINF,0.527,3.148,245,1d,1y
SINCLAIR,-7.0536,,2,1d,1y
SINDHUTRAD,0.0476,4.5218,200,1d,1y
SINTERCOM,0.0884,1.6085,245,1d,1y
SIRCA,0.0437,2.0329,246,1d,1y
SIS,0.0717,1.9212,246,1d,1y
SIYSIL,-0.0215,1.8194,245,1d,1y
SJS,0.1771,2.1359,246,1d,1y
SJVN,0.5598,4.0067,246,1d,1y
SKFINDIA,0.0343,1.4767,246,1d,1y
SKIPPER,0.472,3.872,246,1d,1y
SKMEGGPROD,0.306,3.5063,245,1d,1y
SKYGOLD,0.4899,4.0198,245,1d,1y
SMARTLINK,0.0512,2.0232,245,1d,1y
SMCGLOBAL,0.2753,2.2833,246,1d,1y
SMLISUZU,0.3416,3.2032,246,1d,1y
SMLT,0.1018,3.6615,245,1d,1y
SMSLIFE,0.0732,2.5539,246,1d,1y
SMSPHARMA,0.4253,2.7226,246,1d,1y
SNOWMAN,0.3161,2.8741,246,1d,1y
SOBHA,0.5238,3.1554,246,1d,1y
SOFTTECH,0.3318,3.1529,245,1d,1y
SOLARA,0.0377,2.7548,246,1d,1y
SOLARINDS,0.33,2.2579,246,1d,1y
SOMANYCERA,0.0761,2.2005,246,1d,1y
SOMATEX,0.0388,3.321,245,1d,1y
SOMICONVEY,0.4136,3.3978,246,1d,1y
SONACOMS,0.1737,2.0294,246,1d,1y
SONAMLTD,0.2928,2.8366,245,1d,1y
SONATSOFTW,0.2199,2.1642,246,1d,1y
SOTL,0.2464,2.5473,246,1d,1y
SOUTHBANK,0.2491,2.9491,246,1d,1y
SOUTHWEST,-0.0569,2.8382,246,1d,1y
SPAL,0.2443,2.7008,246,1d,1y
SPANDANA,0.183,2.5337,246,1d,1y
SPARC,0.3184,2.8518,246,1d,1y
SPCENET,0.2103,3.4296,246,1d,1y
SPECIALITY,-0.0308,2.316,245,1d,1y
SPENCERS,0.2168,3.3456,246,1d,1y
SPIC,0.0731,2.4152,246,1d,1y
SPLIL,-0.0107,2.5124,245,1d,1y
SPLPETRO,0.2243,2.195,245,1d,1y
SPMLINFRA,0.6795,2.993,245,1d,1y
