time,ltp,volume
2024-06-21 13:34:55.976,49.1,150
2024-06-21 13:34:56.148,49.05,600
2024-06-21 13:34:56.408,49.2,25
2024-06-21 13:34:57.111,49.1,50
2024-06-21 13:34:58.182,49.15,25
2024-06-21 13:34:59.232,49.1,25
2024-06-21 13:34:59.232,49.1,25
2024-06-21 13:35:00.128,49.2,25
2024-06-21 13:35:00.279,49.25,125
2024-06-21 13:35:01.268,49.05,25
2024-06-21 13:35:01.321,49.05,25
2024-06-21 13:35:01.730,49.0,25
2024-06-21 13:35:01.944,48.8,25
2024-06-21 13:35:02.224,49.0,50
2024-06-21 13:35:02.224,49.0,50
2024-06-21 13:35:03.118,49.0,50
2024-06-21 13:35:04.171,49.05,225
2024-06-21 13:35:04.171,49.05,225
2024-06-21 13:35:05.141,49.0,25
2024-06-21 13:35:05.141,49.0,25
2024-06-21 13:35:06.151,49.05,25
2024-06-21 13:35:07.121,49.1,25
2024-06-21 13:35:07.121,49.1,25
2024-06-21 13:35:08.247,49.1,25
2024-06-21 13:35:08.389,49.25,25
2024-06-21 13:35:08.695,49.1,250
2024-06-21 13:35:09.106,49.05,25
2024-06-21 13:35:09.925,49.45,25
2024-06-21 13:35:10.089,49.55,175
2024-06-21 13:35:10.490,49.35,275
2024-06-21 13:35:11.014,49.25,150
2024-06-21 13:35:12.156,49.3,50
2024-06-21 13:35:12.156,49.3,50
2024-06-21 13:35:13.028,49.35,25
2024-06-21 13:35:14.229,49.4,225
2024-06-21 13:35:14.372,49.4,25
2024-06-21 13:35:15.045,49.5,25
2024-06-21 13:35:15.603,49.5,25
2024-06-21 13:35:16.235,49.35,25
2024-06-21 13:35:16.235,49.35,25
2024-06-21 13:35:16.487,49.5,25
2024-06-21 13:35:16.487,49.5,25
2024-06-21 13:35:17.663,49.5,25
2024-06-21 13:35:18.074,49.4,25
2024-06-21 13:35:18.924,49.6,50
2024-06-21 13:35:19.908,49.75,25
2024-06-21 13:35:21.028,49.75,25
2024-06-21 13:35:21.028,49.75,25
2024-06-21 13:35:21.534,49.6,25
2024-06-21 13:35:21.534,49.6,25
2024-06-21 13:35:22.900,49.65,25
2024-06-21 13:35:22.900,49.65,25
2024-06-21 13:35:24.201,49.6,25
2024-06-21 13:35:24.417,49.6,25
2024-06-21 13:35:25.226,49.65,125
2024-06-21 13:35:25.226,49.65,125
2024-06-21 13:35:25.647,49.45,50
2024-06-21 13:35:26.247,49.35,25
2024-06-21 13:35:26.832,49.55,25
2024-06-21 13:35:26.832,49.55,25
2024-06-21 13:35:27.404,49.5,25
2024-06-21 13:35:28.259,49.3,25
2024-06-21 13:35:29.100,49.3,25
2024-06-21 13:35:30.209,49.2,25
2024-06-21 13:35:30.209,49.2,25
2024-06-21 13:35:31.229,49.15,200
2024-06-21 13:35:31.455,49.0,25
2024-06-21 13:35:31.455,49.0,25
2024-06-21 13:35:32.186,49.2,50
2024-06-21 13:35:32.186,49.2,50
2024-06-21 13:35:32.671,49.1,50
2024-06-21 13:35:32.671,49.1,50
2024-06-21 13:35:33.781,49.15,25
2024-06-21 13:35:34.159,49.2,25
2024-06-21 13:35:34.832,49.3,25
2024-06-21 13:35:35.272,49.3,75
2024-06-21 13:35:36.235,49.2,50
2024-06-21 13:35:36.235,49.2,50
2024-06-21 13:35:37.145,49.35,25
2024-06-21 13:35:37.751,49.4,25
2024-06-21 13:35:38.375,49.4,50
2024-06-21 13:35:38.798,49.35,25
2024-06-21 13:35:39.446,49.45,25
2024-06-21 13:35:39.939,49.25,25
2024-06-21 13:35:40.309,49.5,25
2024-06-21 13:35:40.991,49.5,100
2024-06-21 13:35:40.991,49.5,100
2024-06-21 13:35:42.048,49.25,25
2024-06-21 13:35:42.268,49.25,175
2024-06-21 13:35:43.197,49.4,25
2024-06-21 13:35:43.197,49.4,25
2024-06-21 13:35:44.308,49.35,50
2024-06-21 13:35:44.995,49.45,25
2024-06-21 13:35:46.022,49.45,25
2024-06-21 13:35:46.391,49.5,25
2024-06-21 13:35:46.987,49.4,100
2024-06-21 13:35:46.987,49.4,100
2024-06-21 13:35:47.768,49.5,500
2024-06-21 13:35:48.197,49.5,250
2024-06-21 13:35:48.464,49.5,25
2024-06-21 13:35:48.464,49.5,25
2024-06-21 13:35:48.464,49.5,25
2024-06-21 13:35:51.080,49.5,25
2024-06-21 13:35:51.105,49.45,25
2024-06-21 13:35:51.986,49.5,500
2024-06-21 13:35:52.484,49.5,25
2024-06-21 13:35:54.217,49.45,25
2024-06-21 13:35:54.217,49.45,25
2024-06-21 13:35:54.580,49.45,25
2024-06-21 13:35:54.580,49.45,25
2024-06-21 13:35:56.225,49.3,25
2024-06-21 13:35:56.502,49.1,25
2024-06-21 13:35:56.502,49.1,25
2024-06-21 13:35:57.117,49.2,75
2024-06-21 13:35:58.253,49.2,25
2024-06-21 13:35:58.494,49.25,25
2024-06-21 13:35:58.494,49.25,25
2024-06-21 13:36:00.013,49.2,25
2024-06-21 13:36:00.443,49.2,25
2024-06-21 13:36:01.252,49.25,25
2024-06-21 13:36:01.560,49.05,25
2024-06-21 13:36:01.714,49.05,25
2024-06-21 13:36:02.171,49.05,350
2024-06-21 13:36:02.944,49.25,25
2024-06-21 13:36:02.944,49.25,25
2024-06-21 13:36:03.509,49.3,75
2024-06-21 13:36:04.122,49.25,100
2024-06-21 13:36:05.235,49.3,25
2024-06-21 13:36:06.292,49.25,25
2024-06-21 13:36:07.021,49.2,50
2024-06-21 13:36:07.021,49.2,50
2024-06-21 13:36:07.500,49.15,25
2024-06-21 13:36:09.241,49.2,25
2024-06-21 13:36:10.154,49.3,25
2024-06-21 13:36:10.463,49.3,25
2024-06-21 13:36:11.038,49.3,25
2024-06-21 13:36:11.655,49.55,175
2024-06-21 13:36:11.950,49.4,25
2024-06-21 13:36:11.950,49.4,25
2024-06-21 13:36:13.016,49.55,25
2024-06-21 13:36:13.016,49.55,25
2024-06-21 13:36:13.736,49.5,25
2024-06-21 13:36:14.919,49.45,25
2024-06-21 13:36:15.446,49.6,25
2024-06-21 13:36:16.203,49.35,100
2024-06-21 13:36:16.203,49.35,100
2024-06-21 13:36:16.581,49.35,100
2024-06-21 13:36:16.581,49.35,100
2024-06-21 13:36:17.793,49.45,25
2024-06-21 13:36:17.793,49.45,25
2024-06-21 13:36:19.317,49.5,25
2024-06-21 13:36:19.317,49.5,25
2024-06-21 13:36:20.252,49.25,650
2024-06-21 13:36:20.653,49.35,175
2024-06-21 13:36:21.255,49.0,100
2024-06-21 13:36:21.255,49.0,100
2024-06-21 13:36:22.285,49.25,25
2024-06-21 13:36:22.285,49.25,25
2024-06-21 13:36:23.245,49.0,25
2024-06-21 13:36:24.196,49.3,25
2024-06-21 13:36:25.065,49.45,25
2024-06-21 13:36:26.344,49.35,50
2024-06-21 13:36:26.992,49.35,25
2024-06-21 13:36:26.992,49.35,25
2024-06-21 13:36:28.321,49.45,25
2024-06-21 13:36:28.321,49.45,25
2024-06-21 13:36:28.895,49.45,25
2024-06-21 13:36:29.198,49.25,25
2024-06-21 13:36:29.846,49.45,100
2024-06-21 13:36:31.247,49.45,25
2024-06-21 13:36:32.141,49.4,25
2024-06-21 13:36:33.021,49.5,75
2024-06-21 13:36:34.303,49.35,25
2024-06-21 13:36:35.124,49.2,25
2024-06-21 13:36:36.307,49.2,25
2024-06-21 13:36:36.534,49.05,25
2024-06-21 13:36:37.248,49.45,25
2024-06-21 13:36:37.519,49.4,425
2024-06-21 13:36:37.739,49.4,75
2024-06-21 13:36:37.739,49.4,75
2024-06-21 13:36:38.986,49.45,50
2024-06-21 13:36:39.271,49.4,25
2024-06-21 13:36:40.065,49.35,25
2024-06-21 13:36:40.963,49.45,25
2024-06-21 13:36:42.279,49.35,25
2024-06-21 13:36:42.322,49.4,25
2024-06-21 13:36:42.978,49.5,800
2024-06-21 13:36:43.158,49.6,25
2024-06-21 13:36:43.779,49.45,25
2024-06-21 13:36:44.680,49.65,50
2024-06-21 13:36:45.129,49.8,25
2024-06-21 13:36:45.349,49.7,25
2024-06-21 13:36:46.158,49.8,25
2024-06-21 13:36:46.678,49.75,50
2024-06-21 13:36:46.678,49.75,50
2024-06-21 13:36:46.678,49.75,50
2024-06-21 13:36:48.068,49.95,25
2024-06-21 13:36:48.068,49.95,25
2024-06-21 13:36:50.064,49.85,25
2024-06-21 13:36:50.245,49.85,50
2024-06-21 13:36:50.245,49.85,50
2024-06-21 13:36:51.230,49.8,25
2024-06-21 13:36:51.666,49.8,25
2024-06-21 13:36:52.062,49.75,25
2024-06-21 13:36:52.402,49.85,25
2024-06-21 13:36:52.402,49.85,25
2024-06-21 13:36:53.186,49.9,150
2024-06-21 13:36:53.844,49.9,25
2024-06-21 13:36:54.224,49.9,25
2024-06-21 13:36:54.224,49.9,25
2024-06-21 13:36:55.293,49.85,25
2024-06-21 13:36:56.159,49.95,225
2024-06-21 13:36:56.159,49.95,225
2024-06-21 13:36:57.108,50.05,25
2024-06-21 13:36:57.484,50.2,25
2024-06-21 13:36:57.793,50.45,175
2024-06-21 13:36:59.305,50.4,50
2024-06-21 13:36:59.702,50.25,125
2024-06-21 13:37:00.292,50.15,25
2024-06-21 13:37:00.526,50.1,25
2024-06-21 13:37:01.117,50.2,25
2024-06-21 13:37:01.768,50.45,25
2024-06-21 13:37:01.768,50.45,25
2024-06-21 13:37:02.128,50.4,25
2024-06-21 13:37:03.076,50.4,25
2024-06-21 13:37:04.331,50.55,250
2024-06-21 13:37:05.321,50.5,25
2024-06-21 13:37:05.321,50.5,25
2024-06-21 13:37:06.117,50.5,75
2024-06-21 13:37:06.545,50.4,225
2024-06-21 13:37:07.225,50.4,25
2024-06-21 13:37:07.794,50.3,25
2024-06-21 13:37:07.794,50.3,25
2024-06-21 13:37:07.794,50.3,25
2024-06-21 13:37:09.139,50.5,25
2024-06-21 13:37:09.139,50.5,25
2024-06-21 13:37:09.597,50.5,50
2024-06-21 13:37:10.241,50.65,175
2024-06-21 13:37:11.073,50.5,25
2024-06-21 13:37:12.213,50.45,25
2024-06-21 13:37:12.213,50.45,25
2024-06-21 13:37:12.502,50.45,25
2024-06-21 13:37:12.502,50.45,25
2024-06-21 13:37:14.318,50.55,25
2024-06-21 13:37:14.552,50.55,25
2024-06-21 13:37:15.278,50.8,25
2024-06-21 13:37:15.377,50.9,25
2024-06-21 13:37:16.283,50.9,25
2024-06-21 13:37:16.542,50.9,50
2024-06-21 13:37:17.094,51.0,25
2024-06-21 13:37:17.404,51.05,25
2024-06-21 13:37:17.967,51.15,25
2024-06-21 13:37:18.120,51.1,150
2024-06-21 13:37:19.052,51.4,200
2024-06-21 13:37:19.297,51.45,75
2024-06-21 13:37:20.267,51.25,25
2024-06-21 13:37:21.322,51.25,225
2024-06-21 13:37:21.322,51.25,225
2024-06-21 13:37:22.235,51.35,200
2024-06-21 13:37:22.391,51.35,100
2024-06-21 13:37:23.065,51.2,25
2024-06-21 13:37:24.180,51.35,225
2024-06-21 13:37:24.526,51.25,25
2024-06-21 13:37:25.147,51.3,25
2024-06-21 13:37:25.147,51.3,25
2024-06-21 13:37:26.255,51.45,400
2024-06-21 13:37:26.580,51.5,50
2024-06-21 13:37:26.580,51.5,50
2024-06-21 13:37:27.481,51.45,25
2024-06-21 13:37:27.894,51.5,25
2024-06-21 13:37:28.115,51.55,25
2024-06-21 13:37:29.428,52.25,25
2024-06-21 13:37:30.544,52.4,25
2024-06-21 13:37:30.768,52.35,25
2024-06-21 13:37:31.339,52.15,25
2024-06-21 13:37:31.824,52.0,125
2024-06-21 13:37:31.930,52.0,50
2024-06-21 13:37:32.751,52.0,50
2024-06-21 13:37:33.015,51.9,425
2024-06-21 13:37:33.107,51.9,25
2024-06-21 13:37:34.255,52.05,25
2024-06-21 13:37:34.854,51.95,75
2024-06-21 13:37:34.854,51.95,75
2024-06-21 13:37:36.239,51.85,50
2024-06-21 13:37:36.239,51.85,50
2024-06-21 13:37:37.217,51.65,25
2024-06-21 13:37:37.538,51.8,25
2024-06-21 13:37:38.108,51.6,25
2024-06-21 13:37:38.615,51.7,25
2024-06-21 13:37:39.358,51.75,200
2024-06-21 13:37:39.776,51.75,100
2024-06-21 13:37:40.366,51.65,75
2024-06-21 13:37:41.105,51.85,25
2024-06-21 13:37:41.105,51.85,25
2024-06-21 13:37:41.917,51.75,25
2024-06-21 13:37:43.192,51.7,25
2024-06-21 13:37:43.192,51.7,25
2024-06-21 13:37:44.338,51.65,25
2024-06-21 13:37:44.463,51.65,25
2024-06-21 13:37:45.325,51.7,25
2024-06-21 13:37:45.400,51.6,25
2024-06-21 13:37:46.309,51.5,25
2024-06-21 13:37:46.309,51.5,25
2024-06-21 13:37:47.362,51.7,25
2024-06-21 13:37:47.362,51.7,25
2024-06-21 13:37:48.164,51.65,25
2024-06-21 13:37:48.369,51.5,75
2024-06-21 13:37:49.253,51.55,50
2024-06-21 13:37:49.551,51.45,150
2024-06-21 13:37:50.063,51.65,25
2024-06-21 13:37:50.063,51.65,25
2024-06-21 13:37:51.102,51.65,25
2024-06-21 13:37:51.601,51.75,125
2024-06-21 13:37:52.117,51.75,50
2024-06-21 13:37:52.117,51.75,50
2024-06-21 13:37:53.368,51.95,25
2024-06-21 13:37:54.123,52.0,25
2024-06-21 13:37:54.888,52.1,25
2024-06-21 13:37:54.888,52.1,25
2024-06-21 13:37:56.198,52.15,50
2024-06-21 13:37:56.198,52.15,50
2024-06-21 13:37:57.250,52.05,25
2024-06-21 13:37:57.426,52.2,25
2024-06-21 13:37:57.426,52.2,25
2024-06-21 13:37:58.535,52.45,25
2024-06-21 13:37:59.344,52.25,25
2024-06-21 13:38:00.068,52.1,25
2024-06-21 13:38:00.363,52.2,75
2024-06-21 13:38:01.056,52.15,125
2024-06-21 13:38:01.322,52.5,900
2024-06-21 13:38:01.687,52.4,50
2024-06-21 13:38:02.262,52.5,200
2024-06-21 13:38:03.047,52.4,25
2024-06-21 13:38:03.622,52.4,250
2024-06-21 13:38:04.078,52.4,50
2024-06-21 13:38:04.510,52.35,25
2024-06-21 13:38:05.268,52.15,100
2024-06-21 13:38:05.642,52.25,25
2024-06-21 13:38:06.374,52.4,25
2024-06-21 13:38:06.740,52.3,25
2024-06-21 13:38:07.238,52.3,25
2024-06-21 13:38:07.827,52.25,125
2024-06-21 13:38:08.087,52.25,25
2024-06-21 13:38:09.054,52.35,25
2024-06-21 13:38:09.269,52.35,25
2024-06-21 13:38:10.264,52.15,25
2024-06-21 13:38:10.554,52.0,25
2024-06-21 13:38:11.486,51.75,175
2024-06-21 13:38:12.230,51.8,25
2024-06-21 13:38:12.230,51.8,25
2024-06-21 13:38:13.092,51.75,25
2024-06-21 13:38:13.550,51.95,25
2024-06-21 13:38:14.119,51.95,25
2024-06-21 13:38:14.538,51.95,175
2024-06-21 13:38:14.914,51.95,75
2024-06-21 13:38:16.183,51.8,150
2024-06-21 13:38:16.484,52.0,25
2024-06-21 13:38:17.125,51.9,25
2024-06-21 13:38:17.588,51.6,25
2024-06-21 13:38:18.043,51.6,25
2024-06-21 13:38:18.343,51.4,25
2024-06-21 13:38:19.346,51.45,50
2024-06-21 13:38:19.886,51.7,25
2024-06-21 13:38:19.886,51.7,25
2024-06-21 13:38:20.346,51.7,25
2024-06-21 13:38:20.346,51.7,25
2024-06-21 13:38:21.443,51.8,25
2024-06-21 13:38:22.203,51.6,50
2024-06-21 13:38:22.445,51.45,25
2024-06-21 13:38:23.122,51.45,25
2024-06-21 13:38:23.122,51.45,25
2024-06-21 13:38:24.298,51.6,50
2024-06-21 13:38:24.645,51.6,50
2024-06-21 13:38:24.866,51.7,25
2024-06-21 13:38:25.983,51.8,425
2024-06-21 13:38:25.983,51.8,425
2024-06-21 13:38:27.273,51.85,25
2024-06-21 13:38:27.404,51.85,25
2024-06-21 13:38:28.107,51.75,300
2024-06-21 13:38:28.107,51.75,300
2024-06-21 13:38:29.079,51.85,725
2024-06-21 13:38:29.482,51.8,25
2024-06-21 13:38:30.012,51.65,50
2024-06-21 13:38:30.527,51.45,375
2024-06-21 13:38:31.339,51.55,50
2024-06-21 13:38:31.645,51.4,25
2024-06-21 13:38:31.753,51.5,25
2024-06-21 13:38:32.204,51.55,50
2024-06-21 13:38:32.204,51.55,50
2024-06-21 13:38:32.204,51.55,50
2024-06-21 13:38:33.388,51.5,25
2024-06-21 13:38:34.328,51.4,375
2024-06-21 13:38:35.375,51.55,200
2024-06-21 13:38:35.375,51.55,200
2024-06-21 13:38:36.320,51.8,100
2024-06-21 13:38:36.511,51.8,25
2024-06-21 13:38:37.153,51.75,25
2024-06-21 13:38:37.518,52.0,25
2024-06-21 13:38:38.376,51.95,50
2024-06-21 13:38:38.721,51.75,50
2024-06-21 13:38:39.103,51.95,25
2024-06-21 13:38:39.396,51.75,25
2024-06-21 13:38:40.347,51.9,25
2024-06-21 13:38:40.988,51.9,25
2024-06-21 13:38:40.988,51.9,25
2024-06-21 13:38:42.117,51.75,25
2024-06-21 13:38:43.406,51.45,50
2024-06-21 13:38:43.406,51.45,50
2024-06-21 13:38:44.329,51.5,25
2024-06-21 13:38:44.523,51.5,25
2024-06-21 13:38:45.387,51.35,50
2024-06-21 13:38:45.627,51.35,25
2024-06-21 13:38:46.413,51.45,25
2024-06-21 13:38:46.464,51.55,225
2024-06-21 13:38:47.198,51.6,25
2024-06-21 13:38:47.427,51.6,25
2024-06-21 13:38:47.427,51.6,25
2024-06-21 13:38:48.173,51.6,25
2024-06-21 13:38:48.995,51.7,25
2024-06-21 13:38:49.817,51.75,50
2024-06-21 13:38:49.817,51.75,50
2024-06-21 13:38:51.487,51.5,25
2024-06-21 13:38:51.641,51.65,450
2024-06-21 13:38:52.574,51.5,50
2024-06-21 13:38:53.235,51.7,25
2024-06-21 13:38:53.724,51.5,125
2024-06-21 13:38:54.165,51.65,50
2024-06-21 13:38:54.520,51.65,25
2024-06-21 13:38:55.120,51.55,25
2024-06-21 13:38:55.906,51.7,250
2024-06-21 13:38:55.979,51.6,75
2024-06-21 13:38:56.350,51.7,25
2024-06-21 13:38:57.205,51.7,275
2024-06-21 13:38:57.205,51.7,275
2024-06-21 13:38:58.283,51.7,25
2024-06-21 13:38:59.370,51.7,75
2024-06-21 13:38:59.492,51.7,25
2024-06-21 13:39:00.186,51.7,25
2024-06-21 13:39:00.723,51.6,100
2024-06-21 13:39:01.331,51.7,25
2024-06-21 13:39:01.331,51.7,25
2024-06-21 13:39:01.681,51.55,75
2024-06-21 13:39:02.212,51.5,25
2024-06-21 13:39:02.212,51.5,25
2024-06-21 13:39:03.276,51.35,25
2024-06-21 13:39:03.690,51.1,100
2024-06-21 13:39:04.221,51.2,100
2024-06-21 13:39:04.735,51.3,50
2024-06-21 13:39:05.161,51.3,25
2024-06-21 13:39:05.939,51.25,25
2024-06-21 13:39:06.117,51.1,100
2024-06-21 13:39:06.117,51.1,100
2024-06-21 13:39:07.257,50.8,25
2024-06-21 13:39:07.257,50.8,25
2024-06-21 13:39:08.412,50.85,25
2024-06-21 13:39:08.442,50.9,200
2024-06-21 13:39:09.296,51.0,25
2024-06-21 13:39:09.530,51.0,100
2024-06-21 13:39:10.295,51.1,25
2024-06-21 13:39:10.510,51.3,25
2024-06-21 13:39:11.360,51.05,100
2024-06-21 13:39:11.717,51.15,25
