name,avg_return,avg_volatility,len,interval,period
SIGACHI,-0.0012,0.1905,2571,1m,7d
SIGIND,0.0063,0.5119,821,1m,7d
SIGMA,-0.0046,0.2421,1455,1m,7d
SIGNATURE,-0.0011,0.1564,2258,1m,7d
SIGNPOST,-0.007,0.2986,1521,1m,7d
SIKKO,-0.0053,0.6531,817,1m,7d
SIL,0.0008,0.4463,1148,1m,7d
SILGO,0.0287,1.3739,541,1m,7d
SILINV,-0.0006,0.3317,899,1m,7d
SILLYMONKS,0.0454,2.0041,224,1m,7d
SILVERTUC,0.0095,0.294,662,1m,7d
SIMBHALS,0.0045,0.4213,1069,1m,7d
SIMPLEXINF,0.0768,0.4682,191,1m,7d
SINCLAIR,-0.0134,0.4324,509,1m,7d
SINDHUTRAD,-0.0059,0.2397,2181,1m,7d
SINTERCOM,-0.0073,0.3757,601,1m,7d
SIRCA,0.0004,0.1558,2163,1m,7d
SIS,0.0021,0.1592,1486,1m,7d
SIYSIL,0.0004,0.1043,2523,1m,7d
SJS,0.0002,0.1275,2051,1m,7d
SJVN,-0.0011,0.1237,2622,1m,7d
SKFINDIA,0.0026,0.1133,2119,1m,7d
SKIPPER,-0.0007,0.1937,2570,1m,7d
SKMEGGPROD,0.0092,0.3389,2114,1m,7d
SKYGOLD,0.0047,0.8238,1267,1m,7d
SMARTLINK,0.0014,0.4159,709,1m,7d
SMCGLOBAL,0.0057,0.2469,2123,1m,7d
SMLISUZU,-0.0003,0.1977,2072,1m,7d
SMLT,-0.0005,0.6207,898,1m,7d
SMSLIFE,-0.001,0.6463,461,1m,7d
SMSPHARMA,0.0033,0.2366,2373,1m,7d
SNOWMAN,-0.0016,0.1411,2516,1m,7d
SOBHA,0.0011,0.1774,2595,1m,7d
SOFTTECH,0.0255,1.3078,237,1m,7d
SOLARA,0.0002,0.1625,2438,1m,7d
SOLARINDS,-0.001,0.098,2618,1m,7d
SOMANYCERA,0.001,0.1825,2108,1m,7d
SOMATEX,-0.015,0.8006,491,1m,7d
SOMICONVEY,-0.1933,0.7043,41,1m,7d
SONACOMS,0.0001,0.1381,2622,1m,7d
SONAMLTD,-0.0059,0.7307,322,1m,7d
SONATSOFTW,-0.0,0.1132,2615,1m,7d
SOTL,0.0004,0.1697,2273,1m,7d
SOUTHBANK,-0.0002,0.1617,2622,1m,7d
SOUTHWEST,0.0006,0.5947,1029,1m,7d
SPAL,-0.0005,0.2452,1213,1m,7d
SPANDANA,0.001,0.1317,2478,1m,7d
SPARC,0.003,0.2819,2449,1m,7d
SPCENET,0.0037,0.2846,1875,1m,7d
SPECIALITY,-0.0002,0.2427,1598,1m,7d
SPENCERS,-0.0024,0.2352,1646,1m,7d
SPIC,0.0002,0.1489,2470,1m,7d
SPLIL,-0.0023,0.5187,848,1m,7d
SPLPETRO,-0.0004,0.1713,1861,1m,7d
SPMLINFRA,-0.0024,0.4541,856,1m,7d
SPORTKING,0.003,0.2577,1099,1m,7d
SPYL,0.3226,0.7556,39,1m,7d
SREEL,0.0032,0.3124,1097,1m,7d
SRF,0.0002,0.0801,2620,1m,7d
SRGHFL,0.0027,0.6662,285,1m,7d
SRHHYPOLTD,-0.0008,0.2301,1366,1m,7d
SRM,-0.0004,0.3409,2290,1m,7d
SRPL,0.0069,2.2254,1845,1m,7d
SSWL,-0.0013,0.1728,2283,1m,7d
STAR,0.0009,0.1193,2501,1m,7d
STARCEMENT,-0.0018,0.1491,2419,1m,7d
STARHEALTH,-0.0008,0.099,2596,1m,7d
STARPAPER,0.0021,0.2581,1005,1m,7d
STARTECK,-0.0524,0.8498,29,1m,7d
STCINDIA,0.0016,0.2594,1743,1m,7d
STEELCAS,-0.0021,0.3256,1234,1m,7d
STEELCITY,0.0009,0.3722,794,1m,7d
STEELXIND,0.0,0.2869,2610,1m,7d
STEL,0.003,0.4823,1130,1m,7d
STERTOOLS,-0.0011,0.1818,1580,1m,7d
STLTECH,0.0025,0.1858,2612,1m,7d
STOVEKRAFT,-0.0002,0.1458,2106,1m,7d
STYLAMIND,0.0011,0.1614,1996,1m,7d
STYRENIX,0.0015,0.1566,1796,1m,7d
SUBEXLTD,-0.0022,0.1808,2604,1m,7d
SUBROS,0.0038,0.1525,2501,1m,7d
SUDARSCHEM,-0.0003,0.1369,2495,1m,7d
SUKHJITS,-0.0001,0.28,793,1m,7d
SULA,0.0008,0.1444,2605,1m,7d
SUMEETINDS,-0.0234,0.8533,661,1m,7d
SUMICHEM,0.0044,0.1317,2557,1m,7d
SUMIT,0.0202,0.6911,923,1m,7d
SUMMITSEC,-0.0024,0.3554,776,1m,7d
SUNCLAY,0.0052,0.3087,1000,1m,7d
SUNDARAM,0.0054,1.0271,2280,1m,7d
SUNDARMFIN,0.0028,0.1351,2618,1m,7d
SUNDARMHLD,0.0086,0.2774,2233,1m,7d
SUNDRMBRAK,-0.008,0.6664,273,1m,7d
SUNDRMFAST,0.0013,0.1305,2421,1m,7d
SUNFLAG,0.0033,0.196,2064,1m,7d
SUNPHARMA,-0.0016,0.0869,2622,1m,7d
SUNTECK,-0.0002,0.1244,2527,1m,7d
SUNTV,0.0002,0.09,2603,1m,7d
SUPERHOUSE,0.0087,0.4573,723,1m,7d
SUPERSPIN,-0.0026,1.0534,256,1m,7d
SUPRAJIT,0.0016,0.1301,2363,1m,7d
SUPREMEENG,-0.0789,0.6904,232,1m,7d
SUPREMEIND,0.0011,0.1242,2605,1m,7d
SUPREMEINF,0.1311,0.8368,112,1m,7d
SUPRIYA,0.0005,0.1449,2509,1m,7d
SURAJEST,0.0036,0.2206,2050,1m,7d
SURANASOL,-0.0003,0.2728,2416,1m,7d
SURANAT&P,0.0066,0.6111,597,1m,7d
SURYALAXMI,0.0026,0.6553,565,1m,7d
SURYAROSNI,0.0029,0.2087,2542,1m,7d
SURYODAY,0.0054,0.2436,2505,1m,7d
SUTLEJTEX,-0.0034,0.2307,1150,1m,7d
SUULD,0.0148,0.6312,1416,1m,7d
SUVEN,0.0042,0.4901,1699,1m,7d
SUVENPHAR,-0.0023,0.1257,2616,1m,7d
SUVIDHAA,-0.0014,1.1544,1705,1m,7d
SUZLON,0.0001,0.1683,2620,1m,7d
SVLL,0.0034,1.6359,68,1m,7d
SVPGLOB,0.0054,0.6056,711,1m,7d
SWANENERGY,-0.0012,0.156,2617,1m,7d
SWARAJENG,0.0014,0.1502,1843,1m,7d
SWELECTES,0.0005,0.3127,2002,1m,7d
SWSOLAR,-0.0022,0.1403,2614,1m,7d
SYMPHONY,0.0007,0.124,2569,1m,7d
SYNCOMF,0.0008,0.3995,2446,1m,7d
SYNGENE,0.0015,0.0898,2614,1m,7d
SYRMA,-0.0002,0.1198,2568,1m,7d
TAINWALCHM,-0.0033,0.8048,468,1m,7d
TAJGVK,-0.0016,0.1478,2427,1m,7d
TAKE,0.0017,0.2851,1815,1m,7d
TALBROAUTO,0.0027,0.4969,1843,1m,7d
TANLA,0.0025,0.1478,2612,1m,7d
TARAPUR,0.299,0.6814,42,1m,7d
TARC,-0.0008,0.4416,1723,1m,7d
TARMAT,0.0041,0.7853,237,1m,7d
TARSONS,0.0021,0.1395,2265,1m,7d
TASTYBITE,-0.0022,0.2248,886,1m,7d
TATACHEM,0.0019,0.1247,2622,1m,7d
TATACOMM,-0.0023,0.0854,2619,1m,7d
TATACONSUM,0.0007,0.0721,2622,1m,7d
TATAELXSI,0.0003,0.0964,2621,1m,7d
TATAINVEST,-0.0012,0.2971,2572,1m,7d
TATAMOTORS,0.0008,0.0654,2622,1m,7d
TATAMTRDVR,0.0006,0.0697,2620,1m,7d
TATAPOWER,0.0024,0.0881,2622,1m,7d
TATASTEEL,-0.0002,0.0922,2622,1m,7d
TATATECH,-0.0008,0.1148,2622,1m,7d
TATVA,0.005,0.187,1980,1m,7d
TBZ,0.0017,0.1984,1783,1m,7d
TCI,-0.0001,0.202,1909,1m,7d
TCIEXP,-0.0001,0.125,1928,1m,7d
TCLCONS,0.0024,1.2904,377,1m,7d
TCNSBRANDS,-0.001,0.1587,1482,1m,7d
TCPLPACK,-0.0008,0.2771,1055,1m,7d
TCS,0.0014,0.0633,2622,1m,7d
TDPOWERSYS,-0.002,0.1564,2543,1m,7d
TEAMLEASE,0.0058,0.1818,2049,1m,7d
TECHIN,-0.2381,1.1565,40,1m,7d
TECHM,-0.0002,0.0689,2622,1m,7d
TECHNOE,0.0005,0.1543,2577,1m,7d
TECILCHEM,0.1372,2.5235,90,1m,7d
TEGA,0.0019,0.1656,2145,1m,7d
TEJASNET,0.0018,0.162,2619,1m,7d
TEMBO,-0.0044,0.4126,649,1m,7d
TERASOFT,0.0024,0.8535,282,1m,7d
TEXINFRA,-0.0014,0.1846,1918,1m,7d
TEXMOPIPES,0.0002,0.2834,1624,1m,7d
TEXRAIL,0.0002,0.1197,2614,1m,7d
TFCILTD,-0.0018,0.2336,2567,1m,7d
TFL,0.001,0.7469,896,1m,7d
TGBHOTELS,-0.0025,1.0243,619,1m,7d
THANGAMAYL,-0.0011,0.1772,2168,1m,7d
THEINVEST,0.0234,1.2332,243,1m,7d
THEJO,0.0015,0.3506,1459,1m,7d
THEMISMED,-0.0039,0.2956,1205,1m,7d
THERMAX,0.0019,0.118,2613,1m,7d
THOMASCOOK,0.0016,0.1617,2574,1m,7d
THOMASCOTT,-0.0338,1.0341,530,1m,7d
THYROCARE,0.0016,0.1535,1954,1m,7d
TI,0.0034,0.1556,2466,1m,7d
TIDEWATER,0.0009,0.1674,2169,1m,7d
TIIL,-0.0014,0.2908,1707,1m,7d
TIINDIA,-0.0022,0.1004,2613,1m,7d
TIJARIA,0.276,0.6708,41,1m,7d
TIL,0.8441,1.0114,15,1m,7d
TIMESGTY,0.0198,1.1856,107,1m,7d
TIMETECHNO,0.0013,0.1665,2610,1m,7d
TIMKEN,0.0003,0.1006,2243,1m,7d
TIPSFILMS,0.0173,1.2578,302,1m,7d
TIPSINDLTD,-0.0008,0.1319,2559,1m,7d
TIRUMALCHM,0.0039,0.1978,2396,1m,7d
TIRUPATIFL,-0.0008,0.7791,2303,1m,7d
TITAGARH,-0.0004,0.0999,2620,1m,7d
TITAN,-0.0011,0.074,2622,1m,7d
TMB,-0.0,0.1054,2318,1m,7d
TNPETRO,0.0001,0.1689,2018,1m,7d
TNPL,0.0005,0.1276,2193,1m,7d
TNTELE,0.0036,1.9064,406,1m,7d
TOKYOPLAST,0.004,0.5306,571,1m,7d
TORNTPHARM,-0.001,0.0805,2606,1m,7d
TORNTPOWER,0.0029,0.1468,2621,1m,7d
TOTAL,0.0008,0.5783,736,1m,7d
TOUCHWOOD,0.0077,1.0192,245,1m,7d
TPHQ,-0.0033,1.8737,2339,1m,7d
TPLPLASTEH,0.0037,0.3127,2109,1m,7d
TRACXN,0.0019,0.1743,2530,1m,7d
TREEHOUSE,-0.0022,2.0165,404,1m,7d
TREJHARA,0.0587,0.9083,273,1m,7d
TREL,-0.0019,0.2408,1867,1m,7d
TRENT,0.0019,0.0965,2622,1m,7d
TRF,0.048,0.7346,42,1m,7d
TRIDENT,0.0004,0.1287,2621,1m,7d
TRIGYN,0.0076,0.2963,1799,1m,7d
TRIL,0.0115,0.3565,2498,1m,7d
TRITURBINE,-0.0006,0.1567,2615,1m,7d
TRIVENI,-0.0001,0.1057,2560,1m,7d
TRU,0.0027,0.2873,1843,1m,7d
TTKHLTCARE,-0.0006,0.2961,1246,1m,7d
TTKPRESTIG,-0.0,0.1033,2589,1m,7d
TTL,0.0024,0.411,858,1m,7d
TTML,-0.0012,0.1142,2615,1m,7d
TV18BRDCST,-0.0005,0.1691,2614,1m,7d
TVSELECT,-0.0013,0.1835,1941,1m,7d
TVSHLTD,-0.0014,0.139,1354,1m,7d
TVSMOTOR,-0.0016,0.0754,2621,1m,7d
TVSSCS,0.0008,0.1257,2554,1m,7d
TVSSRICHAK,0.0071,0.2133,1800,1m,7d
TVTODAY,0.0013,0.1539,2004,1m,7d
TVVISION,-0.0,3.1397,221,1m,7d
UBL,0.0011,0.0968,2610,1m,7d
UCAL,0.0035,0.3105,846,1m,7d
UCOBANK,-0.0,0.1322,2621,1m,7d
UDS,-0.0031,0.1504,2127,1m,7d
UFLEX,-0.0009,0.1276,1476,1m,7d
UFO,-0.0023,0.198,1839,1m,7d
UGARSUGAR,0.0027,0.2067,2208,1m,7d
UGROCAP,0.003,0.1779,1862,1m,7d
UJJIVAN,0.0008,0.1191,2587,1m,7d
UJJIVANSFB,0.0019,0.1448,2621,1m,7d
ULTRACEMCO,-0.0024,0.0657,2621,1m,7d
UMAEXPORTS,0.0092,0.8148,1194,1m,7d
UMANGDAIRY,-0.0019,0.388,1211,1m,7d
UMESLTD,0.0107,1.7282,528,1m,7d
UNICHEMLAB,0.0062,0.2518,1316,1m,7d
UNIDT,0.0013,0.2986,948,1m,7d
UNIENTER,0.0084,0.4347,605,1m,7d
UNIINFO,-0.0607,1.5346,161,1m,7d
UNIONBANK,-0.0019,0.1007,2621,1m,7d
UNIPARTS,-0.0002,0.1187,2304,1m,7d
UNITECH,-0.0057,0.4893,2508,1m,7d
UNITEDPOLY,0.0005,0.7221,800,1m,7d
UNITEDTEA,0.0123,0.5377,321,1m,7d
UNIVASTU,0.0015,0.6976,359,1m,7d
UNIVCABLES,0.003,0.2542,1432,1m,7d
UNIVPHOTO,0.028,0.7136,313,1m,7d
UNOMINDA,0.0019,0.1269,2620,1m,7d
UPL,0.0024,0.1048,2621,1m,7d
URAVI,-0.0112,0.4763,749,1m,7d
URJA,0.0018,0.308,2603,1m,7d
USHAMART,-0.0,0.1452,2570,1m,7d
USK,0.0059,0.6683,599,1m,7d
UTIAMC,0.0031,0.1222,2462,1m,7d
UTKARSHBNK,0.0024,0.1092,2618,1m,7d
UTTAMSUGAR,0.0017,0.1858,1643,1m,7d
V2RETAIL,0.0001,0.8133,1049,1m,7d
VADILALIND,-0.0043,0.1757,1736,1m,7d
VAIBHAVGBL,-0.0021,0.1287,2571,1m,7d
VAISHALI,0.0069,0.4376,1414,1m,7d
VAKRANGEE,0.0049,0.2446,2617,1m,7d
VALIANTLAB,0.0062,0.3399,1189,1m,7d
VALIANTORG,0.0025,0.182,2006,1m,7d
VARDHACRLC,0.0021,0.3375,1129,1m,7d
VARDMNPOLY,-0.0157,0.5963,42,1m,7d
VARROC,-0.0034,0.1324,2549,1m,7d
VASCONEQ,0.0013,0.1921,2429,1m,7d
VASWANI,0.0038,0.8724,331,1m,7d
VBL,-0.0001,0.1098,2622,1m,7d
VEDL,0.008,0.168,2622,1m,7d
VENKEYS,0.0047,0.1627,2143,1m,7d
VENUSPIPES,0.0013,0.1715,2470,1m,7d
VENUSREM,-0.0049,0.2291,1065,1m,7d
VERANDA,0.0004,0.2589,1537,1m,7d
VERTOZ,0.0058,0.5818,1202,1m,7d
VESUVIUS,-0.0012,0.1573,2127,1m,7d
VETO,-0.002,0.2198,1711,1m,7d
VGUARD,0.0013,0.1128,2531,1m,7d
VHL,0.0066,0.4222,394,1m,7d
VHLTD,0.3125,1.1928,109,1m,7d
VIDHIING,0.0009,0.2144,1137,1m,7d
VIJAYA,0.0019,0.1389,2229,1m,7d
VIJIFIN,0.0384,0.8484,42,1m,7d
VIKASECO,-0.0027,0.7743,2617,1m,7d
VIKASLIFE,-0.0025,0.5831,2617,1m,7d
VIMTALABS,0.0027,0.26,1128,1m,7d
VINATIORGA,0.0015,0.1052,2587,1m,7d
VINDHYATEL,0.0007,0.2064,1346,1m,7d
VINEETLAB,0.0083,0.959,168,1m,7d
VINNY,-0.001,0.8681,1235,1m,7d
VINYLINDIA,0.0006,0.2515,1981,1m,7d
VIPCLOTHNG,-0.0004,0.2878,1312,1m,7d
VIPIND,-0.0004,0.1002,2591,1m,7d
VIPULLTD,0.0183,0.6754,409,1m,7d
VIRINCHI,0.0024,0.2796,1821,1m,7d
VISAKAIND,-0.0006,0.2485,1938,1m,7d
VISHNU,-0.0011,0.1471,2016,1m,7d
VISHWARAJ,0.0026,0.2369,2253,1m,7d
VIVIDHA,0.0,2.1139,1007,1m,7d
VLEGOV,0.012,0.4839,1575,1m,7d
VLSFINANCE,0.0003,0.2136,1596,1m,7d
VMART,-0.0001,0.1697,1861,1m,7d
VOLTAMP,0.0008,0.1372,2473,1m,7d
VOLTAS,0.004,0.1753,2621,1m,7d
VPRPL,-0.0005,0.1294,2467,1m,7d
VRLLOG,-0.0001,0.1256,2059,1m,7d
VSSL,0.002,0.2174,1549,1m,7d
VSTIND,0.0016,0.1609,1439,1m,7d
VSTL,0.0035,0.2417,2329,1m,7d
VSTTILLERS,-0.0002,0.1573,1699,1m,7d
VTL,0.0026,0.1465,2395,1m,7d
WABAG,0.0002,0.1383,2552,1m,7d
WALCHANNAG,-0.0035,0.5177,1589,1m,7d
WANBURY,-0.0029,0.575,1169,1m,7d
WEALTH,0.0105,0.5723,1375,1m,7d
WEBELSOLAR,0.0077,0.369,2388,1m,7d
WEIZMANIND,0.0029,0.5258,1061,1m,7d
WEL,0.0075,0.4094,1548,1m,7d
WELCORP,0.0012,0.1308,2617,1m,7d
WELENT,0.0017,0.1468,2264,1m,7d
WELINV,-0.0019,1.2302,296,1m,7d
WELSPUNLIV,-0.0001,0.1536,2600,1m,7d
WENDT,0.0062,0.3075,729,1m,7d
WESTLIFE,0.0012,0.1195,2190,1m,7d
WEWIN,0.0167,0.5931,1318,1m,7d
WHEELS,-0.0007,0.1433,1647,1m,7d
WHIRLPOOL,0.0039,0.1165,2570,1m,7d
WILLAMAGOR,-0.0125,1.2112,363,1m,7d
WINDLAS,-0.0018,0.1848,1757,1m,7d
WINDMACHIN,0.0074,0.3859,1184,1m,7d
WINSOME,0.0719,0.5597,152,1m,7d
WIPL,0.0089,1.2928,85,1m,7d
WIPRO,-0.0005,0.0655,2622,1m,7d
WOCKPHARMA,-0.0025,0.2806,2492,1m,7d
WONDERLA,0.0007,0.1864,2568,1m,7d
WORTH,0.0155,0.5844,643,1m,7d
WSI,-0.0005,0.2874,1774,1m,7d
WSTCSTPAPR,-0.0006,0.125,2404,1m,7d
XCHANGING,0.0016,0.1811,2401,1m,7d
XELPMOC,0.0019,1.1105,528,1m,7d
XPROINDIA,-0.0029,0.2313,1188,1m,7d
YAARI,0.2393,0.5782,42,1m,7d
YASHO,0.0037,0.2403,2015,1m,7d
YATHARTH,0.0031,0.1381,2324,1m,7d
YATRA,-0.0011,0.1804,1825,1m,7d
YESBANK,-0.0008,0.1685,2620,1m,7d
YUKEN,0.011,0.3034,1103,1m,7d
ZAGGLE,0.0012,0.1735,2619,1m,7d
ZEEL,-0.002,0.1031,2620,1m,7d
ZEELEARN,-0.0069,1.1451,760,1m,7d
ZEEMEDIA,-0.0017,0.3043,2521,1m,7d
ZENITHEXPO,0.0217,1.5431,279,1m,7d
ZENITHSTL,0.0056,0.5513,1727,1m,7d
ZENSARTECH,0.0006,0.1151,2622,1m,7d
ZENTEC,0.0002,0.1752,2584,1m,7d
ZFCVINDIA,-0.0034,0.1388,1827,1m,7d
ZIMLAB,0.0003,0.2469,1271,1m,7d
ZODIAC,-0.0104,1.1843,42,1m,7d
ZODIACLOTH,-0.0046,0.4082,703,1m,7d
ZOMATO,0.0026,0.1123,2622,1m,7d
ZOTA,0.0014,0.3007,932,1m,7d
ZUARI,0.0025,0.219,1973,1m,7d
ZUARIIND,0.005,0.2204,1861,1m,7d
ZYDUSLIFE,-0.0013,0.0792,2621,1m,7d
ZYDUSWELL,0.0035,0.1265,1932,1m,7d
