name,avg_return,avg_volatility,len,interval,period
FAIRCHEMOR,-0.0004,0.1757,2454,1m,7d
FAZE3Q,-0.0026,0.2869,1090,1m,7d
FCL,0.0011,0.1525,2553,1m,7d
FCONSUMER,0.0,2.773,2480,1m,7d
FCSSOFT,0.0024,0.6362,2491,1m,7d
FDC,0.0011,0.1189,2130,1m,7d
FEDERALBNK,0.0008,0.0828,2622,1m,7d
FEDFINA,0.0007,0.135,2306,1m,7d
FEL,0.0,4.3256,638,1m,7d
FELDVR,0.0961,2.1782,113,1m,7d
FIBERWEB,-0.0051,0.4806,909,1m,7d
FIEMIND,-0.0009,0.1286,2378,1m,7d
FILATEX,-0.0015,0.2023,2508,1m,7d
FINCABLES,0.0009,0.1124,2609,1m,7d
FINEORG,0.0007,0.087,2504,1m,7d
FINOPB,-0.0016,0.1757,1804,1m,7d
FINPIPE,0.0001,0.1562,2602,1m,7d
FIVESTAR,-0.0015,0.1291,2503,1m,7d
FLAIR,0.0029,0.1567,2334,1m,7d
FLEXITUFF,-0.0077,1.0252,499,1m,7d
FLFL,0.0054,1.7423,451,1m,7d
FLUOROCHEM,0.0046,0.1299,2514,1m,7d
FMGOETZE,0.0026,0.1746,1925,1m,7d
FMNL,0.0109,1.546,354,1m,7d
FOCUS,0.0005,0.2468,1495,1m,7d
FOODSIN,0.0079,0.2904,1746,1m,7d
FORCEMOT,0.0055,0.2041,2501,1m,7d
FORTIS,0.0006,0.1103,2564,1m,7d
FOSECOIND,0.0043,0.2421,1033,1m,7d
FSC,-0.0161,1.5741,366,1m,7d
FSL,0.0008,0.1216,2579,1m,7d
FUSION,0.0008,0.1343,2486,1m,7d
GABRIEL,-0.0,0.1312,2580,1m,7d
GAEL,0.0008,0.1499,2586,1m,7d
GAIL,0.0033,0.114,2622,1m,7d
GALAXYSURF,0.0034,0.1379,2130,1m,7d
GALLANTT,0.0052,0.7329,859,1m,7d
GANDHAR,-0.0003,0.1073,2561,1m,7d
GANDHITUBE,-0.0026,0.2966,591,1m,7d
GANECOS,0.0002,0.1711,2432,1m,7d
GANESHBE,-0.0005,0.1742,2003,1m,7d
GANESHHOUC,0.0,0.2538,1760,1m,7d
GANGAFORGE,-0.0104,0.2923,397,1m,7d
GANGESSECU,0.0172,0.6586,830,1m,7d
GARFIBRES,0.0005,0.1162,1941,1m,7d
GATECH,0.0219,0.7245,339,1m,7d
GATECHDVR,0.0163,1.197,819,1m,7d
GATEWAY,0.0002,0.168,2568,1m,7d
GAYAHWS,-0.0568,2.5867,259,1m,7d
GEECEE,0.0087,0.5101,781,1m,7d
GEEKAYWIRE,0.0039,0.3729,2162,1m,7d
GENCON,0.0064,0.6222,923,1m,7d
GENESYS,0.0018,0.2562,2461,1m,7d
GENSOL,0.0016,0.2133,2283,1m,7d
GENUSPAPER,0.0019,0.2528,1741,1m,7d
GENUSPOWER,0.0036,0.172,2595,1m,7d
GEOJITFSL,0.0037,0.21,2378,1m,7d
GEPIL,0.0008,0.2546,2515,1m,7d
GESHIP,-0.0012,0.1262,2586,1m,7d
GET&D,-0.0002,0.52,1997,1m,7d
GFLLIMITED,-0.0,0.3187,1429,1m,7d
GHCL,0.0016,0.1229,2532,1m,7d
GHCLTEXTIL,0.0031,0.2262,1687,1m,7d
GICHSGFIN,0.0004,0.1445,2119,1m,7d
GICRE,-0.002,0.1075,2611,1m,7d
GILLANDERS,0.0057,0.9443,149,1m,7d
GILLETTE,-0.0017,0.1006,2085,1m,7d
GINNIFILA,0.0023,0.4776,1062,1m,7d
GIPCL,0.0013,0.152,2418,1m,7d
GKWLIMITED,0.0561,0.9201,647,1m,7d
GLAND,-0.0009,0.1719,2589,1m,7d
GLAXO,-0.0019,0.0928,2589,1m,7d
GLENMARK,0.0026,0.1007,2619,1m,7d
GLFL,0.0927,1.0479,90,1m,7d
GLOBAL,-0.0008,0.2943,1616,1m,7d
GLOBALVECT,0.021,0.8518,771,1m,7d
GLOBE,-0.0,0.6608,1307,1m,7d
GLOBUSSPR,0.002,0.1159,2483,1m,7d
GLS,0.0017,0.1628,2317,1m,7d
GMBREW,0.0005,0.1791,2473,1m,7d
GMDCLTD,0.0014,0.1415,2616,1m,7d
GMMPFAUDLR,0.0025,0.1259,2587,1m,7d
GMRINFRA,-0.0003,0.0995,2622,1m,7d
GMRP&UI,0.0056,0.3084,2492,1m,7d
GNA,0.0007,0.1405,1783,1m,7d
GNFC,0.0021,0.1067,2618,1m,7d
GOACARBON,0.0037,0.2628,2448,1m,7d
GOCLCORP,-0.0016,0.248,1873,1m,7d
GOCOLORS,-0.0025,0.1431,1759,1m,7d
GODFRYPHLP,-0.0033,0.1517,2538,1m,7d
GODHA,0.0089,3.8438,1503,1m,7d
GODREJAGRO,0.0019,0.1264,2365,1m,7d
GODREJCP,0.0001,0.1399,2617,1m,7d
GODREJIND,0.0022,0.1425,2369,1m,7d
GODREJPROP,0.0031,0.1377,2621,1m,7d
GOENKA,0.0,3.3341,448,1m,7d
GOKEX,0.0013,0.1204,2516,1m,7d
GOKUL,0.0101,1.0192,791,1m,7d
GOKULAGRO,0.0013,0.2109,1638,1m,7d
GOLDIAM,-0.0006,0.1887,2324,1m,7d
GOLDTECH,-0.0001,0.6283,897,1m,7d
GOODLUCK,-0.0023,0.1619,2125,1m,7d
GOPAL,-0.002,0.1297,2591,1m,7d
GOYALALUM,-0.0021,0.7806,751,1m,7d
GPIL,0.0033,0.1552,2560,1m,7d
GPPL,-0.0008,0.1378,2619,1m,7d
GPTHEALTH,-0.0013,0.2026,2447,1m,7d
GPTINFRA,-0.0038,0.2815,1883,1m,7d
GRANULES,-0.0022,0.0906,2613,1m,7d
GRAPHITE,0.0009,0.1531,2619,1m,7d
GRASIM,-0.0008,0.0747,2621,1m,7d
GRAVITA,-0.0014,0.1555,2559,1m,7d
GREAVESCOT,-0.0002,0.1335,2538,1m,7d
GREENLAM,0.0022,0.187,1931,1m,7d
GREENPANEL,-0.0003,0.1014,2613,1m,7d
GREENPLY,0.004,0.1798,2330,1m,7d
GREENPOWER,-0.0005,0.3392,2581,1m,7d
GRINDWELL,0.0011,0.1315,2268,1m,7d
GRINFRA,-0.0011,0.15,2202,1m,7d
GRMOVER,0.0025,0.2458,1556,1m,7d
GROBTEA,0.0117,1.4649,340,1m,7d
GRPLTD,0.0016,0.6476,277,1m,7d
GRSE,0.0026,0.1492,2620,1m,7d
GRWRHITECH,-0.0004,0.2117,1989,1m,7d
GSFC,0.0023,0.1374,2619,1m,7d
GSLSU,-0.0051,0.2847,1230,1m,7d
GSPL,0.0009,0.1155,2618,1m,7d
GSS,0.0018,0.9383,699,1m,7d
GTECJAINX,0.0855,1.8807,63,1m,7d
GTL,0.0043,0.4582,536,1m,7d
GTLINFRA,0.0,1.316,2615,1m,7d
GTPL,0.0034,0.2578,1371,1m,7d
GUFICBIO,0.0026,0.1716,1602,1m,7d
GUJALKALI,0.0052,0.1762,2270,1m,7d
GUJAPOLLO,0.0248,0.9279,499,1m,7d
GUJGASLTD,0.0014,0.1036,2618,1m,7d
GUJRAFFIA,-0.2904,0.714,41,1m,7d
GULFOILLUB,0.0027,0.2101,2539,1m,7d
GULFPETRO,0.0013,0.2624,1932,1m,7d
GULPOLY,0.0082,0.2376,2064,1m,7d
GVKPIL,-0.0007,0.3313,2537,1m,7d
GVPTECH,0.0164,0.6946,1201,1m,7d
HAL,0.0014,0.0855,2621,1m,7d
HAPPSTMNDS,0.0009,0.095,2618,1m,7d
HAPPYFORGE,0.0009,0.1207,2365,1m,7d
HARDWYN,-0.0015,0.2182,1892,1m,7d
HARIOMPIPE,0.0066,0.2168,2284,1m,7d
HARRMALAYA,-0.0012,0.3212,831,1m,7d
HARSHA,0.001,0.1871,1607,1m,7d
HATHWAY,-0.0001,0.1849,2616,1m,7d
HATSUN,-0.0022,0.1218,2053,1m,7d
HAVELLS,-0.0007,0.0889,2619,1m,7d
HAVISHA,0.0069,1.5927,601,1m,7d
HBLPOWER,0.0012,0.1595,2620,1m,7d
HBSL,0.0076,1.1605,615,1m,7d
HCC,0.0034,0.2,2621,1m,7d
HCG,0.0044,0.1668,1910,1m,7d
HCL-INSYS,0.0013,0.3107,2409,1m,7d
HCLTECH,-0.0002,0.0631,2622,1m,7d
HDFCAMC,-0.0007,0.0756,2622,1m,7d
HDFCBANK,0.001,0.0629,2622,1m,7d
HDFCLIFE,-0.0006,0.0607,2622,1m,7d
HDIL,-0.0,0.9148,1093,1m,7d
HEADSUP,-0.0123,0.6022,981,1m,7d
HECPROJECT,0.0235,0.8587,619,1m,7d
HEG,0.0054,0.1773,2618,1m,7d
HEIDELBERG,-0.0008,0.1232,1979,1m,7d
HEMIPROP,-0.0011,0.1583,2525,1m,7d
HERANBA,0.0021,0.1615,1708,1m,7d
HERCULES,-0.0041,0.1895,1688,1m,7d
HERITGFOOD,-0.004,0.1371,2489,1m,7d
HEROMOTOCO,-0.001,0.0706,2621,1m,7d
HESTERBIO,0.0061,0.3129,1103,1m,7d
HEUBACHIND,0.0037,0.2327,1630,1m,7d
HEXATRADEX,-0.0026,0.5262,497,1m,7d
HFCL,-0.0001,0.132,2621,1m,7d
HGINFRA,-0.0002,0.1734,2577,1m,7d
HGS,0.0039,0.1491,2002,1m,7d
HIKAL,0.0024,0.1467,2200,1m,7d
HIL,0.0032,0.1912,1370,1m,7d
HILTON,-0.0028,0.2827,1648,1m,7d
HIMATSEIDE,0.0007,0.1667,1915,1m,7d
HINDALCO,0.0017,0.0963,2622,1m,7d
HINDCOMPOS,0.0033,0.3322,1035,1m,7d
HINDCON,-0.001,0.8966,1637,1m,7d
HINDCOPPER,0.0063,0.1758,2622,1m,7d
HINDMOTORS,0.0015,0.2799,2550,1m,7d
HINDOILEXP,0.0011,0.1584,2492,1m,7d
HINDPETRO,0.0001,0.1099,2622,1m,7d
HINDUNILVR,-0.0008,0.0391,2622,1m,7d
HINDWAREAP,-0.0023,0.1459,1875,1m,7d
HINDZINC,0.0112,0.2029,2621,1m,7d
HIRECT,0.0016,0.3821,1101,1m,7d
HISARMETAL,-0.008,0.6114,524,1m,7d
HITECH,-0.0013,0.1696,2452,1m,7d
HITECHCORP,-0.0051,0.5141,523,1m,7d
HITECHGEAR,0.0028,0.2684,2130,1m,7d
HLEGLAS,0.0006,0.1753,2416,1m,7d
HLVLTD,-0.0011,0.2469,2523,1m,7d
HMAAGRO,0.0079,0.2707,2275,1m,7d
HMT,0.0343,0.8401,724,1m,7d
HMVL,-0.0041,0.312,1428,1m,7d
HNDFDS,0.0007,0.1339,2182,1m,7d
HOMEFIRST,-0.0014,0.1544,2428,1m,7d
HONASA,-0.0011,0.1366,2209,1m,7d
HONAUT,0.0049,0.1271,2230,1m,7d
HONDAPOWER,0.0054,0.1928,1616,1m,7d
HOVS,0.0091,0.7464,1013,1m,7d
HPAL,0.0002,0.1906,2043,1m,7d
HPIL,0.0841,1.3958,171,1m,7d
HPL,-0.0017,0.1821,2524,1m,7d
HSCL,-0.0003,0.3107,2606,1m,7d
HTMEDIA,-0.0021,0.2413,1502,1m,7d
HUBTOWN,0.0,0.7661,1093,1m,7d
HUDCO,0.001,0.1646,2621,1m,7d
HUHTAMAKI,0.0022,0.178,1685,1m,7d
HYBRIDFIN,0.0329,2.4749,157,1m,7d
IBREALEST,0.0017,0.212,2621,1m,7d
IBULHSGFIN,-0.0016,0.0992,2622,1m,7d
ICDSLTD,-0.1868,1.1068,62,1m,7d
ICEMAKE,0.0022,0.196,1888,1m,7d
ICICIBANK,0.0009,0.0542,2622,1m,7d
ICICIGI,-0.0008,0.0775,2622,1m,7d
ICICIPRULI,0.0005,0.1032,2619,1m,7d
ICIL,0.0038,0.1808,2540,1m,7d
ICRA,-0.0,0.1786,1236,1m,7d
IDBI,0.0018,0.1288,2620,1m,7d
IDEA,-0.0001,0.3061,2621,1m,7d
IDEAFORGE,-0.0013,0.0949,2603,1m,7d
IDFC,0.0027,0.0837,2622,1m,7d
IDFCFIRSTB,0.0026,0.0895,2622,1m,7d
IEL,0.0003,0.5026,1388,1m,7d
IEX,0.0019,0.1048,2622,1m,7d
IFBAGRO,0.0042,0.3985,541,1m,7d
IFBIND,-0.0038,0.1753,2350,1m,7d
IFCI,0.0003,0.2195,2616,1m,7d
IFGLEXPOR,0.0078,0.2903,1466,1m,7d
IGARASHI,0.0009,0.2066,1364,1m,7d
IGL,0.0017,0.1148,2618,1m,7d
IGPL,0.006,0.202,1766,1m,7d
IIFL,0.0072,0.2092,2620,1m,7d
IIFLSEC,0.0027,0.1987,2532,1m,7d
IITL,-0.0154,0.8909,376,1m,7d
IKIO,0.0004,0.1195,2415,1m,7d
IL&FSENGG,0.095,0.9349,39,1m,7d
IL&FSTRANS,0.042,1.8206,344,1m,7d
IMAGICAA,-0.0007,0.1744,2564,1m,7d
IMFA,0.0041,0.2005,2544,1m,7d
IMPAL,0.0081,0.4533,551,1m,7d
IMPEXFERRO,0.0252,0.8436,159,1m,7d
INCREDIBLE,0.0296,1.4635,227,1m,7d
INDBANK,0.0066,0.4343,1677,1m,7d
INDHOTEL,0.0004,0.1705,2622,1m,7d
INDIACEM,-0.0003,0.1231,2615,1m,7d
INDIAGLYCO,0.0015,0.1366,2272,1m,7d
INDIAMART,-0.0003,0.0927,2615,1m,7d
INDIANB,-0.0004,0.1074,2613,1m,7d
INDIANCARD,0.0143,0.5665,599,1m,7d
INDIANHUME,-0.0002,0.208,1488,1m,7d
INDIASHLTR,-0.0009,0.164,2029,1m,7d
INDIGO,0.0013,0.0954,2622,1m,7d
INDIGOPNTS,-0.0003,0.0979,2500,1m,7d
INDNIPPON,-0.0003,0.2576,1411,1m,7d
INDOAMIN,0.0045,0.3247,2050,1m,7d
INDOBORAX,0.0025,0.2738,1665,1m,7d
INDOCO,0.0012,0.1837,1797,1m,7d
INDORAMA,0.0033,0.2661,1522,1m,7d
INDOSTAR,0.0044,0.3507,1654,1m,7d
INDOTECH,0.0136,0.3517,2182,1m,7d
INDOTHAI,0.038,1.1547,346,1m,7d
INDOWIND,0.0005,0.7665,1739,1m,7d
INDRAMEDCO,0.0093,0.3217,2409,1m,7d
INDSWFTLAB,0.0096,0.3351,2453,1m,7d
INDSWFTLTD,0.0183,0.6397,1669,1m,7d
INDTERRAIN,-0.0001,0.3391,1075,1m,7d
INDUSINDBK,0.0003,0.0629,2622,1m,7d
INDUSTOWER,0.0029,0.1554,2622,1m,7d
INFIBEAM,-0.0003,0.1713,2620,1m,7d
INFOBEAN,-0.0009,0.2527,1219,1m,7d
INFY,0.0002,0.0564,2622,1m,7d
INGERRAND,-0.001,0.1457,2074,1m,7d
INNOVACAP,0.0025,0.1537,1984,1m,7d
INOXGREEN,0.0036,0.3889,2504,1m,7d
INOXINDIA,0.0051,0.1863,2620,1m,7d
INOXWIND,0.0034,0.2013,2614,1m,7d
INSECTICID,0.0056,0.2117,1484,1m,7d
INTELLECT,-0.0033,0.1313,2609,1m,7d
INTENTECH,0.0045,0.9847,625,1m,7d
INTLCONV,0.0002,0.2446,1830,1m,7d
INVENTURE,0.0042,0.9727,1000,1m,7d
IOB,-0.0007,0.1241,2622,1m,7d
IOC,-0.0008,0.0897,2622,1m,7d
IOLCP,0.0018,0.135,2468,1m,7d
IONEXCHANG,0.0023,0.1397,2570,1m,7d
IPCALAB,0.0033,0.1131,2613,1m,7d
IPL,0.003,0.1942,2569,1m,7d
IRB,0.0023,0.1884,2621,1m,7d
IRCON,-0.0009,0.1058,2621,1m,7d
IRCTC,0.0021,0.0986,2622,1m,7d
IREDA,0.0037,0.2435,2622,1m,7d
IRFC,-0.0001,0.1046,2621,1m,7d
IRIS,0.0022,0.422,1192,1m,7d
IRISDOREME,0.0059,0.289,905,1m,7d
IRMENERGY,-0.0007,0.1446,1908,1m,7d
ISEC,0.0008,0.0697,2568,1m,7d
ISFT,-0.0022,0.3857,1164,1m,7d
ISGEC,0.0025,0.1879,2030,1m,7d
ISMTLTD,0.0011,0.2125,2086,1m,7d
ITC,0.0006,0.0544,2621,1m,7d
ITDC,-0.0021,0.2242,2085,1m,7d
ITDCEM,-0.0007,0.1499,2451,1m,7d
ITI,-0.0016,0.1345,2593,1m,7d
IVC,-0.001,0.4466,2064,1m,7d
IVP,0.0181,1.1509,239,1m,7d
IWEL,0.0035,0.5362,1193,1m,7d
IZMO,0.005,0.4603,1540,1m,7d
J&KBANK,0.0003,0.1183,2614,1m,7d
JAGRAN,-0.0031,0.1789,1789,1m,7d
JAGSNPHARM,-0.0021,0.2568,1099,1m,7d
JAIBALAJI,0.0069,0.2825,2262,1m,7d
JAICORPLTD,0.0009,0.1706,2425,1m,7d
JAIPURKURT,-0.0111,0.9714,545,1m,7d
JAMNAAUTO,0.0003,0.1421,2622,1m,7d
JASH,-0.0019,0.249,1145,1m,7d
JAYAGROGN,-0.0049,0.2432,853,1m,7d
JAYBARMARU,0.0002,0.2604,1670,1m,7d
JAYNECOIND,-0.0031,0.3235,1504,1m,7d
JAYSREETEA,0.0009,0.2558,1063,1m,7d
JBCHEPHARM,0.0028,0.1079,2577,1m,7d
JBMA,-0.0008,0.107,2606,1m,7d
JCHAC,0.0018,0.2037,2124,1m,7d
JETAIRWAYS,0.0005,0.6853,1583,1m,7d
JETFREIGHT,0.0061,0.5245,1566,1m,7d
JGCHEM,0.006,0.2595,2572,1m,7d
JHS,0.0,0.6957,91,1m,7d
JINDALPHOT,0.0053,0.3062,1070,1m,7d
JINDALPOLY,0.0021,0.1982,1638,1m,7d
JINDALSAW,0.002,0.1421,2599,1m,7d
JINDALSTEL,0.0002,0.0995,2621,1m,7d
JINDRILL,0.0039,0.2603,1479,1m,7d
JINDWORLD,0.0018,0.2308,1672,1m,7d
JIOFIN,0.0019,0.0916,2622,1m,7d
JISLDVREQS,-0.0007,0.5879,864,1m,7d
JISLJALEQS,0.0015,0.1629,2586,1m,7d
JITFINFRA,0.0019,0.5306,1081,1m,7d
JKCEMENT,-0.0006,0.0778,2519,1m,7d
JKIL,-0.0013,0.1378,2463,1m,7d
JKLAKSHMI,-0.0043,0.1028,2602,1m,7d
JKPAPER,0.0023,0.1222,2609,1m,7d
JKTYRE,-0.0014,0.0874,2614,1m,7d
JLHL,0.0033,0.1641,1816,1m,7d
JMA,0.0024,0.8721,610,1m,7d
JMFINANCIL,0.0011,0.1364,2618,1m,7d
JOCIL,0.0031,0.4684,593,1m,7d
JPASSOCIAT,0.0021,0.2611,2616,1m,7d
JPOLYINVST,0.0001,0.3353,968,1m,7d
JPPOWER,0.002,0.3087,2620,1m,7d
JSFB,0.0023,0.1669,2588,1m,7d
JSL,-0.0017,0.1019,2615,1m,7d
JSWENERGY,0.0041,0.1714,2621,1m,7d
JSWHL,-0.004,0.2065,1264,1m,7d
JSWINFRA,-0.0014,0.1212,2621,1m,7d
JSWSTEEL,-0.0005,0.0864,2621,1m,7d
JTEKTINDIA,-0.0022,0.1579,2295,1m,7d
JTLIND,-0.0005,0.1571,2614,1m,7d
JUBLFOOD,0.0005,0.0754,2622,1m,7d
JUBLINDS,-0.0019,0.377,1371,1m,7d
JUBLINGREA,0.0072,0.1938,2554,1m,7d
JUBLPHARMA,0.0033,0.1601,2552,1m,7d
JUNIPER,-0.0021,0.191,2483,1m,7d
JUSTDIAL,0.0016,0.1192,2498,1m,7d
JWL,-0.0011,0.1339,2612,1m,7d
JYOTHYLAB,-0.0012,0.1254,2568,1m,7d
JYOTI-RE,,,0,1m,7d
JYOTICNC,-0.0001,0.1845,2574,1m,7d
JYOTISTRUC,-0.0007,0.4136,2118,1m,7d
KABRAEXTRU,-0.0014,0.2263,1707,1m,7d
KAJARIACER,-0.0014,0.1154,2539,1m,7d
KAKATCEM,0.0021,0.4468,649,1m,7d
KALAMANDIR,0.0021,0.1731,2130,1m,7d
KALYANI,,,0,1m,7d
KALYANIFRG,0.0038,0.568,546,1m,7d
KALYANKJIL,-0.0,0.1208,2620,1m,7d
KAMATHOTEL,0.0019,0.2532,1612,1m,7d
KAMDHENU,-0.0031,0.2618,1470,1m,7d
KAMOPAINTS,-0.0028,0.1916,2600,1m,7d
KANANIIND,0.0035,0.8432,693,1m,7d
KANORICHEM,0.0102,0.358,1112,1m,7d
KANPRPLA,0.0131,0.4691,917,1m,7d
KANSAINER,0.0004,0.093,2541,1m,7d
KAPSTON,-0.0003,0.675,549,1m,7d
KARMAENG,0.0566,0.6564,36,1m,7d
KARURVYSYA,0.0014,0.1293,2618,1m,7d
KAUSHALYA,0.0577,0.9035,453,1m,7d
KAVVERITEL,0.0043,1.3861,857,1m,7d
KAYA,0.0062,0.3912,612,1m,7d
KAYNES,-0.0039,0.1248,2617,1m,7d
KBCGLOBAL,0.0047,1.4236,2261,1m,7d
KCP,-0.0015,0.172,2230,1m,7d
KCPSUGIND,-0.0,0.2479,1864,1m,7d
KDDL,0.0037,0.2168,2169,1m,7d
KEC,0.001,0.2116,2594,1m,7d
KECL,-0.0007,0.21,2005,1m,7d
KEEPLEARN,0.0512,1.2093,118,1m,7d
KEI,0.0049,0.1319,2622,1m,7d
KELLTONTEC,-0.0013,0.1512,2562,1m,7d
KERNEX,-0.0007,0.4533,744,1m,7d
KESORAMIND,-0.0016,0.1036,2444,1m,7d
KEYFINSERV,0.0069,0.5848,1347,1m,7d
KFINTECH,-0.0009,0.1457,2613,1m,7d
KHADIM,-0.0007,0.3222,1093,1m,7d
KHAICHEM,0.0011,0.2813,1801,1m,7d
KHAITANLTD,-0.0006,0.9706,393,1m,7d
KHANDSE,-0.0152,0.9318,277,1m,7d
KICL,0.0035,0.2981,1220,1m,7d
KILITCH,-0.0152,0.5915,535,1m,7d
KIMS,-0.0019,0.0926,2383,1m,7d
KINGFA,-0.0071,0.3631,784,1m,7d
KIOCL,0.0017,0.2198,2402,1m,7d
KIRIINDUS,0.0028,0.1861,2067,1m,7d
KIRLOSBROS,0.0013,0.1894,2469,1m,7d
KIRLOSENG,-0.0006,0.1401,2616,1m,7d
KIRLOSIND,0.0051,0.3617,745,1m,7d
KIRLPNU,0.0011,0.1693,1981,1m,7d
KITEX,0.0019,0.1506,2018,1m,7d
KKCL,-0.0008,0.2111,1087,1m,7d
KMSUGAR,0.0011,0.1987,1841,1m,7d
KNRCON,0.0003,0.1029,2587,1m,7d
KOHINOOR,-0.0017,0.3148,1728,1m,7d
KOKUYOCMLN,0.0013,0.2712,1474,1m,7d
KOLTEPATIL,0.0071,0.2063,2244,1m,7d
KOPRAN,0.0002,0.1826,2383,1m,7d
KOTAKBANK,0.0013,0.0547,2622,1m,7d
KOTARISUG,0.0019,0.2721,2160,1m,7d
KOTHARIPET,0.0026,0.2335,1643,1m,7d
KOTHARIPRO,0.0075,0.4268,936,1m,7d
KPIGREEN,0.0015,0.1863,2610,1m,7d
KPIL,0.002,0.1455,2615,1m,7d
KPITTECH,-0.0008,0.1057,2620,1m,7d
KPRMILL,-0.0013,0.1126,2532,1m,7d
KRBL,-0.0005,0.1256,2552,1m,7d
KREBSBIO,0.0096,1.2368,312,1m,7d
KRIDHANINF,0.059,0.8436,284,1m,7d
KRISHANA,-0.0105,0.3447,905,1m,7d
KRITI,-0.0035,0.3226,1300,1m,7d
KRITIKA,0.0089,0.6317,2299,1m,7d
KRITINUT,0.007,0.4815,1158,1m,7d
KRSNAA,-0.0028,0.1853,1568,1m,7d
KRYSTAL,0.0088,0.226,2511,1m,7d
KSB,0.0045,0.1471,2441,1m,7d
KSCL,0.0031,0.1454,2147,1m,7d
KSHITIJPOL,0.0053,0.5787,367,1m,7d
KSL,-0.0005,0.1888,2349,1m,7d
KSOLVES,-0.0002,0.1467,1960,1m,7d
KTKBANK,0.0004,0.0775,2620,1m,7d
KUANTUM,-0.0027,0.1857,1374,1m,7d
L&TFH,0.0,0.1023,2622,1m,7d
LAGNAM,0.0081,1.001,454,1m,7d
LAKPRE,2.7717,3.4331,6,1m,7d
LAL,-0.0044,1.1689,42,1m,7d
LALPATHLAB,0.0015,0.088,2583,1m,7d
LAMBODHARA,-0.0,0.3753,1199,1m,7d
LANCORHOL,0.0037,1.1126,679,1m,7d
LANDMARK,0.0021,0.1444,2123,1m,7d
LAOPALA,-0.0,0.1446,2429,1m,7d
LASA,0.0005,0.5036,762,1m,7d
LATENTVIEW,0.0003,0.1446,2618,1m,7d
LATTEYS,0.0257,0.5925,504,1m,7d
LAURUSLABS,0.0027,0.1504,2621,1m,7d
LAXMICOT,0.0091,0.5017,1015,1m,7d
LAXMIMACH,0.0021,0.1876,1901,1m,7d
LCCINFOTEC,0.0185,0.8313,131,1m,7d
LEMONTREE,0.0003,0.1057,2620,1m,7d
LEXUS,0.025,0.8329,1062,1m,7d
LFIC,0.0109,1.224,160,1m,7d
LGBBROSLTD,-0.0002,0.152,2158,1m,7d
LGBFORGE,0.0048,0.4816,1361,1m,7d
LGHL,-0.0043,0.8406,745,1m,7d
LIBAS,-0.0014,0.5568,1126,1m,7d
LIBERTSHOE,0.0067,0.7103,905,1m,7d
LICHSGFIN,0.0007,0.0998,2621,1m,7d
LICI,-0.0009,0.0917,2621,1m,7d
LIKHITHA,0.0006,0.162,2053,1m,7d
LINC,0.0046,0.26,1724,1m,7d
LINCOLN,-0.0013,0.1779,1751,1m,7d
LINDEINDIA,-0.0016,0.1495,2560,1m,7d
LLOYDSENGG,0.0035,0.2098,2620,1m,7d
LLOYDSME,0.0052,0.1681,2438,1m,7d
LODHA,0.0016,0.1495,2620,1m,7d
LOKESHMACH,0.0024,0.2625,2209,1m,7d
LORDSCHLO,0.0035,1.0619,447,1m,7d
LOTUSEYE,-0.0001,0.8344,693,1m,7d
LOVABLE,0.0033,0.3172,983,1m,7d
LOYALTEX,-0.0018,0.7692,427,1m,7d
LPDC,0.0027,0.8562,855,1m,7d
LT,-0.001,0.0639,2622,1m,7d
LTFOODS,0.0014,0.1283,2603,1m,7d
LTIM,0.0001,0.0554,2621,1m,7d
LTTS,0.0008,0.0807,2618,1m,7d
LUMAXIND,0.0002,0.2267,1015,1m,7d
LUMAXTECH,-0.0041,0.1491,1786,1m,7d
LUPIN,0.0002,0.0819,2622,1m,7d
LUXIND,0.001,0.1097,2395,1m,7d
LXCHEM,0.0025,0.1411,2615,1m,7d
LYKALABS,0.0079,0.3333,1319,1m,7d
LYPSAGEMS,0.0011,1.3698,754,1m,7d
M&M,0.002,0.0801,2622,1m,7d
M&MFIN,0.0011,0.0981,2615,1m,7d
MAANALU,0.0029,0.2345,1950,1m,7d
MACPOWER,0.0359,0.8185,41,1m,7d
MADHAV,-0.0024,0.6423,246,1m,7d
MADHUCON,-0.0111,1.3173,577,1m,7d
MADRASFERT,0.0005,0.1923,2084,1m,7d
MAGADSUGAR,0.0057,0.2829,1139,1m,7d
MAGNUM,0.0051,0.4752,932,1m,7d
MAHABANK,-0.0012,0.1175,2619,1m,7d
MAHAPEXLTD,-0.0056,0.5134,421,1m,7d
MAHASTEEL,0.0155,0.7682,626,1m,7d
MAHEPC,0.0052,0.3412,1441,1m,7d
MAHESHWARI,-0.0008,0.5106,692,1m,7d
MAHLIFE,0.0019,0.1609,2594,1m,7d
MAHLOG,0.0035,0.1793,2417,1m,7d
MAHSCOOTER,0.0019,0.1601,1326,1m,7d
MAHSEAMLES,-0.0008,0.1845,2597,1m,7d
MAITHANALL,0.0041,0.1906,2271,1m,7d
MALLCOM,-0.0005,0.3743,721,1m,7d
MALUPAPER,-0.014,1.0916,263,1m,7d
MANAKALUCO,-0.0034,1.4535,539,1m,7d
MANAKCOAT,0.0004,0.6179,1102,1m,7d
MANAKSIA,0.0014,0.285,1501,1m,7d
MANAKSTEEL,-0.0043,0.6235,560,1m,7d
MANALIPETC,0.0063,0.2413,2499,1m,7d
MANAPPURAM,0.0022,0.1202,2622,1m,7d
MANGALAM,0.0033,0.333,960,1m,7d
