Close,datetime,exchange_code,expiry_date,High,Low,Open,open_interest,product_type,right,stock_code,strike_price,Volume
372.9,2024-05-30 09:15:00,NFO,13-JUN-2024,410.0,364.1,410.0,417975,Options,Call,NIFTY,23000.0,4975
368.0,2024-05-30 09:16:00,NFO,13-JUN-2024,372.0,366.0,370.0,417975,Options,Call,NIFTY,23000.0,1725
372.0,2024-05-30 09:17:00,NFO,13-JUN-2024,372.9,366.15,368.0,417975,Options,Call,NIFTY,23000.0,1725
378.7,2024-05-30 09:18:00,NFO,13-JUN-2024,378.7,370.0,372.0,420550,Options,Call,NIFTY,23000.0,2600
382.8,2024-05-30 09:19:00,NFO,13-JUN-2024,390.2,380.0,380.0,420550,Options,Call,NIFTY,23000.0,3650
392.0,2024-05-30 09:20:00,NFO,13-JUN-2024,393.45,385.55,386.7,420550,Options,Call,NIFTY,23000.0,3325
385.8,2024-05-30 09:21:00,NFO,13-JUN-2024,392.85,385.0,392.0,423750,Options,Call,NIFTY,23000.0,1075
379.65,2024-05-30 09:22:00,NFO,13-JUN-2024,385.8,379.35,385.8,423750,Options,Call,NIFTY,23000.0,625
374.45,2024-05-30 09:23:00,NFO,13-JUN-2024,384.0,372.95,380.45,423750,Options,Call,NIFTY,23000.0,6150
376.95,2024-05-30 09:24:00,NFO,13-JUN-2024,376.95,370.25,374.3,431225,Options,Call,NIFTY,23000.0,6850
370.45,2024-05-30 09:25:00,NFO,13-JUN-2024,376.95,370.0,376.95,431225,Options,Call,NIFTY,23000.0,1375
370.0,2024-05-30 09:26:00,NFO,13-JUN-2024,373.9,370.0,370.45,431225,Options,Call,NIFTY,23000.0,2525
366.15,2024-05-30 09:27:00,NFO,13-JUN-2024,371.3,365.0,369.0,433450,Options,Call,NIFTY,23000.0,1075
365.25,2024-05-30 09:28:00,NFO,13-JUN-2024,366.95,361.8,366.15,433450,Options,Call,NIFTY,23000.0,850
364.2,2024-05-30 09:29:00,NFO,13-JUN-2024,366.2,364.2,365.25,433450,Options,Call,NIFTY,23000.0,1575
368.4,2024-05-30 09:30:00,NFO,13-JUN-2024,370.6,364.2,364.2,434850,Options,Call,NIFTY,23000.0,925
371.25,2024-05-30 09:31:00,NFO,13-JUN-2024,372.6,367.2,368.1,434850,Options,Call,NIFTY,23000.0,2900
370.4,2024-05-30 09:32:00,NFO,13-JUN-2024,371.75,368.75,371.25,434850,Options,Call,NIFTY,23000.0,3725
371.85,2024-05-30 09:33:00,NFO,13-JUN-2024,371.85,364.0,370.4,437325,Options,Call,NIFTY,23000.0,925
