Close,datetime,exchange_code,expiry_date,High,Low,Open,open_interest,product_type,right,stock_code,strike_price,Volume
39.0,2024-06-06 09:16:12,NFO,13-JUN-2024,39.0,39.0,39.0,146675,Options,Call,NIFTY,23600.0,0
35.05,2024-06-06 09:16:16,NFO,13-JUN-2024,35.05,35.05,35.05,146675,Options,Call,NIFTY,23600.0,0
38.8,2024-06-06 09:16:18,NFO,13-JUN-2024,38.8,38.8,38.8,146675,Options,Call,NIFTY,23600.0,0
38.8,2024-06-06 09:16:19,NFO,13-JUN-2024,38.8,38.8,38.8,146675,Options,Call,NIFTY,23600.0,2225
38.8,2024-06-06 09:16:22,NFO,13-JUN-2024,38.8,38.8,38.8,146675,Options,Call,NIFTY,23600.0,0
40.2,2024-06-06 09:16:24,NFO,13-JUN-2024,40.2,40.2,40.2,146675,Options,Call,NIFTY,23600.0,0
40.25,2024-06-06 09:16:25,NFO,13-JUN-2024,40.25,40.25,40.25,146675,Options,Call,NIFTY,23600.0,0
40.25,2024-06-06 09:16:26,NFO,13-JUN-2024,40.25,40.25,40.25,146675,Options,Call,NIFTY,23600.0,0
40.25,2024-06-06 09:16:27,NFO,13-JUN-2024,40.25,40.25,40.25,146675,Options,Call,NIFTY,23600.0,0
37.0,2024-06-06 09:16:28,NFO,13-JUN-2024,37.0,37.0,37.0,146675,Options,Call,NIFTY,23600.0,400
35.15,2024-06-06 09:16:29,NFO,13-JUN-2024,35.15,35.15,35.15,146675,Options,Call,NIFTY,23600.0,0
40.25,2024-06-06 09:16:32,NFO,13-JUN-2024,40.25,40.25,40.25,146675,Options,Call,NIFTY,23600.0,0
40.0,2024-06-06 09:16:33,NFO,13-JUN-2024,40.0,40.0,40.0,146675,Options,Call,NIFTY,23600.0,0
40.3,2024-06-06 09:16:34,NFO,13-JUN-2024,40.3,40.3,40.3,146675,Options,Call,NIFTY,23600.0,0
41.6,2024-06-06 09:16:35,NFO,13-JUN-2024,41.6,41.6,41.6,146675,Options,Call,NIFTY,23600.0,0
41.55,2024-06-06 09:16:36,NFO,13-JUN-2024,41.55,41.55,41.55,146675,Options,Call,NIFTY,23600.0,1925
41.3,2024-06-06 09:16:37,NFO,13-JUN-2024,41.3,41.3,41.3,146675,Options,Call,NIFTY,23600.0,0
40.35,2024-06-06 09:16:38,NFO,13-JUN-2024,40.35,40.35,40.35,146675,Options,Call,NIFTY,23600.0,0
39.8,2024-06-06 09:16:39,NFO,13-JUN-2024,39.8,39.8,39.8,146675,Options,Call,NIFTY,23600.0,0
41.25,2024-06-06 09:16:40,NFO,13-JUN-2024,41.25,41.25,41.25,146675,Options,Call,NIFTY,23600.0,0
41.25,2024-06-06 09:16:41,NFO,13-JUN-2024,41.25,41.25,41.25,146675,Options,Call,NIFTY,23600.0,0
41.1,2024-06-06 09:16:42,NFO,13-JUN-2024,41.1,41.1,41.1,146675,Options,Call,NIFTY,23600.0,0
41.35,2024-06-06 09:16:43,NFO,13-JUN-2024,41.35,41.35,41.35,146675,Options,Call,NIFTY,23600.0,0
40.9,2024-06-06 09:16:44,NFO,13-JUN-2024,40.9,40.9,40.9,146675,Options,Call,NIFTY,23600.0,0
40.3,2024-06-06 09:16:45,NFO,13-JUN-2024,40.3,40.3,40.3,146675,Options,Call,NIFTY,23600.0,0
42.0,2024-06-06 09:16:47,NFO,13-JUN-2024,42.35,42.0,42.35,146675,Options,Call,NIFTY,23600.0,0
40.25,2024-06-06 09:16:48,NFO,13-JUN-2024,40.25,40.25,40.25,146675,Options,Call,NIFTY,23600.0,0
40.7,2024-06-06 09:16:50,NFO,13-JUN-2024,40.7,40.7,40.7,146675,Options,Call,NIFTY,23600.0,0
40.0,2024-06-06 09:16:51,NFO,13-JUN-2024,40.0,40.0,40.0,146675,Options,Call,NIFTY,23600.0,0
40.9,2024-06-06 09:16:53,NFO,13-JUN-2024,40.9,40.9,40.9,146675,Options,Call,NIFTY,23600.0,0
40.25,2024-06-06 09:16:54,NFO,13-JUN-2024,40.25,40.25,40.25,146675,Options,Call,NIFTY,23600.0,0
41.1,2024-06-06 09:16:55,NFO,13-JUN-2024,41.1,41.1,41.1,146675,Options,Call,NIFTY,23600.0,0
40.9,2024-06-06 09:16:58,NFO,13-JUN-2024,40.9,40.9,40.9,146675,Options,Call,NIFTY,23600.0,0
40.8,2024-06-06 09:17:03,NFO,13-JUN-2024,40.8,40.8,40.8,146675,Options,Call,NIFTY,23600.0,0
39.85,2024-06-06 09:17:06,NFO,13-JUN-2024,39.9,39.85,39.9,146675,Options,Call,NIFTY,23600.0,0
39.75,2024-06-06 09:17:07,NFO,13-JUN-2024,39.75,39.75,39.75,146675,Options,Call,NIFTY,23600.0,0
36.35,2024-06-06 09:17:10,NFO,13-JUN-2024,36.35,36.35,36.35,146675,Options,Call,NIFTY,23600.0,0
39.1,2024-06-06 09:17:11,NFO,13-JUN-2024,39.1,39.1,39.1,146675,Options,Call,NIFTY,23600.0,0
35.75,2024-06-06 09:17:12,NFO,13-JUN-2024,35.75,35.75,35.75,146675,Options,Call,NIFTY,23600.0,0
38.9,2024-06-06 09:17:13,NFO,13-JUN-2024,38.9,38.9,38.9,146675,Options,Call,NIFTY,23600.0,0
38.7,2024-06-06 09:17:14,NFO,13-JUN-2024,38.7,38.7,38.7,146675,Options,Call,NIFTY,23600.0,0
38.3,2024-06-06 09:17:15,NFO,13-JUN-2024,38.3,38.3,38.3,146675,Options,Call,NIFTY,23600.0,0
35.6,2024-06-06 09:17:17,NFO,13-JUN-2024,38.3,35.6,38.3,146675,Options,Call,NIFTY,23600.0,0
38.2,2024-06-06 09:17:20,NFO,13-JUN-2024,38.2,37.4,37.4,146675,Options,Call,NIFTY,23600.0,0
37.8,2024-06-06 09:17:21,NFO,13-JUN-2024,37.8,37.8,37.8,146675,Options,Call,NIFTY,23600.0,0
37.6,2024-06-06 09:17:22,NFO,13-JUN-2024,37.6,37.6,37.6,146675,Options,Call,NIFTY,23600.0,0
37.7,2024-06-06 09:17:30,NFO,13-JUN-2024,37.75,37.7,37.75,146675,Options,Call,NIFTY,23600.0,0
37.0,2024-06-06 09:17:31,NFO,13-JUN-2024,37.0,37.0,37.0,146675,Options,Call,NIFTY,23600.0,0
37.7,2024-06-06 09:17:32,NFO,13-JUN-2024,37.7,37.7,37.7,146675,Options,Call,NIFTY,23600.0,0
37.7,2024-06-06 09:17:33,NFO,13-JUN-2024,37.7,37.7,37.7,146675,Options,Call,NIFTY,23600.0,0
37.65,2024-06-06 09:17:37,NFO,13-JUN-2024,37.65,37.65,37.65,146675,Options,Call,NIFTY,23600.0,0
37.65,2024-06-06 09:17:38,NFO,13-JUN-2024,37.65,37.65,37.65,146675,Options,Call,NIFTY,23600.0,8875
36.35,2024-06-06 09:17:39,NFO,13-JUN-2024,37.7,36.35,37.7,146675,Options,Call,NIFTY,23600.0,0
37.05,2024-06-06 09:17:40,NFO,13-JUN-2024,37.05,37.05,37.05,146675,Options,Call,NIFTY,23600.0,0
37.5,2024-06-06 09:17:43,NFO,13-JUN-2024,37.5,37.5,37.5,146675,Options,Call,NIFTY,23600.0,0
35.7,2024-06-06 09:17:46,NFO,13-JUN-2024,35.7,35.7,35.7,146675,Options,Call,NIFTY,23600.0,0
37.3,2024-06-06 09:17:47,NFO,13-JUN-2024,37.3,35.8,35.8,146675,Options,Call,NIFTY,23600.0,1550
35.45,2024-06-06 09:17:53,NFO,13-JUN-2024,35.45,35.45,35.45,146675,Options,Call,NIFTY,23600.0,0
36.05,2024-06-06 09:17:55,NFO,13-JUN-2024,36.05,36.05,36.05,146675,Options,Call,NIFTY,23600.0,0
36.05,2024-06-06 09:17:56,NFO,13-JUN-2024,36.05,36.05,36.05,146675,Options,Call,NIFTY,23600.0,200
35.85,2024-06-06 09:17:57,NFO,13-JUN-2024,35.85,35.85,35.85,146675,Options,Call,NIFTY,23600.0,0
36.15,2024-06-06 09:17:58,NFO,13-JUN-2024,36.15,36.15,36.15,146675,Options,Call,NIFTY,23600.0,0
35.05,2024-06-06 09:17:59,NFO,13-JUN-2024,35.05,35.05,35.05,146675,Options,Call,NIFTY,23600.0,0
35.45,2024-06-06 09:18:00,NFO,13-JUN-2024,35.45,35.45,35.45,146675,Options,Call,NIFTY,23600.0,0
34.6,2024-06-06 09:18:01,NFO,13-JUN-2024,34.6,34.6,34.6,146675,Options,Call,NIFTY,23600.0,0
34.95,2024-06-06 09:18:03,NFO,13-JUN-2024,34.95,34.95,34.95,146675,Options,Call,NIFTY,23600.0,0
34.95,2024-06-06 09:18:04,NFO,13-JUN-2024,34.95,34.95,34.95,146675,Options,Call,NIFTY,23600.0,0
35.25,2024-06-06 09:18:05,NFO,13-JUN-2024,35.25,35.25,35.25,146675,Options,Call,NIFTY,23600.0,0
35.25,2024-06-06 09:18:06,NFO,13-JUN-2024,35.25,35.25,35.25,146675,Options,Call,NIFTY,23600.0,0
35.25,2024-06-06 09:18:11,NFO,13-JUN-2024,35.25,35.25,35.25,146675,Options,Call,NIFTY,23600.0,4725
35.05,2024-06-06 09:18:12,NFO,13-JUN-2024,35.35,35.05,35.35,146675,Options,Call,NIFTY,23600.0,4750
35.1,2024-06-06 09:18:14,NFO,13-JUN-2024,35.1,35.1,35.1,146675,Options,Call,NIFTY,23600.0,500
34.3,2024-06-06 09:18:15,NFO,13-JUN-2024,34.3,34.3,34.3,146675,Options,Call,NIFTY,23600.0,75
35.15,2024-06-06 09:18:17,NFO,13-JUN-2024,35.15,35.15,35.15,146675,Options,Call,NIFTY,23600.0,75
34.0,2024-06-06 09:18:18,NFO,13-JUN-2024,35.9,34.0,35.9,146675,Options,Call,NIFTY,23600.0,0
34.0,2024-06-06 09:18:19,NFO,13-JUN-2024,34.0,34.0,34.0,146675,Options,Call,NIFTY,23600.0,2475
34.0,2024-06-06 09:18:20,NFO,13-JUN-2024,34.0,34.0,34.0,146675,Options,Call,NIFTY,23600.0,0
34.05,2024-06-06 09:18:27,NFO,13-JUN-2024,34.05,34.05,34.05,146675,Options,Call,NIFTY,23600.0,50
35.1,2024-06-06 09:18:28,NFO,13-JUN-2024,35.1,35.1,35.1,146675,Options,Call,NIFTY,23600.0,50
35.45,2024-06-06 09:18:30,NFO,13-JUN-2024,35.45,35.45,35.45,146675,Options,Call,NIFTY,23600.0,825
35.45,2024-06-06 09:18:34,NFO,13-JUN-2024,35.45,35.45,35.45,146675,Options,Call,NIFTY,23600.0,625
36.1,2024-06-06 09:18:37,NFO,13-JUN-2024,36.1,35.45,35.45,141775,Options,Call,NIFTY,23600.0,2825
36.1,2024-06-06 09:18:39,NFO,13-JUN-2024,36.1,36.1,36.1,141775,Options,Call,NIFTY,23600.0,50
35.15,2024-06-06 09:18:40,NFO,13-JUN-2024,35.15,35.15,35.15,141775,Options,Call,NIFTY,23600.0,225
36.2,2024-06-06 09:18:41,NFO,13-JUN-2024,36.2,36.2,36.2,141775,Options,Call,NIFTY,23600.0,0
36.15,2024-06-06 09:18:42,NFO,13-JUN-2024,36.2,36.15,36.2,141775,Options,Call,NIFTY,23600.0,575
36.15,2024-06-06 09:18:44,NFO,13-JUN-2024,36.15,36.15,36.15,141775,Options,Call,NIFTY,23600.0,0
34.75,2024-06-06 09:18:47,NFO,13-JUN-2024,34.75,34.75,34.75,141775,Options,Call,NIFTY,23600.0,0
34.75,2024-06-06 09:18:48,NFO,13-JUN-2024,34.75,34.75,34.75,141775,Options,Call,NIFTY,23600.0,0
35.45,2024-06-06 09:18:50,NFO,13-JUN-2024,36.0,35.45,36.0,141775,Options,Call,NIFTY,23600.0,0
35.05,2024-06-06 09:18:52,NFO,13-JUN-2024,35.05,35.05,35.05,141775,Options,Call,NIFTY,23600.0,675
35.3,2024-06-06 09:18:54,NFO,13-JUN-2024,35.3,35.3,35.3,141775,Options,Call,NIFTY,23600.0,175
35.35,2024-06-06 09:18:55,NFO,13-JUN-2024,35.35,35.35,35.35,141775,Options,Call,NIFTY,23600.0,0
35.45,2024-06-06 09:18:58,NFO,13-JUN-2024,35.45,35.45,35.45,141775,Options,Call,NIFTY,23600.0,0
35.45,2024-06-06 09:18:59,NFO,13-JUN-2024,35.45,35.45,35.45,141775,Options,Call,NIFTY,23600.0,400
36.35,2024-06-06 09:19:00,NFO,13-JUN-2024,36.35,36.35,36.35,141775,Options,Call,NIFTY,23600.0,750
36.4,2024-06-06 09:19:01,NFO,13-JUN-2024,36.4,36.4,36.4,141775,Options,Call,NIFTY,23600.0,0
35.95,2024-06-06 09:19:02,NFO,13-JUN-2024,35.95,35.95,35.95,141775,Options,Call,NIFTY,23600.0,0
36.15,2024-06-06 09:19:03,NFO,13-JUN-2024,36.15,36.15,36.15,141775,Options,Call,NIFTY,23600.0,15525
36.35,2024-06-06 09:19:04,NFO,13-JUN-2024,36.35,36.35,36.35,141775,Options,Call,NIFTY,23600.0,0
36.55,2024-06-06 09:19:07,NFO,13-JUN-2024,36.65,36.55,36.65,141775,Options,Call,NIFTY,23600.0,9400
37.3,2024-06-06 09:19:08,NFO,13-JUN-2024,37.3,37.3,37.3,141775,Options,Call,NIFTY,23600.0,2225
37.55,2024-06-06 09:19:10,NFO,13-JUN-2024,37.55,37.55,37.55,141775,Options,Call,NIFTY,23600.0,100
36.55,2024-06-06 09:19:11,NFO,13-JUN-2024,36.55,36.55,36.55,141775,Options,Call,NIFTY,23600.0,1050
36.55,2024-06-06 09:19:12,NFO,13-JUN-2024,36.55,36.55,36.55,141775,Options,Call,NIFTY,23600.0,0
36.5,2024-06-06 09:19:13,NFO,13-JUN-2024,36.5,36.5,36.5,141775,Options,Call,NIFTY,23600.0,400
36.1,2024-06-06 09:19:14,NFO,13-JUN-2024,36.1,36.1,36.1,141775,Options,Call,NIFTY,23600.0,0
36.55,2024-06-06 09:19:15,NFO,13-JUN-2024,36.55,36.55,36.55,141775,Options,Call,NIFTY,23600.0,1300
36.55,2024-06-06 09:19:16,NFO,13-JUN-2024,36.55,36.55,36.55,141775,Options,Call,NIFTY,23600.0,0
36.3,2024-06-06 09:19:17,NFO,13-JUN-2024,36.3,36.3,36.3,141775,Options,Call,NIFTY,23600.0,0
36.1,2024-06-06 09:19:18,NFO,13-JUN-2024,36.1,36.1,36.1,141775,Options,Call,NIFTY,23600.0,3400
35.9,2024-06-06 09:19:19,NFO,13-JUN-2024,35.9,35.9,35.9,141775,Options,Call,NIFTY,23600.0,0
36.05,2024-06-06 09:19:20,NFO,13-JUN-2024,36.05,36.0,36.0,141775,Options,Call,NIFTY,23600.0,2675
35.65,2024-06-06 09:19:22,NFO,13-JUN-2024,35.65,35.65,35.65,141775,Options,Call,NIFTY,23600.0,0
35.65,2024-06-06 09:19:23,NFO,13-JUN-2024,35.65,35.65,35.65,141775,Options,Call,NIFTY,23600.0,100
35.2,2024-06-06 09:19:25,NFO,13-JUN-2024,35.65,35.2,35.65,141775,Options,Call,NIFTY,23600.0,0
35.0,2024-06-06 09:19:26,NFO,13-JUN-2024,35.0,35.0,35.0,141775,Options,Call,NIFTY,23600.0,1550
35.05,2024-06-06 09:19:27,NFO,13-JUN-2024,35.05,35.05,35.05,141775,Options,Call,NIFTY,23600.0,0
34.6,2024-06-06 09:19:28,NFO,13-JUN-2024,35.05,34.6,35.05,141775,Options,Call,NIFTY,23600.0,875
34.55,2024-06-06 09:19:30,NFO,13-JUN-2024,34.6,34.55,34.6,141775,Options,Call,NIFTY,23600.0,25
34.5,2024-06-06 09:19:31,NFO,13-JUN-2024,34.5,34.3,34.3,141775,Options,Call,NIFTY,23600.0,1775
34.65,2024-06-06 09:19:32,NFO,13-JUN-2024,34.65,34.65,34.65,141775,Options,Call,NIFTY,23600.0,0
34.2,2024-06-06 09:19:33,NFO,13-JUN-2024,34.2,34.2,34.2,141775,Options,Call,NIFTY,23600.0,4325
33.9,2024-06-06 09:19:34,NFO,13-JUN-2024,33.9,33.9,33.9,141775,Options,Call,NIFTY,23600.0,0
33.75,2024-06-06 09:19:36,NFO,13-JUN-2024,33.75,33.75,33.75,141775,Options,Call,NIFTY,23600.0,0
33.5,2024-06-06 09:19:37,NFO,13-JUN-2024,33.5,33.5,33.5,141775,Options,Call,NIFTY,23600.0,0
33.5,2024-06-06 09:19:38,NFO,13-JUN-2024,33.5,33.5,33.5,141775,Options,Call,NIFTY,23600.0,2125
33.35,2024-06-06 09:19:39,NFO,13-JUN-2024,33.35,33.35,33.35,141775,Options,Call,NIFTY,23600.0,25
33.4,2024-06-06 09:19:40,NFO,13-JUN-2024,33.4,33.4,33.4,141775,Options,Call,NIFTY,23600.0,0
32.75,2024-06-06 09:19:41,NFO,13-JUN-2024,32.75,32.75,32.75,141775,Options,Call,NIFTY,23600.0,0
33.1,2024-06-06 09:19:42,NFO,13-JUN-2024,33.1,33.1,33.1,141775,Options,Call,NIFTY,23600.0,0
33.1,2024-06-06 09:19:43,NFO,13-JUN-2024,33.1,33.1,33.1,141775,Options,Call,NIFTY,23600.0,925
32.3,2024-06-06 09:19:44,NFO,13-JUN-2024,32.3,32.3,32.3,141775,Options,Call,NIFTY,23600.0,375
32.4,2024-06-06 09:19:45,NFO,13-JUN-2024,32.4,32.4,32.4,141775,Options,Call,NIFTY,23600.0,0
32.3,2024-06-06 09:19:47,NFO,13-JUN-2024,32.3,32.3,32.3,141775,Options,Call,NIFTY,23600.0,0
32.0,2024-06-06 09:19:48,NFO,13-JUN-2024,32.2,32.0,32.2,141775,Options,Call,NIFTY,23600.0,1975
31.8,2024-06-06 09:19:52,NFO,13-JUN-2024,31.8,31.8,31.8,141775,Options,Call,NIFTY,23600.0,0
32.1,2024-06-06 09:19:54,NFO,13-JUN-2024,32.1,32.1,32.1,141775,Options,Call,NIFTY,23600.0,2700
32.1,2024-06-06 09:19:55,NFO,13-JUN-2024,32.1,32.1,32.1,141775,Options,Call,NIFTY,23600.0,0
32.0,2024-06-06 09:19:56,NFO,13-JUN-2024,32.1,32.0,32.1,141775,Options,Call,NIFTY,23600.0,200
32.0,2024-06-06 09:19:57,NFO,13-JUN-2024,32.0,32.0,32.0,141775,Options,Call,NIFTY,23600.0,150
31.75,2024-06-06 09:19:59,NFO,13-JUN-2024,31.75,31.75,31.75,141775,Options,Call,NIFTY,23600.0,200
32.0,2024-06-06 09:20:00,NFO,13-JUN-2024,32.0,32.0,32.0,141775,Options,Call,NIFTY,23600.0,0
31.5,2024-06-06 09:20:01,NFO,13-JUN-2024,31.5,31.5,31.5,141775,Options,Call,NIFTY,23600.0,350
31.0,2024-06-06 09:20:02,NFO,13-JUN-2024,31.2,31.0,31.2,141775,Options,Call,NIFTY,23600.0,325
30.5,2024-06-06 09:20:04,NFO,13-JUN-2024,30.5,30.5,30.5,141775,Options,Call,NIFTY,23600.0,700
30.6,2024-06-06 09:20:05,NFO,13-JUN-2024,30.6,30.6,30.6,141775,Options,Call,NIFTY,23600.0,25
30.2,2024-06-06 09:20:07,NFO,13-JUN-2024,30.2,30.2,30.2,141775,Options,Call,NIFTY,23600.0,100
30.15,2024-06-06 09:20:08,NFO,13-JUN-2024,30.15,30.15,30.15,141775,Options,Call,NIFTY,23600.0,0
29.55,2024-06-06 09:20:09,NFO,13-JUN-2024,29.55,29.55,29.55,141775,Options,Call,NIFTY,23600.0,900
29.95,2024-06-06 09:20:11,NFO,13-JUN-2024,29.95,29.95,29.95,141775,Options,Call,NIFTY,23600.0,0
30.0,2024-06-06 09:20:12,NFO,13-JUN-2024,30.0,30.0,30.0,141775,Options,Call,NIFTY,23600.0,0
30.0,2024-06-06 09:20:13,NFO,13-JUN-2024,30.0,30.0,30.0,141775,Options,Call,NIFTY,23600.0,900
30.5,2024-06-06 09:20:14,NFO,13-JUN-2024,30.5,30.5,30.5,141775,Options,Call,NIFTY,23600.0,0
30.5,2024-06-06 09:20:15,NFO,13-JUN-2024,30.5,30.5,30.5,141775,Options,Call,NIFTY,23600.0,300
29.8,2024-06-06 09:20:16,NFO,13-JUN-2024,29.8,29.8,29.8,141775,Options,Call,NIFTY,23600.0,550
30.05,2024-06-06 09:20:17,NFO,13-JUN-2024,30.05,30.05,30.05,141775,Options,Call,NIFTY,23600.0,0
29.6,2024-06-06 09:20:18,NFO,13-JUN-2024,29.6,29.6,29.6,141775,Options,Call,NIFTY,23600.0,75
28.9,2024-06-06 09:20:19,NFO,13-JUN-2024,28.9,28.9,28.9,141775,Options,Call,NIFTY,23600.0,0
28.9,2024-06-06 09:20:20,NFO,13-JUN-2024,28.9,28.9,28.9,141775,Options,Call,NIFTY,23600.0,75
28.55,2024-06-06 09:20:21,NFO,13-JUN-2024,29.3,28.55,29.3,141775,Options,Call,NIFTY,23600.0,275
28.8,2024-06-06 09:20:23,NFO,13-JUN-2024,28.8,28.7,28.7,141775,Options,Call,NIFTY,23600.0,0
28.9,2024-06-06 09:20:25,NFO,13-JUN-2024,28.9,28.9,28.9,141775,Options,Call,NIFTY,23600.0,825
29.45,2024-06-06 09:20:26,NFO,13-JUN-2024,29.45,29.45,29.45,141775,Options,Call,NIFTY,23600.0,25
29.35,2024-06-06 09:20:28,NFO,13-JUN-2024,29.35,29.35,29.35,141775,Options,Call,NIFTY,23600.0,650
29.6,2024-06-06 09:20:30,NFO,13-JUN-2024,29.6,29.6,29.6,141775,Options,Call,NIFTY,23600.0,225
29.8,2024-06-06 09:20:31,NFO,13-JUN-2024,29.8,29.6,29.6,141775,Options,Call,NIFTY,23600.0,0
29.3,2024-06-06 09:20:32,NFO,13-JUN-2024,29.8,29.3,29.8,141775,Options,Call,NIFTY,23600.0,75
29.75,2024-06-06 09:20:33,NFO,13-JUN-2024,29.75,29.75,29.75,141775,Options,Call,NIFTY,23600.0,350
29.55,2024-06-06 09:20:36,NFO,13-JUN-2024,29.55,29.15,29.15,141775,Options,Call,NIFTY,23600.0,75
29.55,2024-06-06 09:20:37,NFO,13-JUN-2024,29.55,29.55,29.55,141775,Options,Call,NIFTY,23600.0,0
29.3,2024-06-06 09:20:38,NFO,13-JUN-2024,29.3,29.3,29.3,141775,Options,Call,NIFTY,23600.0,50
29.3,2024-06-06 09:20:39,NFO,13-JUN-2024,29.3,29.3,29.3,141775,Options,Call,NIFTY,23600.0,0
29.6,2024-06-06 09:20:41,NFO,13-JUN-2024,29.6,29.5,29.5,141775,Options,Call,NIFTY,23600.0,300
29.3,2024-06-06 09:20:44,NFO,13-JUN-2024,29.35,29.3,29.35,141775,Options,Call,NIFTY,23600.0,0
29.05,2024-06-06 09:20:45,NFO,13-JUN-2024,29.05,29.05,29.05,141775,Options,Call,NIFTY,23600.0,4675
30.0,2024-06-06 09:20:46,NFO,13-JUN-2024,30.0,30.0,30.0,141775,Options,Call,NIFTY,23600.0,425
29.75,2024-06-06 09:20:48,NFO,13-JUN-2024,29.75,29.75,29.75,141775,Options,Call,NIFTY,23600.0,100
29.85,2024-06-06 09:20:49,NFO,13-JUN-2024,29.85,29.35,29.35,141775,Options,Call,NIFTY,23600.0,0
29.9,2024-06-06 09:20:52,NFO,13-JUN-2024,29.9,29.9,29.9,141775,Options,Call,NIFTY,23600.0,975
29.7,2024-06-06 09:20:53,NFO,13-JUN-2024,29.7,29.7,29.7,141775,Options,Call,NIFTY,23600.0,25
29.85,2024-06-06 09:20:54,NFO,13-JUN-2024,29.85,29.85,29.85,141775,Options,Call,NIFTY,23600.0,0
30.4,2024-06-06 09:20:55,NFO,13-JUN-2024,30.4,30.4,30.4,141775,Options,Call,NIFTY,23600.0,625
30.05,2024-06-06 09:20:56,NFO,13-JUN-2024,30.05,30.05,30.05,141775,Options,Call,NIFTY,23600.0,2400
29.8,2024-06-06 09:20:58,NFO,13-JUN-2024,30.0,29.8,30.0,141775,Options,Call,NIFTY,23600.0,750
