Close,datetime,exchange_code,expiry_date,High,Low,Open,open_interest,product_type,right,stock_code,strike_price,Volume
68.0,2024-06-05 09:15:02,NFO,13-JUN-2024,68.0,68.0,68.0,0,Options,Call,NIFTY,23600.0,0
72.4,2024-06-05 09:15:03,NFO,13-JUN-2024,72.4,72.4,72.4,133850,Options,Call,NIFTY,23600.0,0
72.4,2024-06-05 09:15:04,NFO,13-JUN-2024,72.4,72.4,72.4,133850,Options,Call,NIFTY,23600.0,75
72.4,2024-06-05 09:15:06,NFO,13-JUN-2024,72.4,72.4,72.4,133850,Options,Call,NIFTY,23600.0,100
67.65,2024-06-05 09:15:07,NFO,13-JUN-2024,67.65,67.65,67.65,133850,Options,Call,NIFTY,23600.0,75
70.65,2024-06-05 09:15:08,NFO,13-JUN-2024,70.65,67.65,67.65,133850,Options,Call,NIFTY,23600.0,0
72.4,2024-06-05 09:15:09,NFO,13-JUN-2024,72.4,70.65,70.65,133850,Options,Call,NIFTY,23600.0,25
72.4,2024-06-05 09:15:10,NFO,13-JUN-2024,72.4,72.4,72.4,133850,Options,Call,NIFTY,23600.0,25
72.4,2024-06-05 09:15:12,NFO,13-JUN-2024,72.4,72.4,72.4,133850,Options,Call,NIFTY,23600.0,0
72.4,2024-06-05 09:15:13,NFO,13-JUN-2024,72.4,72.4,72.4,133850,Options,Call,NIFTY,23600.0,0
67.75,2024-06-05 09:15:14,NFO,13-JUN-2024,67.75,67.75,67.75,133850,Options,Call,NIFTY,23600.0,0
74.2,2024-06-05 09:15:16,NFO,13-JUN-2024,74.2,74.2,74.2,133850,Options,Call,NIFTY,23600.0,0
74.2,2024-06-05 09:15:17,NFO,13-JUN-2024,74.2,74.2,74.2,133850,Options,Call,NIFTY,23600.0,75
74.2,2024-06-05 09:15:19,NFO,13-JUN-2024,74.2,74.2,74.2,133850,Options,Call,NIFTY,23600.0,0
74.2,2024-06-05 09:15:20,NFO,13-JUN-2024,74.2,74.2,74.2,133850,Options,Call,NIFTY,23600.0,0
74.2,2024-06-05 09:15:22,NFO,13-JUN-2024,74.2,74.2,74.2,133850,Options,Call,NIFTY,23600.0,0
71.15,2024-06-05 09:15:28,NFO,13-JUN-2024,71.15,71.15,71.15,133950,Options,Call,NIFTY,23600.0,325
70.0,2024-06-05 09:15:29,NFO,13-JUN-2024,70.0,70.0,70.0,133950,Options,Call,NIFTY,23600.0,100
74.2,2024-06-05 09:15:34,NFO,13-JUN-2024,74.2,74.2,74.2,133950,Options,Call,NIFTY,23600.0,25
74.2,2024-06-05 09:15:36,NFO,13-JUN-2024,74.2,74.2,74.2,133950,Options,Call,NIFTY,23600.0,0
74.2,2024-06-05 09:15:39,NFO,13-JUN-2024,74.2,74.2,74.2,133950,Options,Call,NIFTY,23600.0,0
